สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
ออสเตรเลีย,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
   2.3.1 ผลไม้กระป๋อง,261.3,206.3,172.2,284.6,-42.82,-21.06,-29.40,65.30,0.08,0.07,0.06,0.10
    (1) สับปะรดกระป๋อง,107.0,82.5,60.7,135.5,-62.86,-22.91,-40.28,123.22,0.03,0.03,0.02,0.05
    (2) เงาะและเงาะสอดไส้สับปะรด,3.1,2.3,1.9,2.6,5.32,-24.65,-36.55,39.46,0.00,0.00,0.00,0.00
    (3) ลิ้นจี่กระป๋อง,19.2,21.5,20.4,13.1,-9.61,12.09,8.95,-36.10,0.01,0.01,0.01,0.00
    (4) ลำไยกระป๋อง,9.8,5.7,4.5,8.7,27.28,-41.31,-50.37,94.24,0.00,0.00,0.00,0.00
    (5) มะม่วงกระป๋อง,73.9,55.2,48.1,89.0,-9.45,-25.30,-28.28,85.03,0.02,0.02,0.02,0.03
    (6) ผลไม้รวมกระป๋อง,11.3,10.5,9.8,9.3,-10.80,-7.05,-12.24,-4.97,0.00,0.00,0.00,0.00
    (7) ผลไม้กระป๋องอื่น ๆ,37.1,28.6,26.8,26.5,-13.67,-23.07,-19.48,-1.32,0.01,0.01,0.01,0.01
   2.3.2 น้ำผลไม้,"1,087.8",720.6,651.9,717.4,-27.89,-33.76,-34.69,10.06,0.32,0.23,0.22,0.25
    (1) น้ำสับปะรด,183.5,93.7,84.6,48.6,-32.97,-48.91,-50.06,-42.56,0.05,0.03,0.03,0.02
    (2) น้ำส้มชนิดออเร้นจ์,7.9,2.3,2.2,1.9,-6.24,-70.45,-71.37,-13.61,0.00,0.00,0.00,0.00
    (3) น้ำผลไม้ผสม,65.4,137.8,128.5,109.2,-7.24,110.73,121.58,-14.99,0.02,0.04,0.04,0.04
    (4) น้ำผลไม้อื่น ๆ,831.0,486.7,436.6,557.7,-28.10,-41.43,-42.79,27.74,0.24,0.15,0.15,0.20
   2.3.3 ผลไม้แปรรูป,514.2,572.9,535.5,501.6,-3.82,11.41,13.55,-6.34,0.15,0.18,0.18,0.18
    (1) สับปะรดแปรรูป,190.6,192.1,180.5,130.5,38.51,0.83,2.16,-27.72,0.06,0.06,0.06,0.05
    (2) ส้มแปรรูป,0.7,0.0,0.0,0.1,356.26,-93.68,-93.63,209.98,0.00,0.00,0.00,0.00
    (3) ผลไม้แปรรูปอื่น ๆ,322.9,380.7,354.9,371.0,-18.64,17.89,20.66,4.52,0.09,0.12,0.12,0.13
  2.4 ผักกระป๋อง และผักแปรรูป,575.0,597.2,542.5,654.5,-8.89,3.85,3.70,20.64,0.17,0.19,0.18,0.23
   (1) ข้าวโพดฝักอ่อนกระป๋อง,72.5,61.1,56.9,54.8,11.44,-15.68,-15.24,-3.73,0.02,0.02,0.02,0.02
   (2) ข้าวโพดหวานกระป๋อง แปรรูป,215.7,216.8,204.1,257.6,-8.98,0.51,2.85,26.20,0.06,0.07,0.07,0.09
   (3) หน่อไม้กระป๋อง แปรรูป,41.0,33.5,29.5,35.5,4.94,-18.30,-19.31,20.20,0.01,0.01,0.01,0.01
   (4) มะเขือเทศแปรรูป,2.3,7.1,5.8,2.8,,213.85,250.68,-50.87,0.00,0.00,0.00,0.00
   (5) เห็ดแปรรูป,0.9,1.9,1.7,2.5,-55.30,101.08,179.10,41.85,0.00,0.00,0.00,0.00
   (6) พืชผักดองด้วยน้ำส้ม,19.9,18.7,17.4,19.1,33.42,-6.05,-1.27,9.95,0.01,0.01,0.01,0.01
   (7) ผักกระป๋องและผักแปรรูปอื่น ๆ ,222.7,258.0,227.1,282.2,-18.43,15.89,12.91,24.30,0.06,0.08,0.08,0.10
  2.5 ผลิตภัณฑ์ข้าว,513.0,575.4,517.5,567.3,0.90,12.17,11.56,9.62,0.15,0.18,0.17,0.20
   2.5.1 แป้งข้าวเจ้า,82.8,108.9,95.4,111.5,20.34,31.54,28.14,16.85,0.02,0.03,0.03,0.04
   2.5.2 แป้งข้าวเหนียว,29.2,33.0,25.9,48.3,5.09,13.21,-4.75,86.93,0.01,0.01,0.01,0.02
   2.5.3 เส้นหมี่ก๋วยเตี๋ยว,59.0,53.4,48.2,62.0,6.53,-9.48,-12.92,28.59,0.02,0.02,0.02,0.02
   2.5.4 ขนมปังกรอบ,342.0,380.1,348.1,345.5,-4.06,11.12,13.39,-0.73,0.10,0.12,0.12,0.12
  2.6 ผลิตภัณฑ์ข้าวสาลีและอาหารสำเร็จรูปอื่น ๆ,"3,958.8","4,332.8","4,024.1","3,954.4",4.86,9.45,10.51,-1.73,1.15,1.37,1.35,1.40
   2.6.1 บะหมี่กึ่งสำเร็จรูปและอาหารสำเร็จ,"1,603.5","1,823.1","1,707.4","1,466.4",-13.82,13.69,13.80,-14.11,0.46,0.58,0.57,0.52
   2.6.2 ผลิตภัณฑ์ข้าวสาลีอื่น ๆ,"2,355.3","2,509.7","2,316.7","2,488.0",23.02,6.55,8.20,7.40,0.68,0.79,0.78,0.88
    (1) บิสกิต แวฟเฟิล และเวเฟอร์,231.5,403.8,366.5,423.3,115.93,74.40,79.76,15.49,0.07,0.13,0.12,0.15
    (2) แป้งสาลี,0.8,1.9,1.8,2.0,41.38,128.95,206.66,13.51,0.00,0.00,0.00,0.00
    (3) ผลิตภัณฑ์อื่น ๆ ของข้าวสาลี,"2,122.9","2,104.0","1,948.5","2,062.8",17.50,-0.89,0.61,5.87,0.61,0.66,0.65,0.73
  2.7 อาหารสัตว์เลี้ยง,"2,373.3","2,689.2","2,475.9","2,833.5",14.53,13.31,15.84,14.44,0.69,0.85,0.83,1.00
   2.7.1 อาหารสุนัขและแมว,"2,279.1","2,558.9","2,362.8","2,672.1",14.43,12.28,14.26,13.09,0.66,0.81,0.79,0.94
   2.7.2 อาหารสัตว์อื่น ๆ,94.3,130.3,113.1,161.4,16.90,38.23,63.11,42.70,0.03,0.04,0.04,0.06
  2.8 สิ่งปรุงรสอาหาร,"1,617.2","1,699.8","1,543.6","1,766.7",7.99,5.11,3.63,14.45,0.47,0.54,0.52,0.62
   2.8.1 ซอส,106.4,124.3,113.2,124.7,-4.02,16.87,19.06,10.10,0.03,0.04,0.04,0.04
    (1) ซอสพริก,48.8,59.4,54.5,70.8,-5.09,21.88,30.56,29.99,0.01,0.02,0.02,0.02
    (2) ซอสถั่วเหลือง,53.8,60.7,54.6,51.7,21.22,12.83,10.01,-5.23,0.02,0.02,0.02,0.02
    (3) ซอสมะเขือเทศ,3.8,4.2,4.2,2.1,-74.72,9.80,10.75,-49.13,0.00,0.00,0.00,0.00
   2.8.2 น้ำปลา,121.8,116.9,107.5,120.0,20.61,-4.03,-3.82,11.57,0.04,0.04,0.04,0.04
   2.8.3 เครื่องแกงสำเร็จรูป,561.9,456.4,435.1,358.8,10.64,-18.78,-17.95,-17.52,0.16,0.14,0.15,0.13
   2.8.4 ผงปรุงรส,171.7,174.8,159.2,191.0,13.28,1.82,2.55,20.00,0.05,0.06,0.05,0.07
   2.8.5 สิ่งปรุงรสอื่น ๆ(เมตริกตัน),655.5,827.4,728.6,972.2,4.66,26.23,22.00,33.43,0.19,0.26,0.24,0.34
  2.9 นมและผลิตภัณฑ์นม,3.2,1.3,1.3,1.4,48.24,-58.84,-57.74,3.85,0.00,0.00,0.00,0.00
  2.10 หมากฝรั่งและขนมที่ไม่มีโกโก้ผสม,216.4,152.9,146.1,143.1,2.38,-29.37,-27.77,-2.11,0.06,0.05,0.05,0.05
  2.11 เครื่องดื่ม,199.7,188.2,176.5,115.9,39.46,-5.75,-5.52,-34.32,0.06,0.06,0.06,0.04
   2.11.1 เครื่องดื่มที่ไม่มีแอลกอฮอส์,68.5,72.4,69.5,48.1,28.83,5.69,10.19,-30.69,0.02,0.02,0.02,0.02
    (1) น้ำแร่น้ำอัดลมที่ปรุงรส(พันลิตร),5.5,5.3,5.1,4.2,-28.31,-3.17,7.90,-17.44,0.00,0.00,0.00,0.00
    (2) เครื่องดื่มอื่น ๆ (พันลิตร),62.2,66.2,63.5,42.9,38.08,6.49,10.46,-32.34,0.02,0.02,0.02,0.02
    (3) เครื่องดื่มที่ไม่มีแอลกอฮอล์อื่น ๆ(พันลิตร),0.8,0.8,0.8,1.0,66.52,4.22,4.54,12.64,0.00,0.00,0.00,0.00
   2.11.2 เครื่องดื่มที่มีแอลกอฮอส์(พันลิตร),131.2,115.8,107.0,67.8,45.73,-11.72,-13.52,-36.68,0.04,0.04,0.04,0.02
    (1) วิสกี้(พันลิตร),19.5,11.0,11.0,0.1,,-43.79,-43.79,-99.25,0.01,0.00,0.00,0.00
    (2) ไวน์(พันลิตร),5.1,5.4,5.4,0.2,"1,271,225.00",7.08,7.13,-97.22,0.00,0.00,0.00,0.00
    (3) เบียร์(พันลิตร),92.9,89.3,80.5,67.5,3.86,-3.83,-5.75,-16.21,0.03,0.03,0.03,0.02
    (4) เครื่องดื่มที่มีแอลกอฮอส์อื่น ๆ(พันลิตร),13.7,10.1,10.1,0.1,"2,168.91",-26.49,-26.49,-99.28,0.00,0.00,0.00,0.00
  2.12 ซุปและอาหารปรุงแต่ง,274.1,364.0,348.5,372.5,49.38,32.80,35.88,6.89,0.08,0.11,0.12,0.13
   2.12.1 ซุปและซุปข้นและของปรุงแต่งสำหรับทำซุป,266.0,345.3,331.6,346.1,51.89,29.79,33.21,4.37,0.08,0.11,0.11,0.12
   2.12.2 อาหารปรุงแต่งที่มีส่วนผสมรวมเข้าเป็นเนื้อเดียวกัน,8.1,18.7,16.9,26.4,-3.40,132.30,124.15,56.26,0.00,0.01,0.01,0.01
  2.13 ไขมันและน้ำมันจากพืชและสัตว์,478.1,400.5,358.8,460.5,-4.46,-16.24,-19.28,28.36,0.14,0.13,0.12,0.16
   (1) น้ำมันปาล์ม,,0.0,0.0,0.1,,,,"4,385.19",,0.00,0.00,0.00
   (2) น้ำมันถั่วเหลือง,0.0,0.3,0.3,5.9,-51.17,445.53,445.53,"2,276.12",0.00,0.00,0.00,0.00
   (3) ไขมันและน้ำมันจากพืชและสัตว์อื่น ๆ,478.1,400.2,358.5,454.5,-4.43,-16.28,-19.33,26.76,0.14,0.13,0.12,0.16
  2.14 เนื้อสัตว์และของปรุงแต่งที่ทำจากเนื้อสัตว์,5.8,2.8,2.8,2.8,-36.00,-51.90,-51.95,2.36,0.00,0.00,0.00,0.00
  2.15 โกโก้และของปรุงแต่ง,25.9,24.3,24.3,5.8,18.97,-6.03,-4.86,-75.98,0.01,0.01,0.01,0.00
  2.16 ไอศกรีม,16.6,16.5,13.5,67.5,92.74,-0.33,-18.35,401.32,0.00,0.01,0.00,0.02
  2.17 สินค้าอุตสาหกรรมการเกษตรอื่น ๆ,"1,537.9","1,688.9","1,562.3","1,806.6",8.21,9.82,12.12,15.64,0.45,0.53,0.52,0.64
 3. สินค้าอุตสาหกรรม,"311,375.6","285,306.1","268,990.8","254,750.4",-3.72,-8.37,-7.64,-5.29,90.19,89.99,90.18,89.91
  3.1 สิ่งทอ,"3,390.0","2,800.3","2,542.3","2,448.4",-8.21,-17.40,-17.38,-3.70,0.98,0.88,0.85,0.86
   3.1.1 เครื่องนุ่งห่ม,"1,661.3","1,386.4","1,240.5","1,138.8",-11.61,-16.55,-14.63,-8.19,0.48,0.44,0.42,0.40
    (1) เสื้อผ้าสำเร็จรูป,"1,554.0","1,289.5","1,148.8","1,092.3",-10.10,-17.02,-15.34,-4.92,0.45,0.41,0.39,0.39
     (1.1) เสื้อผ้าสำเร็จรูปทำจากฝ้าย,242.6,267.7,249.2,155.5,-30.53,10.33,16.76,-37.59,0.07,0.08,0.08,0.05
     (1.2) เสื้อผ้าสำเร็จรูปทำจากใยประดิษฐ์,612.5,395.3,361.5,279.4,-15.81,-35.46,-33.92,-22.72,0.18,0.12,0.12,0.10
     (1.3) เสื้อผ้าสำเร็จรูปทำจากไหม(พันชิ้น),0.5,0.2,0.2,18.8,150.71,-51.00,-48.70,"8,235.96",0.00,0.00,0.00,0.01
     (1.4) เสื้อผ้าสำเร็จรูปทำจากขนสัตว์,2.5,3.6,3.6,27.8,-18.41,44.28,63.84,665.43,0.00,0.00,0.00,0.01
     (1.5) เสื้อผ้าสำเร็จรูปทำจากวัตถุทออื่น ๆ,681.2,607.3,519.5,606.7,6.41,-10.84,-10.39,16.78,0.20,0.19,0.17,0.21
     (1.6) เสื้อผ้าเด็กอ่อน,14.7,15.3,14.8,4.1,76.12,4.30,4.79,-72.22,0.00,0.00,0.00,0.00
    (2) เครื่องยกทรง รัดทรง และส่วนประกอบ,66.4,57.2,56.6,15.7,-38.76,-13.81,-4.01,-72.31,0.02,0.02,0.02,0.01
    (3) ถุงเท้าและถุงน่อง,29.9,31.0,27.6,21.1,12.17,3.49,3.45,-23.38,0.01,0.01,0.01,0.01
    (4) ถุงมือผ้า,11.0,8.7,7.4,9.6,-30.29,-21.30,-29.12,30.54,0.00,0.00,0.00,0.00
   3.1.2 ผ้าผืนและด้าย,521.3,454.5,421.1,430.2,-14.27,-12.81,-14.34,2.15,0.15,0.14,0.14,0.15
    (1) ผ้าผืน,144.5,140.8,128.5,208.6,-25.01,-2.53,-5.14,62.30,0.04,0.04,0.04,0.07
     (1.1) ผ้าผืนทำจากฝ้าย,18.2,13.9,13.3,22.3,-25.50,-23.61,-23.72,67.67,0.01,0.00,0.00,0.01
     (1.2) ผ้าผืนทำจากเส้นใยประดิษฐ์,111.7,108.3,101.4,176.0,-28.43,-3.08,-2.88,73.50,0.03,0.03,0.03,0.06
     (1.3) ผ้าผืนทำจากไหม,0.9,0.9,0.8,0.7,-39.95,-10.03,-11.59,-19.09,0.00,0.00,0.00,0.00
     (1.4) ผ้าผืนทำจากวัตถุทออื่น ๆ,13.6,17.8,13.0,9.7,28.81,30.66,2.18,-25.58,0.00,0.01,0.00,0.00
    (2) ด้ายและด้ายเส้นใยประดิษฐ์,376.8,313.7,292.6,221.5,-9.29,-16.75,-17.83,-24.28,0.11,0.10,0.10,0.08
     (2.1) ด้ายฝ้าย,2.9,1.7,1.2,0.9,-8.08,-39.88,-42.09,-25.77,0.00,0.00,0.00,0.00
     (2.2) ด้ายเส้นใยประดิษฐ์,374.0,312.0,291.3,220.6,-9.30,-16.57,-17.69,-24.28,0.11,0.10,0.10,0.08
   3.1.3 เคหะสิ่งทอ,701.7,463.9,428.6,351.0,-4.19,-33.89,-35.84,-18.10,0.20,0.15,0.14,0.12
   3.1.4 เส้นใยประดิษฐ์,131.8,141.6,126.8,166.8,30.01,7.47,3.52,31.61,0.04,0.04,0.04,0.06
   3.1.5 ผ้าปักและผ้าลูกไม้,7.8,7.7,6.7,6.1,-16.63,-0.17,-7.68,-9.55,0.00,0.00,0.00,0.00
   3.1.6 ตาข่ายจับปลา,10.3,8.7,8.7,8.0,-31.19,-15.13,-15.13,-8.79,0.00,0.00,0.00,0.00
   3.1.7 ผ้าคลุมไหล่ ผ้าพันคอ,11.8,3.2,3.1,1.3,-7.21,-72.69,-73.91,-57.74,0.00,0.00,0.00,0.00
   3.1.8 ผ้าแบบสำหรับตัดเสื้อและผ้าที่จัดทำแล้ว,118.1,93.6,84.1,117.4,-19.18,-20.76,-23.28,39.57,0.03,0.03,0.03,0.04
   3.1.9 สิ่งทออื่นๆ,225.9,240.5,222.8,228.8,19.75,6.49,9.77,2.70,0.07,0.08,0.07,0.08
  3.2 อัญมณีและเครื่องประดับ,"6,058.8","28,217.7","27,839.4","38,542.6",-51.14,365.73,397.99,38.45,1.76,8.90,9.33,13.60
   3.2.1 อัญมณี,203.8,151.4,142.6,188.6,-4.76,-25.71,-25.10,32.20,0.06,0.05,0.05,0.07
    (1) เพชร(พันกะรัต),77.3,50.3,46.6,52.7,26.26,-34.96,-34.11,13.13,0.02,0.02,0.02,0.02
    (2) พลอย,101.7,95.6,90.5,101.3,2.49,-5.98,-5.02,11.86,0.03,0.03,0.03,0.04
    (3) ไข่มุก(กิโลกรัม),24.8,5.5,5.5,34.6,-53.66,-77.72,-77.37,526.09,0.01,0.00,0.00,0.01
   3.2.2 เครื่องประดับแท้,"5,657.4","4,075.5","3,728.3","3,929.8",-20.94,-27.96,-28.64,5.40,1.64,1.29,1.25,1.39
    (1) เครื่องประดับแท้ทำด้วยเงิน,"4,096.2","2,783.7","2,541.0","2,959.1",-24.28,-32.04,-33.11,16.45,1.19,0.88,0.85,1.04
    (2) เครื่องประดับแท้ทำด้วยทอง(กิโลกรัม),"1,347.2",965.7,899.9,744.6,-9.43,-28.32,-26.40,-17.26,0.39,0.30,0.30,0.26
    (3) เครื่องประดับแท้ทำด้วยโลหะมีค่าอื่น ๆ,213.9,326.1,287.4,226.1,-17.24,52.43,41.50,-21.32,0.06,0.10,0.10,0.08
   3.2.3 เครื่องประดับอัญมณีเทียม,98.4,93.2,86.3,83.8,-11.94,-5.30,-7.42,-2.87,0.03,0.03,0.03,0.03
   3.2.4 อัญมณีสังเคราะห์,0.4,0.7,0.7,16.7,-59.59,54.21,54.56,"2,353.87",0.00,0.00,0.00,0.01
   3.2.5 ทองคำยังไม่ได้ขึ้นรูป,0.0,"23,749.4","23,749.4","33,805.1",-100.00,"81,333,453.08","81,333,453.08",42.34,0.00,7.49,7.96,11.93
   3.2.6 โลหะมีค่าและของที่หุ้มด้วยโลหะมีค่าอื่น ๆ,98.7,147.5,132.0,518.6,-46.88,49.45,62.24,292.75,0.03,0.05,0.04,0.18
  3.3 เครื่องใช้ไฟฟ้า,"30,540.7","30,045.1","27,143.2","29,482.6",-10.11,-1.62,-3.94,8.62,8.85,9.48,9.10,10.40
   3.3.1 เครื่องวิดีโอ เครื่องเสียง อุปกรณ์และส่วนประกอบ,36.8,68.2,59.9,130.6,0.79,85.53,72.80,117.86,0.01,0.02,0.02,0.05
    (1) เครื่องวิดีโอ,0.2,0.1,0.1,0.6,-57.29,-69.42,-69.26,846.92,0.00,0.00,0.00,0.00
    (2) เครื่องเสียง,0.7,0.5,0.5,0.6,29.03,-28.45,-7.94,14.09,0.00,0.00,0.00,0.00
    (3) ส่วนประกอบและอุปกรณ์ประกอบ สำหรับเครื่องวิดีโอ เครื่องเสียง(เมตริกตัน),22.3,51.1,44.3,113.1,3.53,129.01,100.41,155.56,0.01,0.02,0.01,0.04
    (4) เทปแม่เหล็กสำหรับวิดีโอและเครื่องเสียง(พันตลับ),13.6,16.6,15.1,16.4,-2.65,22.00,27.35,8.18,0.00,0.01,0.01,0.01
   3.3.2 เครื่องรับวิทยุ โทรทัศน์ และส่วนประกอบ,956.1,819.2,716.1,646.9,-8.64,-14.32,-17.68,-9.66,0.28,0.26,0.24,0.23
    (1) เครื่องรับวิทยุ,644.6,300.5,287.1,191.3,-11.05,-53.39,-50.39,-33.36,0.19,0.09,0.10,0.07
    (2) เครื่องรับโทรทัศน์,300.1,502.8,414.1,449.3,-4.32,67.51,47.79,8.50,0.09,0.16,0.14,0.16
    (3) ส่วนประกอบเครื่องรับวิทยุ โทรทัศน์,11.4,15.9,14.9,6.3,40.31,40.45,36.47,-57.70,0.00,0.01,0.00,0.00
   3.3.3 หลอดภาพโทรทัศน์สี(พันหลอด),,,,,,,,,,,,
   3.3.4 ลำโพงขยายเสียงและส่วนประกอบ,23.0,14.6,13.5,149.6,-27.60,-36.51,-35.53,"1,009.66",0.01,0.00,0.00,0.05
    (1) ลำโพงขยายเสียง,22.5,13.9,12.8,147.3,-24.58,-38.18,-37.14,"1,049.10",0.01,0.00,0.00,0.05
    (2) ส่วนประกอบของลำโพงขยายเสียง,0.5,0.7,0.7,2.3,-73.41,35.19,27.50,245.02,0.00,0.00,0.00,0.00
   3.3.5 เตาอบไมโครเวฟและเครื่องใช้ไฟฟ้าที่ให้ความร้อน,697.5,632.5,591.8,900.8,10.30,-9.32,-10.92,52.19,0.20,0.20,0.20,0.32
    (1) เตาอบไมโครเวฟ(พันเครื่อง),48.5,21.7,21.0,17.6,-79.19,-55.21,-56.35,-16.28,0.01,0.01,0.01,0.01
    (2) เครื่องใช้ไฟฟ้าที่ให้ความร้อนและส่วนประกอบ,648.9,610.7,570.9,883.2,62.62,-5.88,-7.37,54.71,0.19,0.19,0.19,0.31
     (2.1) เตาอบอื่น ๆ รวมเตาที่มีหม้อหุงต้ม และเตาย่าง,547.1,443.2,416.5,605.4,47.86,-19.00,-20.76,45.37,0.16,0.14,0.14,0.21
     (2.2) เครื่องอุปกรณ์แต่งผมและเป่าผม(พันเครื่อง),0.3,3.5,3.5,1.7,"28,955.56","1,244.44","1,339.68",-50.31,0.00,0.00,0.00,0.00
     (2.3) เครื่องทำน้ำร้อน,15.9,11.6,11.6,5.2,41.35,-27.04,6.59,-55.56,0.00,0.00,0.00,0.00
     (2.4) เครื่องใช้ไฟฟ้าที่ให้ความร้อนอื่น ๆ และส่วนประกอบ,85.6,152.4,139.2,270.9,383.06,78.06,75.09,94.53,0.02,0.05,0.05,0.10
   3.3.6 พัดลม,29.6,25.8,23.2,24.8,36.43,-12.85,-18.05,7.11,0.01,0.01,0.01,0.01
   3.3.7 ตู้เย็น ตู้แช่แข็งและส่วนประกอบ,"6,351.3","6,555.6","5,811.0","5,711.6",-8.14,3.22,-1.40,-1.71,1.84,2.07,1.95,2.02
    (1) ตู้เย็นใช้ในบ้านเรือน,"5,329.5","5,252.3","4,839.2","4,770.6",-9.82,-1.45,-2.22,-1.42,1.54,1.66,1.62,1.68
    (2) ตู้แช่แข็งและเคาน์เตอร์ตู้โชว์,148.6,162.8,143.9,354.5,12.19,9.55,5.07,146.28,0.04,0.05,0.05,0.13
    (3) ส่วนประกอบอุปกรณ์ตู้เย็น ตู้แช่แข็ง,873.2,"1,140.5",827.9,586.5,0.16,30.61,2.52,-29.16,0.25,0.36,0.28,0.21
     (3.1) อีแวโพเรเตอร์,57.8,47.5,42.9,42.0,-31.73,-17.89,-20.50,-2.10,0.02,0.01,0.01,0.01
     (3.2) คอนเดนเซอร์,,,,,,,,,,,,
     (3.3) ส่วนประกอบอุปกรณ์ตู้เย็น ตู้แช่แข็ง อื่นๆ,815.4,"1,093.0",784.9,544.4,3.59,34.04,4.17,-30.64,0.24,0.34,0.26,0.19
   3.3.8 เครื่องปรับอากาศและส่วนประกอบ,"16,322.6","15,906.4","14,338.7","16,543.0",-12.61,-2.55,-4.39,15.37,4.73,5.02,4.81,5.84
    (1) แบบติดหน้าต่างหรือฝาผนัง,"13,221.0","13,044.9","11,636.6","13,366.5",-15.44,-1.33,-4.59,14.87,3.83,4.11,3.90,4.72
    (2) แบบเปลี่ยนวงจรความเย็นหรือวงจรความร้อน,"2,722.3","2,281.9","2,152.0","2,675.3",8.25,-16.18,-12.34,24.32,0.79,0.72,0.72,0.94
    (3) แบบขับด้วยมอเตอร์ใช้เปลี่ยนอุณหภูมิและความร้อน,48.7,38.2,38.2,0.8,-22.07,-21.52,-3.03,-97.85,0.01,0.01,0.01,0.00
    (4) แบบแยกหน่วยทำความเย็น,9.9,46.1,42.1,9.2,-80.33,366.92,327.57,-78.08,0.00,0.01,0.01,0.00
    (5) ส่วนประกอบของเครื่องปรับอากาศ,320.8,495.2,469.7,491.1,-22.79,54.36,58.43,4.55,0.09,0.16,0.16,0.17
   3.3.9 เครื่องคอมเพรสเซอร์ของเครื่องทำความเย็น,419.4,425.6,379.1,218.2,-13.68,1.48,-3.53,-42.44,0.12,0.13,0.13,0.08
   3.3.10 สายไฟฟ้า สายเคเบิ้ล,147.6,193.0,165.4,175.6,10.11,30.72,19.40,6.13,0.04,0.06,0.06,0.06
   3.3.11 หลอดไฟฟ้า,18.7,22.3,21.5,17.9,-30.17,18.91,20.20,-16.84,0.01,0.01,0.01,0.01
   3.3.12 เครื่องตัดต่อและป้องกันวงจรไฟฟ้า,69.3,110.6,74.5,91.8,-35.59,59.61,14.66,23.25,0.02,0.03,0.02,0.03
   3.3.13 เครื่องพักกระแสไฟฟ้า,8.2,6.9,6.1,6.2,5.34,-16.07,-15.23,2.85,0.00,0.00,0.00,0.00
   3.3.14 เครื่องซักผ้าและเครื่องซักแห้งและส่วนประกอบ,"3,464.9","3,458.0","3,264.0","3,272.2",-8.40,-0.20,0.70,0.25,1.00,1.09,1.09,1.15
   3.3.15 เครื่องอุปกรณ์ไฟฟ้าสำหรับให้สัญญาณเสียง และส่วนประกอบ,0.8,2.0,1.9,1.5,-77.28,133.05,205.10,-21.41,0.00,0.00,0.00,0.00
   3.3.16 หม้อแบตเตอรี่และส่วนประกอบ,294.3,230.6,219.3,199.9,28.97,-21.65,-17.73,-8.83,0.09,0.07,0.07,0.07
   3.3.17 แผงสวิทซ์และแผงควบคุมกระแสไฟฟ้า,711.0,524.7,497.7,400.5,-4.19,-26.21,-26.97,-19.54,0.21,0.17,0.17,0.14
   3.3.18 ส่วนประกอบที่ใช้กับมอเตอร์ไฟฟ้า และเครื่องกำเนิดไฟฟ้า,29.5,32.5,29.1,23.4,18.74,10.23,5.02,-19.68,0.01,0.01,0.01,0.01
   3.3.19 เครื่องใช้ไฟฟ้าและส่วนประกอบอื่น ๆ,959.9,"1,016.8",930.4,968.1,-10.49,5.93,2.24,4.06,0.28,0.32,0.31,0.34
  3.4 เครื่องอิเล็กทรอนิกส์,"7,090.8","8,244.5","7,393.5","6,364.8",4.09,16.27,13.82,-13.91,2.05,2.60,2.48,2.25
   3.4.1 เครื่องคอมพิวเตอร์ อุปกรณ์และส่วนประกอบ,"5,114.7","6,435.2","5,726.8","4,586.0",5.33,25.82,22.66,-19.92,1.48,2.03,1.92,1.62
    (1) เครื่องคอมพิวเตอร์และอุปกรณ์,"4,347.8","5,523.2","4,866.0","4,228.8",4.56,27.04,22.17,-13.10,1.26,1.74,1.63,1.49
     (1.1) ฮาร์ด ดิสก์ ไดรฟ์,"1,927.2","1,572.5","1,462.6","1,530.1",-1.30,-18.40,-17.80,4.62,0.56,0.50,0.49,0.54
     (1.2) เครื่องคอมพิวเตอร์และอุปกรณ์ อื่นๆ,"2,420.6","3,950.7","3,403.4","2,698.7",9.75,63.21,54.45,-20.71,0.70,1.25,1.14,0.95
    (2) ส่วนประกอบคอมพิวเตอร์,630.0,746.4,704.7,293.1,1.76,18.47,27.18,-58.40,0.18,0.24,0.24,0.10
    (3) สายไฟคอมพิวเตอร์,,,,,,,,,,,,
    (4) เทปแม่เหล็กและจานแม่แหล็กสำหรับคอมพิวเตอร์(พันชิ้น),136.8,165.6,156.0,64.1,74.24,20.98,18.41,-58.94,0.04,0.05,0.05,0.02
   3.4.2 เครื่องคำนวณอิเล็กทรอนิกส์(พันเครื่อง),4.1,0.1,0.1,0.1,26.27,-98.23,-98.23,91.03,0.00,0.00,0.00,0.00
   3.4.3 แผงวงจรไฟฟ้า,74.4,109.1,103.3,66.9,4.11,46.61,62.91,-35.19,0.02,0.03,0.03,0.02
   3.4.4 วงจรพิมพ์,2.4,1.9,1.8,2.0,-22.11,-21.60,-5.22,13.27,0.00,0.00,0.00,0.00
   3.4.5 ตลับลูกปืน,18.4,21.8,20.9,22.6,-64.74,18.80,22.65,8.09,0.01,0.01,0.01,0.01
   3.4.6 มอเตอร์และเครื่องกำเนิดไฟฟ้า,667.4,749.3,681.0,674.3,-31.05,12.27,6.70,-0.99,0.19,0.24,0.23,0.24
   3.4.7 เครื่องโทรสาร โทรศัพท์ อุปกรณ์และส่วนประกอบ,650.5,462.7,433.8,512.6,26.47,-28.88,-29.44,18.18,0.19,0.15,0.15,0.18
    (1) เครื่องโทรสาร,,1.2,1.0,,,,,,,0.00,0.00,
    (2) เครื่องโทรศัพท์และอุปกรณ์,650.5,461.5,432.7,512.6,26.47,-29.06,-29.61,18.46,0.19,0.15,0.15,0.18
