สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
เมียนม่า,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (2.1) สับปะรดแช่เย็นจนแข็ง,,0.0,0.0,,,,,,,0.00,0.00,
     (2.2) ทุเรียนแช่เย็นจนแข็ง,,0.8,0.8,,,,,,,0.00,0.00,
     (2.3) ลำไยแช่เย็นจนแข็ง,,,,,,,,,,,,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,,0.1,0.1,2.2,,,,"3,693.64",,0.00,0.00,0.00
    (3) ผลไม้แห้ง,239.5,6.8,6.3,10.2,0.00,-97.16,-96.77,61.42,0.16,0.01,0.01,0.01
     (3.1) ลำไยแห้ง,234.3,1.9,1.6,2.2,0.99,-99.21,-99.17,38.46,0.16,0.00,0.00,0.00
     (3.2) ผลไม้แห้งอื่น ๆ,5.2,4.9,4.7,8.0,-30.81,-4.54,-2.61,69.14,0.00,0.00,0.00,0.01
    (4) ผลไม้อื่น ๆ,0.3,3.4,3.4,1.7,-59.51,905.75,896.01,-50.40,0.00,0.00,0.00,0.00
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,349.9,183.4,167.4,115.7,9.47,-47.59,-50.49,-30.90,0.24,0.14,0.14,0.11
    (1) ผักสดหรือแช่เย็น,169.1,99.9,92.1,73.8,-16.36,-40.92,-41.85,-19.92,0.11,0.07,0.07,0.07
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,,,,,,,,,,,,
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,2.1,7.6,3.4,10.4,137.56,259.79,76.52,204.71,0.00,0.01,0.00,0.01
     (1.3) พริกสดหรือแช่เย็น,87.1,11.1,10.8,2.2,-35.85,-87.26,-87.50,-79.48,0.06,0.01,0.01,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,,0.0,0.0,,,,,,,0.00,0.00,
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,0.0,0.3,0.2,1.2,-4.35,"2,050.00","1,173.38",506.43,0.00,0.00,0.00,0.00
     (1.6) เห็ดสดหรือแช่เย็น,4.4,0.9,0.9,13.9,23.06,-80.01,-80.01,"1,488.08",0.00,0.00,0.00,0.01
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,75.5,80.0,76.9,46.0,21.95,6.02,16.48,-40.09,0.05,0.06,0.06,0.04
    (2) ผักแช่แข็ง,7.7,50.8,45.3,19.8,159.43,558.91,550.82,-56.29,0.01,0.04,0.04,0.02
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,2.7,0.1,0.1,0.2,598.83,-97.82,-97.82,160.54,0.00,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,3.4,5.4,5.1,1.2,872.84,62.24,86.71,-77.30,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,,,,,,,,,,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,1.5,3.7,3.5,7.3,16.41,143.96,151.45,111.44,0.00,0.00,0.00,0.01
     (2.5) ผักแช่แข็งอื่น ๆ,0.1,41.6,36.7,11.2,-90.09,"45,187.58","39,826.69",-69.54,0.00,0.03,0.03,0.01
    (3) ผักแห้ง,172.6,15.4,14.4,6.2,52.36,-91.07,-91.64,-56.91,0.12,0.01,0.01,0.01
    (4) ผักอื่น ๆ,0.5,17.3,15.6,15.9,-58.62,"3,322.46","3,284.33",2.13,0.00,0.01,0.01,0.01
   1.1.7 เครื่องเทศและสมุนไพร,"1,930.6","2,381.1","2,196.1","1,615.7",62.93,23.34,24.99,-26.43,1.30,1.76,1.78,1.51
    (1) พริกไทย,0.0,1.9,1.7,13.3,-97.47,"185,130.00","172,440.00",668.81,0.00,0.00,0.00,0.01
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.0,1.0,0.9,12.8,-96.79,"98,470.00","85,790.00","1,390.51",0.00,0.00,0.00,0.01
     (1.2) พริกไทยบดหรือป่น,,0.9,0.9,0.5,,,,-46.57,,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,359.8,522.2,520.7,10.1,22.74,45.14,67.44,-98.06,0.24,0.39,0.42,0.01
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",338.1,510.8,509.7,5.7,15.60,51.10,76.21,-98.88,0.23,0.38,0.41,0.01
     (3.2) วานิลา,20.2,9.2,9.0,0.1,"26,116.23",-54.57,-55.47,-98.39,0.01,0.01,0.01,0.00
     (3.3) กานพลู,,,,,,,,,,,,
     (3.4) อบเชยและดอกอบเชย,,,,0.2,,,,,,,,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,0.0,0.0,,,,,,,0.00,0.00,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.2,0.0,0.0,0.5,,-93.94,-93.94,"4,151.85",0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,1.4,2.2,2.0,3.6,172.65,58.64,45.29,78.80,0.00,0.00,0.00,0.00
    (4) สมุนไพร,0.1,2.4,1.7,4.8,212.94,"2,343.95","3,696.47",178.18,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,135.8,104.6,101.4,82.1,41.82,-23.01,-17.95,-19.04,0.09,0.08,0.08,0.08
    (6) หมาก,"1,434.8","1,750.1","1,570.5","1,505.4",80.28,21.97,18.76,-4.15,0.97,1.30,1.27,1.41
   1.1.8 กล้วยไม้,0.1,2.3,1.4,14.9,,"3,567.95","2,210.58",929.96,0.00,0.00,0.00,0.01
    (1) ดอกกล้วยไม้,,2.3,1.4,14.8,,,,955.11,,0.00,0.00,0.01
    (2) ต้นกล้วยไม้(พันต้น),0.1,0.0,0.0,0.0,,-42.31,-42.31,-52.22,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,367.3,34.1,29.0,43.1,-12.19,-90.72,-91.96,48.54,0.25,0.03,0.02,0.04
    (1) ยางแผ่น,26.8,,,,-62.94,,,,0.02,,,
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,,,,,,,,,,,,
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,,,,,,,,,,,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,26.8,,,,-62.94,,,,0.02,,,
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,,,,,,,,,,,,
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,7.7,5.6,5.6,16.0,-87.17,-27.00,-27.00,184.64,0.01,0.00,0.00,0.01
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,0.6,,,,-97.18,,,,0.00,,,
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,7.1,5.6,5.6,16.0,-81.57,-20.76,-20.76,184.64,0.00,0.00,0.00,0.01
    (3) น้ำยางข้น,10.8,14.2,12.4,15.1,140.06,31.55,15.15,22.29,0.01,0.01,0.01,0.01
    (4) ยางพาราอื่น ๆ,322.1,14.3,11.0,12.0,14.35,-95.55,-96.51,8.69,0.22,0.01,0.01,0.01
     (4.2) ในลักษณะขั้นปฐม,139.5,8.5,5.2,8.8,32.53,-93.92,-96.17,71.32,0.09,0.01,0.00,0.01
     (4.3) ยางเครฟ,182.5,5.8,5.8,3.1,3.50,-96.83,-96.81,-46.00,0.12,0.00,0.00,0.00
     (4.4) อื่น ๆ,,0.1,0.1,,,,,,,0.00,0.00,
   1.1.10 กาแฟ,1.2,1.1,1.1,0.6,2.47,-6.57,2.32,-46.92,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,0.0,,,0.0,-37.14,,,,0.00,,,0.00
    (2) กาแฟคั่ว,1.1,1.1,1.1,0.6,4.89,-3.18,6.42,-48.25,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,,,,,,,,,,,,
    (1) พันธุ์เวอร์จิเนีย,,,,,,,,,,,,
    (2) พันธุ์เบอร์เลย์,,,,,,,,,,,,
    (3) พันธุ์โอเรียนตอล,,,,,,,,,,,,
    (4) เศษใบยาสูบและอื่นๆ,,,,,,,,,,,,
   1.1.12 พืชน้ำมัน,23.2,6.3,5.9,2.7,-5.23,-72.87,-74.26,-53.74,0.02,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,,2.1,2.1,,,,,,,0.00,0.00,
    (2) พืชน้ำมันอื่น ๆ,23.2,4.2,3.9,2.7,-5.23,-81.87,-83.30,-28.70,0.02,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,2.4,36.2,32.6,2.3,,"1,389.05","20,112.97",-93.06,0.00,0.03,0.03,0.00
   1.1.15 ธัญญพืช,0.0,0.1,0.1,0.1,-99.80,"16,480.00","16,480.00",-29.67,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,,,,,,,,,,,,
    (2) รำและเศษจากธัญญพืช,,0.0,0.0,0.1,,,,"4,758.33",,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,0.0,0.1,0.1,,-99.80,"16,240.00","16,240.00",,0.00,0.00,0.00,
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,274.5,263.6,244.0,106.7,6.81,-3.98,-0.42,-56.26,0.19,0.20,0.20,0.10
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,1.5,12.0,11.9,0.4,142.41,690.10,"1,306.56",-96.76,0.00,0.01,0.01,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,183.2,209.9,194.3,134.6,18.01,14.61,16.00,-30.70,0.12,0.16,0.16,0.13
  1.2 สินค้าประมง,450.4,721.9,633.2,882.2,8.91,60.26,51.61,39.32,0.30,0.53,0.51,0.82
   1.2.1 กุ้ง,268.9,468.6,404.9,669.7,-7.84,74.22,63.44,65.40,0.18,0.35,0.33,0.63
    (1) กุ้งสด แช่เย็น แช่แข็ง,244.9,423.6,366.5,627.6,-10.68,72.98,62.70,71.24,0.17,0.31,0.30,0.59
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,,,,,,,,,,,,
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,105.5,151.2,131.8,177.2,117.82,43.27,34.00,34.38,0.07,0.11,0.11,0.17
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,139.4,272.5,234.6,450.4,-38.25,95.47,84.97,91.96,0.09,0.20,0.19,0.42
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,,,,,,,,,,,,
    (3) กุ้งต้มสุกแช่เย็น,,,,,,,,,,,,
    (4) กุ้งอื่น ๆ,24.1,44.9,38.5,42.2,36.31,86.83,70.88,9.66,0.02,0.03,0.03,0.04
   1.2.2 ปลาหมึก,0.0,0.0,0.0,0.0,-99.39,-20.63,-20.63,120.00,0.00,0.00,0.00,0.00
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,0.0,0.0,0.0,0.0,-99.39,-20.63,-20.63,120.00,0.00,0.00,0.00,0.00
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,,,,,,,,,,,,
   1.2.3 ปลา,181.4,253.2,228.2,212.4,52.93,39.59,34.38,-6.90,0.12,0.19,0.18,0.20
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,0.2,0.2,0.2,3.7,7.97,9.22,9.22,"2,060.10",0.00,0.00,0.00,0.00
    (2) ปลาสด แช่เย็น แช่แข็ง,172.5,229.5,206.1,196.1,55.38,32.99,27.90,-4.85,0.12,0.17,0.17,0.18
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),0.1,11.6,11.6,3.1,-76.89,"12,162.88","12,162.88",-73.34,0.00,0.01,0.01,0.00
    (4) ปลามีชีวิต และพันธุ์ปลา,8.6,12.0,10.4,9.6,22.69,39.61,23.02,-7.88,0.01,0.01,0.01,0.01
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,,0.0,0.0,,,,,,,0.00,0.00,
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,,,,,,,,,,,,
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,,0.0,0.0,,,,,,,0.00,0.00,
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,,,,,,,,,,,,
   1.2.5 แมงกะพรุน,,,,,,,,,,,,
   1.2.6 ตะพาบน้ำ,,0.0,0.0,,,,,,,0.00,0.00,
   1.2.7 กบ,,0.0,0.0,,,,,,,0.00,0.00,
   1.2.8  ประมงอื่น ๆ,0.1,0.0,0.0,,-40.74,-82.90,-82.90,,0.00,0.00,0.00,
  1.3 ปศุสัตว์,"1,024.8","1,019.0",933.0,"1,431.3",58.91,-0.56,-0.47,53.41,0.69,0.75,0.75,1.34
   1.3.1 ไก่,455.6,364.5,321.6,294.5,220.71,-19.99,-23.67,-8.40,0.31,0.27,0.26,0.28
    (1) ไก่สดแช่เย็นแช่แข็ง,443.5,355.7,313.0,287.4,241.41,-19.81,-23.73,-8.16,0.30,0.26,0.25,0.27
    (2) ไก่แปรรูป,12.0,8.8,8.6,7.1,-0.90,-26.49,-21.58,-17.22,0.01,0.01,0.01,0.01
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,1.7,2.4,2.4,6.9,5.20,38.46,50.02,188.63,0.00,0.00,0.00,0.01
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,40.0,25.2,21.7,14.6,99.24,-37.07,-40.99,-32.90,0.03,0.02,0.02,0.01
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,,,0.0,,,,,,,,0.00
   1.3.5 ไข่ไก่สด(พันฟอง),18.1,17.7,17.7,2.5,"1,971.01",-2.10,32.45,-85.82,0.01,0.01,0.01,0.00
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,0.6,1.5,1.5,8.4,-67.13,143.12,229.42,455.07,0.00,0.00,0.00,0.01
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,508.7,607.6,568.0,"1,104.3",6.36,19.44,22.47,94.41,0.34,0.45,0.46,1.03
 2. สินค้าอุตสาหกรรมการเกษตร,"36,423.6","28,525.6","26,084.8","25,190.4",-1.76,-21.68,-23.41,-3.43,24.58,21.11,21.09,23.54
  2.1  อาหารทะเลกระป๋องและแปรรูป,441.9,473.1,431.6,524.8,-19.96,7.04,4.26,21.59,0.30,0.35,0.35,0.49
   2.1.1 อาหารทะเลกระป๋อง,360.2,344.1,315.1,416.3,-17.84,-4.48,-8.38,32.10,0.24,0.25,0.25,0.39
    (1)  ทูน่ากระป๋อง,9.3,16.1,14.5,12.4,-21.95,73.70,55.89,-14.13,0.01,0.01,0.01,0.01
    (2)  ซาร์ดีนกระป๋อง,128.9,128.8,118.0,198.9,-21.83,-0.09,-7.97,68.55,0.09,0.10,0.10,0.19
    (3)  ปูกระป๋อง,7.6,,,,-71.29,,,,0.01,,,
    (4)  กุ้งกระป๋อง,9.4,4.1,4.1,0.2,-36.02,-56.71,-56.71,-95.38,0.01,0.00,0.00,0.00
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,,,,,,,,,,,,
    (7) อาหารทะเลกระป๋องอื่น ๆ,205.0,195.1,178.6,204.7,-7.03,-4.85,-5.75,14.66,0.14,0.14,0.14,0.19
   2.1.2 อาหารทะเลแปรรูป,81.7,129.0,116.5,108.5,-28.11,57.82,66.34,-6.83,0.06,0.10,0.09,0.10
    (1) กุ้งแปรรูป,13.9,38.5,33.3,12.6,-9.99,177.56,153.55,-62.18,0.01,0.03,0.03,0.01
    (2) ปลาหมึกแปรรูป,0.8,2.9,2.9,7.4,478.93,249.62,249.62,156.22,0.00,0.00,0.00,0.01
    (3) ปูแปรรูป,2.2,,,,-74.14,,,,0.00,,,
    (4) ปลาแปรรูป,64.6,87.5,80.2,87.8,-26.24,35.42,49.42,9.52,0.04,0.06,0.06,0.08
     (4.1) ปลาทูน่า แปรรูป,0.1,,,,,,,,0.00,,,
     (4.2) ปลาอื่น ๆ แปรรูป,64.6,87.5,80.2,87.8,-26.31,35.55,49.60,9.52,0.04,0.06,0.06,0.08
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,0.2,,,,-75.48,,,,0.00,,,
    (6) หอยลาย แปรรูป,0.0,0.0,0.0,0.2,-94.79,-12.60,-12.60,"1,539.64",0.00,0.00,0.00,0.00
    (7)  อาหารทะเลแปรรูปอื่น ๆ,,0.1,0.1,0.6,,,,509.74,,0.00,0.00,0.00
  2.2 น้ำตาลทรายและกากน้ำตาล,"10,424.5","2,374.7","2,226.8","1,086.3",14.39,-77.22,-78.09,-51.22,7.03,1.76,1.80,1.02
   2.2.1 น้ำตาลทราย,"10,424.4","2,374.7","2,226.8","1,086.2",14.39,-77.22,-78.09,-51.22,7.03,1.76,1.80,1.02
    (1) น้ำตาลทรายดิบ,7.3,8.5,8.2,3.4,-71.13,16.26,35.15,-58.57,0.00,0.01,0.01,0.00
    (2) น้ำตาลทรายขาว,"10,417.1","2,366.2","2,218.6","1,082.8",14.63,-77.29,-78.16,-51.19,7.03,1.75,1.79,1.01
    (3) น้ำตาลอื่น ๆ(เมตริกตัน),,,,,,,,,,,,
   2.2.2 กากน้ำตาล,0.2,0.1,0.1,0.1,-14.80,-54.86,-60.86,98.91,0.00,0.00,0.00,0.00
  2.3 ผลไม้กระป๋องและแปรรูป,682.1,738.3,689.2,596.1,-5.65,8.24,8.32,-13.51,0.46,0.55,0.56,0.56
   2.3.1 ผลไม้กระป๋อง,69.0,64.2,60.1,46.8,-4.28,-6.98,-6.75,-22.22,0.05,0.05,0.05,0.04
    (1) สับปะรดกระป๋อง,0.3,0.5,0.5,0.8,"19,176.92",99.08,94.58,75.36,0.00,0.00,0.00,0.00
    (2) เงาะและเงาะสอดไส้สับปะรด,47.9,35.3,32.9,31.9,-11.75,-26.37,-27.63,-3.14,0.03,0.03,0.03,0.03
    (3) ลิ้นจี่กระป๋อง,2.5,1.6,1.5,1.1,-18.12,-35.40,-34.22,-24.86,0.00,0.00,0.00,0.00
    (4) ลำไยกระป๋อง,0.6,0.5,0.5,1.9,-29.92,-20.03,-19.65,308.77,0.00,0.00,0.00,0.00
    (5) มะม่วงกระป๋อง,0.5,1.7,1.7,0.1,,240.10,,-92.22,0.00,0.00,0.00,0.00
    (6) ผลไม้รวมกระป๋อง,1.7,0.5,0.4,1.5,37.54,-72.71,-76.25,274.41,0.00,0.00,0.00,0.00
    (7) ผลไม้กระป๋องอื่น ๆ,15.6,24.2,22.7,9.4,22.79,55.39,59.19,-58.46,0.01,0.02,0.02,0.01
   2.3.2 น้ำผลไม้,497.1,493.2,463.6,397.6,-8.82,-0.78,-0.74,-14.25,0.34,0.36,0.37,0.37
    (1) น้ำสับปะรด,7.8,6.0,5.6,5.1,29.03,-23.45,-24.86,-7.59,0.01,0.00,0.00,0.00
