สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
ญี่ปุ่น,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
   1.1.2 ข้าวโพด,6.3,4.4,4.4,14.5,-71.75,-29.34,-29.34,228.27,0.00,0.00,0.00,0.00
    (1) ข้าวโพดสำหรับบริโภค,0.0,0.0,0.0,0.0,"1,333.33",-93.02,-93.02,100.00,0.00,0.00,0.00,0.00
    (2) ข้าวโพดสำหรับเลี้ยงสัตว์,0.2,0.9,0.9,,-32.24,321.48,321.48,,0.00,0.00,0.00,
    (3) ข้าวโพดสำหรับทำพันธุ์,6.1,3.5,3.5,14.5,-72.33,-41.46,-41.46,310.07,0.00,0.00,0.00,0.00
    (4) ข้าวโพดอื่น ๆ,0.0,0.0,0.0,0.0,33.33,-75.00,-75.00,"6,900.00",0.00,0.00,0.00,0.00
   1.1.3 ถั่ว,44.6,32.5,32.5,32.3,21.72,-27.10,-27.10,-0.46,0.01,0.00,0.00,0.00
    (1) ถั่วเขียวผิวมัน,1.6,1.4,1.4,2.0,58.11,-10.47,-10.47,38.67,0.00,0.00,0.00,0.00
    (2) ถั่วเขียวผิวดำ,,0.0,0.0,0.3,,,,880.45,,0.00,0.00,0.00
    (3) ถั่วนิ้วนางแดง,13.2,14.6,14.6,7.9,-21.68,10.29,10.29,-45.86,0.00,0.00,0.00,0.00
    (4) ถั่วอื่น ๆ,29.8,16.5,16.5,22.2,58.75,-44.67,-44.67,34.84,0.00,0.00,0.00,0.00
   1.1.4 ผลิตภัณฑ์มันสำปะหลัง,"8,319.5","8,010.6","8,010.6","9,436.7",-5.86,-3.71,-3.71,17.80,1.16,1.07,1.07,1.18
    (1) มันสำปะหลังอัดเม็ดและมันเส้น,57.8,71.3,71.3,63.9,-10.87,23.38,23.38,-10.44,0.01,0.01,0.01,0.01
     (1.1) มันสำปะหลังอัดเม็ด,57.8,71.3,71.3,63.9,-10.74,23.38,23.38,-10.44,0.01,0.01,0.01,0.01
     (1.2) มันเส้น,,,,,,,,,,,,
    (2) แป้งมันสำปะหลัง,"1,543.3","1,532.7","1,532.7","1,828.1",-12.60,-0.69,-0.69,19.28,0.21,0.21,0.21,0.23
     (2.1) แป้งมันสำปะหลัง,7.5,0.7,0.7,0.2,-19.65,-91.26,-91.26,-68.69,0.00,0.00,0.00,0.00
     (2.2) แป้งหยาบทำจากมันสำปะหลัง,,,,,,,,,,,,
     (2.3) สตาร์ชทำจากมันสำปะหลัง,"1,535.3","1,532.0","1,532.0","1,827.9",-12.56,-0.21,-0.21,19.31,0.21,0.21,0.21,0.23
     (2.4) แป้งมันสำปะหลังอื่น ๆ,0.6,,,,-34.75,,,,0.00,,,
    (3) เด๊กตรินและโมดิไฟด์สตาร์ชอื่น ๆ,"6,645.9","6,343.9","6,343.9","7,486.9",-4.23,-4.54,-4.54,18.02,0.93,0.85,0.85,0.94
    (4) ผลิตภัณท์มันสำปะหลัง อื่น ๆ,72.5,62.8,62.8,57.8,7.82,-13.42,-13.42,-8.02,0.01,0.01,0.01,0.01
     (4.1) หัวมันสำปะหลัง,0.8,,,,-17.41,,,,0.00,,,
     (4.2) สาคู ทำจากแป้งมันสำปะหลัง,66.9,62.8,62.8,57.8,4.82,-6.13,-6.13,-8.02,0.01,0.01,0.01,0.01
     (4.3) กากและมันสำปะหลังอื่น ๆ,4.8,,,,96.98,,,,0.00,,,
   1.1.5 ผลไม้สด แช่เย็น แช่แข็งและแห้ง,652.5,730.2,730.2,854.5,3.79,11.92,11.92,17.02,0.09,0.10,0.10,0.11
    (1) ผลไม้สด,264.5,292.0,292.0,359.4,9.19,10.40,10.40,23.09,0.04,0.04,0.04,0.04
     (1.1) ลำไยสด,,0.0,0.0,,,,,,,0.00,0.00,
     (1.2) ทุเรียนสด,8.1,10.9,10.9,41.8,34.13,34.83,34.83,284.17,0.00,0.00,0.00,0.01
     (1.3) มะม่วงสด,146.3,173.2,173.2,230.2,7.17,18.41,18.41,32.91,0.02,0.02,0.02,0.03
     (1.4) ลิ้นจี่สด,,,,,,,,,,,,
     (1.5) กล้วยสด,54.5,64.9,64.9,65.6,-7.05,19.03,19.03,1.05,0.01,0.01,0.01,0.01
     (1.6) ผลไม้จำพวกส้ม สด,0.2,0.2,0.2,,-70.46,9.56,9.56,,0.00,0.00,0.00,
     (1.7) เงาะสด,0.5,0.5,0.5,,484.07,1.91,1.91,,0.00,0.00,0.00,
     (1.8) มังคุดสด,13.4,13.7,13.7,12.4,-18.23,2.30,2.30,-9.42,0.00,0.00,0.00,0.00
     (1.9) สับปะรดสด,0.2,0.1,0.1,0.3,440.94,-63.22,-63.22,300.00,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,41.3,28.4,28.4,9.1,74.12,-31.13,-31.13,-67.97,0.01,0.00,0.00,0.00
    (2) ผลไม้แช่แข็ง,349.3,389.8,389.8,435.0,-1.19,11.61,11.61,11.59,0.05,0.05,0.05,0.05
     (2.1) สับปะรดแช่เย็นจนแข็ง,22.8,34.4,34.4,12.4,15.80,50.93,50.93,-63.81,0.00,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,1.0,3.0,3.0,1.1,40.03,213.83,213.83,-64.85,0.00,0.00,0.00,0.00
     (2.3) ลำไยแช่เย็นจนแข็ง,1.6,0.8,0.8,1.6,"2,910.87",-49.12,-49.12,101.50,0.00,0.00,0.00,0.00
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,324.0,351.7,351.7,419.9,-2.73,8.54,8.54,19.41,0.05,0.05,0.05,0.05
    (3) ผลไม้แห้ง,22.2,28.0,28.0,22.8,50.42,26.11,26.11,-18.27,0.00,0.00,0.00,0.00
     (3.1) ลำไยแห้ง,,0.1,0.1,,,,,,,0.00,0.00,
     (3.2) ผลไม้แห้งอื่น ๆ,22.2,27.9,27.9,22.8,50.42,25.81,25.81,-18.07,0.00,0.00,0.00,0.00
    (4) ผลไม้อื่น ๆ,16.5,20.4,20.4,37.2,-9.17,23.59,23.59,82.30,0.00,0.00,0.00,0.00
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,"3,474.4","3,396.7","3,396.7","3,304.9",11.19,-2.24,-2.24,-2.70,0.48,0.46,0.46,0.41
    (1) ผักสดหรือแช่เย็น,575.8,552.7,552.7,556.1,23.70,-4.02,-4.02,0.61,0.08,0.07,0.07,0.07
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,36.2,30.3,30.3,18.8,-8.88,-16.34,-16.34,-37.94,0.01,0.00,0.00,0.00
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,50.6,53.4,53.4,46.1,-13.85,5.53,5.53,-13.78,0.01,0.01,0.01,0.01
     (1.3) พริกสดหรือแช่เย็น,22.3,34.7,34.7,30.5,18.95,55.57,55.57,-12.08,0.00,0.00,0.00,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,81.9,76.8,76.8,73.0,33.10,-6.23,-6.23,-5.03,0.01,0.01,0.01,0.01
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,297.2,248.6,248.6,279.7,34.52,-16.34,-16.34,12.48,0.04,0.03,0.03,0.03
     (1.6) เห็ดสดหรือแช่เย็น,0.4,0.3,0.3,0.5,38.63,-26.99,-26.99,82.39,0.00,0.00,0.00,0.00
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,87.2,108.5,108.5,107.6,33.11,24.50,24.50,-0.89,0.01,0.01,0.01,0.01
    (2) ผักแช่แข็ง,"2,749.3","2,704.2","2,704.2","2,608.3",9.40,-1.64,-1.64,-3.55,0.38,0.36,0.36,0.33
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,"2,103.7","2,029.2","2,029.2","1,906.7",8.08,-3.54,-3.54,-6.04,0.29,0.27,0.27,0.24
     (2.2) ข้าวโพดหวานแช่แข็ง,461.2,460.1,460.1,427.3,13.14,-0.23,-0.23,-7.12,0.06,0.06,0.06,0.05
     (2.3) กระเจี๊ยบแช่แข็ง,111.0,107.3,107.3,125.2,10.22,-3.33,-3.33,16.74,0.02,0.01,0.01,0.02
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,34.4,53.4,53.4,84.5,30.30,55.17,55.17,58.09,0.00,0.01,0.01,0.01
     (2.5) ผักแช่แข็งอื่น ๆ,39.1,54.2,54.2,64.6,22.09,38.73,38.73,19.17,0.01,0.01,0.01,0.01
    (3) ผักแห้ง,59.4,62.4,62.4,61.6,0.63,4.95,4.95,-1.29,0.01,0.01,0.01,0.01
    (4) ผักอื่น ๆ,89.8,77.4,77.4,79.0,3.00,-13.85,-13.85,2.06,0.01,0.01,0.01,0.01
   1.1.7 เครื่องเทศและสมุนไพร,753.0,688.7,688.7,610.8,12.06,-8.54,-8.54,-11.32,0.10,0.09,0.09,0.08
    (1) พริกไทย,4.6,2.7,2.7,2.1,"9,150.61",-40.55,-40.55,-20.59,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,1.8,0.1,0.1,0.0,"28,693.44",-92.19,-92.19,-99.13,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,2.8,2.6,2.6,2.1,"6,384.69",-8.10,-8.10,-16.39,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,480.3,468.1,468.1,433.1,-10.44,-2.54,-2.54,-7.47,0.07,0.06,0.06,0.05
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",9.5,1.3,1.3,15.4,49.29,-86.81,-86.81,"1,125.46",0.00,0.00,0.00,0.00
     (3.2) วานิลา,,,,,,,,,,,,
     (3.3) กานพลู,0.0,0.0,0.0,0.0,-100.00,,,,0.00,0.00,0.00,0.00
     (3.4) อบเชยและดอกอบเชย,0.0,0.0,0.0,0.1,-40.29,142.94,142.94,177.53,0.00,0.00,0.00,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,0.0,0.0,0.0,0.0,-97.26,-100.00,-100.00,,0.00,0.00,0.00,0.00
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.1,0.2,0.2,0.1,"5,016.67",28.66,28.66,-65.70,0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,470.6,466.7,466.7,417.6,-11.18,-0.84,-0.84,-10.52,0.07,0.06,0.06,0.05
    (4) สมุนไพร,233.9,167.7,167.7,120.8,79.57,-28.29,-28.29,-28.00,0.03,0.02,0.02,0.02
    (5) สารสกัดจากสมุนไพร,34.3,50.2,50.2,54.7,532.56,46.30,46.30,9.11,0.00,0.01,0.01,0.01
    (6) หมาก,0.0,,,,-88.00,,,,0.00,,,
   1.1.8 กล้วยไม้,756.3,610.8,610.8,568.5,7.66,-19.24,-19.24,-6.92,0.11,0.08,0.08,0.07
    (1) ดอกกล้วยไม้,665.5,555.1,555.1,508.3,4.51,-16.60,-16.60,-8.44,0.09,0.07,0.07,0.06
    (2) ต้นกล้วยไม้(พันต้น),90.7,55.7,55.7,60.2,38.25,-38.64,-38.64,8.16,0.01,0.01,0.01,0.01
   1.1.9 ยางพารา,"10,930.7","15,259.1","15,259.1","11,082.9",-14.05,39.60,39.60,-27.37,1.52,2.04,2.04,1.39
    (1) ยางแผ่น,"6,276.3","8,959.1","8,959.1","6,062.8",-14.44,42.74,42.74,-32.33,0.87,1.20,1.20,0.76
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,14.3,15.4,15.4,8.0,36.22,7.51,7.51,-47.86,0.00,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,40.9,19.6,19.6,20.8,-33.82,-52.04,-52.04,5.97,0.01,0.00,0.00,0.00
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,"4,984.5","7,635.4","7,635.4","5,136.0",-14.67,53.18,53.18,-32.73,0.69,1.02,1.02,0.64
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,"1,216.0","1,270.9","1,270.9",882.3,-13.16,4.51,4.51,-30.58,0.17,0.17,0.17,0.11
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,20.5,17.8,17.8,15.7,-4.00,-13.20,-13.20,-12.03,0.00,0.00,0.00,0.00
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,"4,497.6","6,101.2","6,101.2","4,875.1",-14.30,35.65,35.65,-20.09,0.63,0.82,0.82,0.61
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,"4,386.3","6,033.1","6,033.1","4,804.0",-11.92,37.54,37.54,-20.37,0.61,0.81,0.81,0.60
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,111.3,68.1,68.1,71.1,-58.52,-38.85,-38.85,4.44,0.02,0.01,0.01,0.01
    (3) น้ำยางข้น,128.3,170.2,170.2,120.8,4.41,32.61,32.61,-29.02,0.02,0.02,0.02,0.02
    (4) ยางพาราอื่น ๆ,28.4,28.7,28.7,24.2,179.81,0.85,0.85,-15.48,0.00,0.00,0.00,0.00
     (4.2) ในลักษณะขั้นปฐม,21.4,28.6,28.6,24.2,113.07,34.14,34.14,-15.41,0.00,0.00,0.00,0.00
     (4.3) ยางเครฟ,,,,,,,,,,,,
     (4.4) อื่น ๆ,7.1,0.0,0.0,0.0,"7,154.87",-99.64,-99.64,-90.63,0.00,0.00,0.00,0.00
   1.1.10 กาแฟ,14.9,12.2,12.2,21.3,68.48,-18.07,-18.07,74.20,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,5.1,1.4,1.4,18.7,-5.17,-72.38,-72.38,"1,229.18",0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,9.9,10.8,10.8,2.7,180.71,9.89,9.89,-75.25,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,23.8,17.5,17.5,0.7,218.81,-26.67,-26.67,-96.11,0.00,0.00,0.00,0.00
    (1) พันธุ์เวอร์จิเนีย,0.0,0.0,0.0,0.0,15.00,-21.74,-21.74,-83.33,0.00,0.00,0.00,0.00
    (2) พันธุ์เบอร์เลย์,0.0,0.0,0.0,0.7,-26.67,-72.73,-72.73,"113,183.33",0.00,0.00,0.00,0.00
    (3) พันธุ์โอเรียนตอล,,,,,,,,,,,,
    (4) เศษใบยาสูบและอื่นๆ,23.8,17.5,17.5,0.0,218.97,-26.67,-26.67,-100.00,0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,25.2,35.3,35.3,25.8,181.65,40.14,40.14,-26.79,0.00,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,0.4,0.5,0.5,,"7,190.00",23.85,23.85,,0.00,0.00,0.00,
    (2) พืชน้ำมันอื่น ๆ,24.7,34.7,34.7,25.8,176.94,40.43,40.43,-25.65,0.00,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.0,0.0,0.0,0.0,-42.31,"1,100.00","1,100.00",146.11,0.00,0.00,0.00,0.00
   1.1.15 ธัญญพืช,205.6,179.8,179.8,182.9,-16.27,-12.55,-12.55,1.73,0.03,0.02,0.02,0.02
    (1) ลูกเดือยทั้งเปลือก,99.0,92.8,92.8,80.2,-16.42,-6.30,-6.30,-13.57,0.01,0.01,0.01,0.01
    (2) รำและเศษจากธัญญพืช,53.1,59.0,59.0,53.7,53.99,11.13,11.13,-8.95,0.01,0.01,0.01,0.01
    (3) ธัญญพืชอื่น ๆ,53.5,28.0,28.0,49.0,-42.23,-47.63,-47.63,74.88,0.01,0.00,0.00,0.01
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,244.4,313.2,313.2,315.1,-42.32,28.15,28.15,0.60,0.03,0.04,0.04,0.04
   1.1.17 ครั่ง,32.2,18.6,18.6,11.1,-25.76,-42.31,-42.31,-40.39,0.00,0.00,0.00,0.00
   1.1.18 ฝ้าย,21.4,41.3,41.3,36.2,0.52,92.78,92.78,-12.44,0.00,0.01,0.01,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,936.4,869.1,869.1,918.5,22.88,-7.19,-7.19,5.68,0.13,0.12,0.12,0.11
  1.2 สินค้าประมง,"17,317.8","17,585.0","17,585.0","16,081.3",7.03,1.54,1.54,-8.55,2.41,2.36,2.36,2.01
   1.2.1 กุ้ง,"5,004.3","5,390.0","5,390.0","5,166.8",13.84,7.71,7.71,-4.14,0.70,0.72,0.72,0.65
    (1) กุ้งสด แช่เย็น แช่แข็ง,"4,990.5","5,318.4","5,318.4","5,044.3",13.61,6.57,6.57,-5.16,0.69,0.71,0.71,0.63
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,115.0,43.1,43.1,18.5,78.69,-62.48,-62.48,-57.03,0.02,0.01,0.01,0.00
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,0.5,6.2,6.2,6.5,382.06,"1,139.07","1,139.07",4.77,0.00,0.00,0.00,0.00
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,"4,875.1","5,269.1","5,269.1","5,019.2",12.63,8.08,8.08,-4.74,0.68,0.71,0.71,0.63
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,11.0,0.0,0.0,0.1,808.94,-99.60,-99.60,117.16,0.00,0.00,0.00,0.00
    (3) กุ้งต้มสุกแช่เย็น,,60.4,60.4,108.9,,,,80.42,,0.01,0.01,0.01
    (4) กุ้งอื่น ๆ,2.8,11.2,11.2,13.6,41.99,302.47,302.47,21.47,0.00,0.00,0.00,0.00
   1.2.2 ปลาหมึก,"2,919.2","4,155.4","4,155.4","3,558.0",5.68,42.35,42.35,-14.38,0.41,0.56,0.56,0.45
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,"2,788.3","4,052.4","4,052.4","3,426.6",6.97,45.33,45.33,-15.44,0.39,0.54,0.54,0.43
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,130.9,103.0,103.0,131.4,-15.85,-21.32,-21.32,27.65,0.02,0.01,0.01,0.02
   1.2.3 ปลา,"8,114.5","7,445.7","7,445.7","6,997.9",5.70,-8.24,-8.24,-6.02,1.13,1.00,1.00,0.88
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,"6,832.8","6,229.9","6,229.9","5,984.6",4.69,-8.82,-8.82,-3.94,0.95,0.83,0.83,0.75
    (2) ปลาสด แช่เย็น แช่แข็ง,959.6,966.0,966.0,743.5,16.59,0.67,0.67,-23.03,0.13,0.13,0.13,0.09
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),293.4,220.3,220.3,238.9,-3.56,-24.92,-24.92,8.47,0.04,0.03,0.03,0.03
    (4) ปลามีชีวิต และพันธุ์ปลา,28.7,29.6,29.6,30.8,25.71,2.95,2.95,4.37,0.00,0.00,0.00,0.00
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,"1,279.0",30.0,30.0,125.0,-4.91,-97.66,-97.66,317.31,0.18,0.00,0.00,0.02
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,22.1,26.1,26.1,23.6,-58.19,18.51,18.51,-9.57,0.00,0.00,0.00,0.00
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,"1,256.2",3.8,3.8,101.4,-2.48,-99.70,-99.70,"2,565.86",0.17,0.00,0.00,0.01
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,0.7,0.0,0.0,,-82.95,-98.63,-98.63,,0.00,0.00,0.00,
   1.2.5 แมงกะพรุน,,255.0,255.0,178.7,,,,-29.93,,0.03,0.03,0.02
   1.2.6 ตะพาบน้ำ,,,,0.0,,,,,,,,0.00
   1.2.7 กบ,,,,0.0,,,,,,,,0.00
   1.2.8  ประมงอื่น ๆ,0.8,308.9,308.9,54.9,965.19,"39,952.17","39,952.17",-82.24,0.00,0.04,0.04,0.01
  1.3 ปศุสัตว์,"49,838.5","56,185.5","56,185.5","56,013.2",16.66,12.74,12.74,-0.31,6.94,7.53,7.53,7.01
   1.3.1 ไก่,"48,734.4","55,132.6","55,132.6","54,883.4",16.74,13.13,13.13,-0.45,6.78,7.39,7.39,6.87
    (1) ไก่สดแช่เย็นแช่แข็ง,"10,326.0","12,451.2","12,451.2","11,984.9",21.01,20.58,20.58,-3.74,1.44,1.67,1.67,1.50
    (2) ไก่แปรรูป,"38,408.3","42,681.4","42,681.4","42,898.5",15.64,11.13,11.13,0.51,5.35,5.72,5.72,5.37
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,340.8,478.1,478.1,495.8,26.12,40.26,40.26,3.72,0.05,0.06,0.06,0.06
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,2.4,,,0.3,472.86,,,,0.00,,,0.00
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,121.2,127.9,127.9,127.8,11.77,5.46,5.46,-0.05,0.02,0.02,0.02,0.02
   1.3.5 ไข่ไก่สด(พันฟอง),,,,,,,,,,,,
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,196.6,23.3,23.3,41.8,5.50,-88.14,-88.14,79.19,0.03,0.00,0.00,0.01
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,443.0,423.7,423.7,464.1,7.92,-4.36,-4.36,9.52,0.06,0.06,0.06,0.06
 2. สินค้าอุตสาหกรรมการเกษตร,"63,906.6","59,915.3","59,915.3","60,339.4",-1.29,-6.25,-6.25,0.71,8.90,8.03,8.03,7.55
  2.1  อาหารทะเลกระป๋องและแปรรูป,"21,499.2","21,307.8","21,307.8","22,386.2",6.93,-0.89,-0.89,5.06,2.99,2.85,2.85,2.80
   2.1.1 อาหารทะเลกระป๋อง,"8,283.4","11,774.3","11,774.3","13,123.0",12.84,42.14,42.14,11.45,1.15,1.58,1.58,1.64
    (1)  ทูน่ากระป๋อง,"5,608.9","6,259.0","6,259.0","6,690.9",9.21,11.59,11.59,6.90,0.78,0.84,0.84,0.84
    (2)  ซาร์ดีนกระป๋อง,324.1,334.3,334.3,506.7,16.52,3.13,3.13,51.58,0.05,0.04,0.04,0.06
    (3)  ปูกระป๋อง,139.6,94.3,94.3,24.6,90.53,-32.45,-32.45,-73.94,0.02,0.01,0.01,0.00
    (4)  กุ้งกระป๋อง,"2,210.8","3,014.4","3,014.4","3,106.9",19.30,36.35,36.35,3.07,0.31,0.40,0.40,0.39
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,,46.3,46.3,4.4,,,,-90.59,,0.01,0.01,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,,"2,026.0","2,026.0","2,789.6",,,,37.69,,0.27,0.27,0.35
   2.1.2 อาหารทะเลแปรรูป,"13,215.8","9,533.4","9,533.4","9,263.2",3.52,-27.86,-27.86,-2.83,1.84,1.28,1.28,1.16
