สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
เกาหลีใต้,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (1.10) ผลไม้สดอื่น ๆ,8.1,6.4,5.6,7.5,-91.22,-20.25,-28.20,34.17,0.01,0.00,0.00,0.01
    (2) ผลไม้แช่แข็ง,42.6,44.8,44.8,30.3,79.62,5.07,7.83,-32.32,0.03,0.03,0.03,0.03
     (2.1) สับปะรดแช่เย็นจนแข็ง,2.4,6.0,6.0,1.4,21.47,147.18,147.17,-76.05,0.00,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,32.5,25.9,25.9,17.5,91.07,-20.39,-20.39,-32.25,0.02,0.02,0.02,0.01
     (2.3) ลำไยแช่เย็นจนแข็ง,,,,1.8,,,,,,,,0.00
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,7.7,12.9,12.9,9.6,62.95,67.69,95.62,-26.01,0.00,0.01,0.01,0.01
    (3) ผลไม้แห้ง,61.6,49.4,43.8,34.4,-74.81,-19.81,-23.65,-21.63,0.04,0.03,0.03,0.03
     (3.1) ลำไยแห้ง,32.0,30.7,25.8,17.6,-13.83,-4.15,-14.29,-31.58,0.02,0.02,0.02,0.01
     (3.2) ผลไม้แห้งอื่น ๆ,29.6,18.7,18.0,16.7,-85.73,-36.75,-33.96,-7.40,0.02,0.01,0.01,0.01
    (4) ผลไม้อื่น ๆ,27.5,20.3,19.2,9.8,2.93,-26.24,-27.62,-49.06,0.02,0.01,0.01,0.01
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,112.5,106.2,95.5,120.4,34.23,-5.61,-4.20,26.06,0.07,0.07,0.07,0.10
    (1) ผักสดหรือแช่เย็น,87.5,88.9,79.7,97.4,38.02,1.57,3.50,22.18,0.06,0.06,0.06,0.08
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,41.2,28.1,25.0,27.3,43.23,-31.80,-30.57,9.39,0.03,0.02,0.02,0.02
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,20.2,25.9,23.3,31.5,3.87,27.85,26.70,35.24,0.01,0.02,0.02,0.03
     (1.3) พริกสดหรือแช่เย็น,0.3,1.1,1.0,0.7,,334.15,418.96,-28.61,0.00,0.00,0.00,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,0.1,0.2,0.2,,,13.25,13.25,,0.00,0.00,0.00,
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,,,,,,,,,,,,
     (1.6) เห็ดสดหรือแช่เย็น,,0.0,0.0,,,,,,,0.00,0.00,
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,25.7,33.6,30.3,37.9,73.71,30.89,35.58,25.01,0.02,0.02,0.02,0.03
    (2) ผักแช่แข็ง,9.6,6.2,5.3,6.9,-23.90,-36.04,-38.90,29.08,0.01,0.00,0.00,0.01
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,1.1,0.6,0.6,,-68.20,-50.23,-50.23,,0.00,0.00,0.00,
     (2.2) ข้าวโพดหวานแช่แข็ง,4.6,3.4,2.6,3.9,-37.42,-24.59,-28.57,48.74,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,0.2,0.0,0.0,,,-94.42,-94.42,,0.00,0.00,0.00,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,0.0,0.1,0.1,0.0,100.00,"28,700.00","28,700.00",-71.01,0.00,0.00,0.00,0.00
     (2.5) ผักแช่แข็งอื่น ๆ,3.8,2.1,2.1,3.0,101.80,-44.46,-44.46,42.08,0.00,0.00,0.00,0.00
    (3) ผักแห้ง,10.0,6.3,6.2,7.1,114.74,-36.68,-27.91,15.70,0.01,0.00,0.00,0.01
    (4) ผักอื่น ๆ,5.3,4.8,4.2,8.9,74.21,-10.23,-20.60,110.31,0.00,0.00,0.00,0.01
   1.1.7 เครื่องเทศและสมุนไพร,48.9,48.9,43.4,44.1,24.31,0.02,-3.34,1.68,0.03,0.03,0.03,0.04
    (1) พริกไทย,2.5,3.1,2.1,6.2,131.29,24.57,-8.17,204.36,0.00,0.00,0.00,0.01
     (1.1) พริกไทยไม่บดหรือไม่ป่น,1.6,1.7,1.4,3.2,,8.50,-10.82,128.11,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,0.9,1.4,0.7,3.1,-13.61,51.53,-2.01,365.31,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,16.2,11.5,9.9,11.3,-5.25,-29.04,-32.98,15.04,0.01,0.01,0.01,0.01
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",1.1,0.6,0.4,1.2,-25.40,-49.32,-63.25,209.23,0.00,0.00,0.00,0.00
     (3.2) วานิลา,0.3,,,,43.34,,,,0.00,,,
     (3.3) กานพลู,,,,,,,,,,,,
     (3.4) อบเชยและดอกอบเชย,,0.0,0.0,0.0,,,,133.33,,0.00,0.00,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,0.0,,,,,,,,0.00,,,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.1,0.0,0.0,0.0,-16.01,-92.68,-92.68,-22.77,0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,14.7,10.9,9.4,10.1,-3.81,-25.69,-28.55,6.88,0.01,0.01,0.01,0.01
    (4) สมุนไพร,20.8,21.1,19.5,18.2,51.79,1.03,1.95,-6.73,0.01,0.01,0.01,0.02
    (5) สารสกัดจากสมุนไพร,9.4,13.2,12.0,8.3,25.92,41.35,35.77,-30.32,0.01,0.01,0.01,0.01
    (6) หมาก,,0.0,0.0,,,,,,,0.00,0.00,
   1.1.8 กล้วยไม้,54.7,49.9,45.7,32.7,-0.92,-8.73,-8.07,-28.47,0.03,0.03,0.03,0.03
    (1) ดอกกล้วยไม้,43.8,40.3,36.3,29.1,4.30,-8.00,-6.91,-19.90,0.03,0.03,0.03,0.02
    (2) ต้นกล้วยไม้(พันต้น),10.9,9.6,9.4,3.6,-17.56,-11.71,-12.29,-61.57,0.01,0.01,0.01,0.00
   1.1.9 ยางพารา,"5,553.8","4,836.2","4,500.6","3,672.4",-24.56,-12.92,-12.74,-18.40,3.51,3.30,3.32,3.05
    (1) ยางแผ่น,499.8,561.7,520.2,466.6,-43.06,12.39,14.11,-10.30,0.32,0.38,0.38,0.39
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,0.3,13.5,9.6,2.3,-9.04,"3,877.27","6,228.95",-75.85,0.00,0.01,0.01,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,2.1,2.1,0.9,,,,-56.65,,0.00,0.00,0.00
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,467.0,519.8,482.9,438.5,-43.75,11.31,13.46,-9.20,0.30,0.35,0.36,0.36
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,32.5,26.4,25.6,24.9,-31.14,-18.87,-14.99,-2.66,0.02,0.02,0.02,0.02
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,"4,195.7","3,492.9","3,248.2","2,546.9",-17.29,-16.75,-16.52,-21.59,2.65,2.38,2.40,2.12
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,"4,040.8","3,391.9","3,149.5","2,509.7",-16.68,-16.06,-15.92,-20.31,2.56,2.31,2.32,2.09
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,154.9,101.0,98.7,37.2,-30.61,-34.78,-32.07,-62.30,0.10,0.07,0.07,0.03
    (3) น้ำยางข้น,837.4,772.9,724.1,654.2,-39.31,-7.70,-8.45,-9.66,0.53,0.53,0.53,0.54
    (4) ยางพาราอื่น ๆ,20.9,8.7,8.1,4.7,-33.45,-58.42,-59.87,-41.95,0.01,0.01,0.01,0.00
     (4.2) ในลักษณะขั้นปฐม,20.9,8.7,8.1,4.7,-33.45,-58.42,-59.87,-41.95,0.01,0.01,0.01,0.00
     (4.3) ยางเครฟ,,,,,,,,,,,,
     (4.4) อื่น ๆ,,,,,,,,,,,,
   1.1.10 กาแฟ,8.9,6.5,5.5,3.5,-0.92,-26.95,-38.71,-35.21,0.01,0.00,0.00,0.00
    (1) กาแฟดิบ,8.8,6.5,5.5,3.4,-2.11,-26.06,-37.97,-37.06,0.01,0.00,0.00,0.00
    (2) กาแฟคั่ว,0.1,,,0.1,,,,,0.00,,,0.00
   1.1.11 ใบยาสูบ,112.5,66.8,66.6,55.1,0.48,-40.65,-40.76,-17.32,0.07,0.05,0.05,0.05
    (1) พันธุ์เวอร์จิเนีย,,,,,,,,,,,,
    (2) พันธุ์เบอร์เลย์,29.3,16.6,16.5,0.5,6.62,-43.41,-43.70,-97.24,0.02,0.01,0.01,0.00
    (3) พันธุ์โอเรียนตอล,83.2,50.2,50.2,54.5,-1.52,-39.68,-39.73,8.67,0.05,0.03,0.04,0.05
    (4) เศษใบยาสูบและอื่นๆ,0.0,0.0,0.0,0.1,-39.13,7.14,7.14,"4,383.33",0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,5.7,8.8,8.8,4.2,126.90,53.15,96.78,-51.91,0.00,0.01,0.01,0.00
    (1) ปาล์มน้ำมัน,,,,,,,,,,,,
    (2) พืชน้ำมันอื่น ๆ,5.7,8.8,8.8,4.2,126.90,53.15,96.78,-51.91,0.00,0.01,0.01,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,,,,,,,,,,,,
   1.1.15 ธัญญพืช,0.6,0.8,0.7,0.7,-56.20,36.99,22.98,9.11,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,,,,,,,,,,,,
    (2) รำและเศษจากธัญญพืช,0.5,0.7,0.6,0.6,-58.68,26.38,11.50,3.69,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,0.0,0.1,0.1,0.1,,213.97,213.97,41.25,0.00,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,84.8,102.5,102.3,103.2,-13.07,20.94,26.04,0.83,0.05,0.07,0.08,0.09
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,4.1,1.9,1.9,,-75.30,-53.50,-53.50,,0.00,0.00,0.00,
   1.1.19 สินค้ากสิกรรมอื่น ๆ,222.8,212.5,202.5,182.2,20.20,-4.61,-6.23,-10.05,0.14,0.14,0.15,0.15
  1.2 สินค้าประมง,"3,497.2","2,698.5","2,485.8","2,767.9",-4.01,-22.84,-22.60,11.35,2.21,1.84,1.83,2.30
   1.2.1 กุ้ง,969.8,702.1,635.2,785.9,-25.57,-27.60,-29.54,23.73,0.61,0.48,0.47,0.65
    (1) กุ้งสด แช่เย็น แช่แข็ง,762.9,656.2,595.1,747.6,-33.85,-13.99,-14.85,25.62,0.48,0.45,0.44,0.62
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,10.3,0.0,0.0,,-79.88,-100.00,-100.00,,0.01,0.00,0.00,
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,,,,,,,,,,,,
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,752.6,656.2,595.1,747.6,-31.71,-12.81,-13.57,25.62,0.48,0.45,0.44,0.62
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,,,,,,,,,,,,
    (3) กุ้งต้มสุกแช่เย็น,204.9,43.8,38.1,36.2,38.36,-78.65,-81.02,-5.03,0.13,0.03,0.03,0.03
    (4) กุ้งอื่น ๆ,1.9,2.1,2.0,2.2,27.48,10.27,13.01,8.53,0.00,0.00,0.00,0.00
   1.2.2 ปลาหมึก,"1,890.9","1,405.2","1,302.8","1,498.5",18.10,-25.69,-25.61,15.02,1.20,0.96,0.96,1.25
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,"1,890.9","1,405.2","1,302.8","1,497.9",18.11,-25.69,-25.61,14.98,1.20,0.96,0.96,1.25
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,,0.0,,0.6,,,,,,0.00,,0.00
   1.2.3 ปลา,295.6,264.8,249.1,264.1,-14.81,-10.42,-3.16,6.01,0.19,0.18,0.18,0.22
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,192.9,144.2,135.6,122.0,-14.72,-25.21,-16.75,-10.00,0.12,0.10,0.10,0.10
    (2) ปลาสด แช่เย็น แช่แข็ง,41.7,50.4,46.3,25.7,-28.30,21.00,22.13,-44.53,0.03,0.03,0.03,0.02
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),37.0,45.0,44.1,86.9,5.19,21.52,27.99,96.96,0.02,0.03,0.03,0.07
    (4) ปลามีชีวิต และพันธุ์ปลา,24.1,25.2,23.2,29.6,-12.75,4.58,5.03,27.60,0.02,0.02,0.02,0.02
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,35.5,49.2,43.0,41.9,-2.70,38.73,27.06,-2.69,0.02,0.03,0.03,0.03
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,24.6,35.7,32.4,31.7,-27.52,45.00,31.72,-2.25,0.02,0.02,0.02,0.03
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,10.9,13.6,10.6,10.0,598.79,24.57,14.72,-6.47,0.01,0.01,0.01,0.01
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,,,,0.3,,,,,,,,0.00
   1.2.5 แมงกะพรุน,260.6,262.6,242.6,166.6,1.97,0.77,8.26,-31.32,0.16,0.18,0.18,0.14
   1.2.6 ตะพาบน้ำ,1.2,1.3,1.3,0.2,-43.14,10.68,20.15,-84.07,0.00,0.00,0.00,0.00
   1.2.7 กบ,,,,,,,,,,,,
   1.2.8  ประมงอื่น ๆ,43.6,13.3,11.8,10.7,-55.53,-69.54,-72.11,-9.20,0.03,0.01,0.01,0.01
  1.3 ปศุสัตว์,"3,789.7","4,954.4","4,611.7","3,549.7",16.84,30.73,36.41,-23.03,2.40,3.38,3.40,2.95
   1.3.1 ไก่,"3,771.8","4,924.0","4,583.5","3,530.1",19.01,30.55,36.19,-22.98,2.39,3.36,3.38,2.94
    (1) ไก่สดแช่เย็นแช่แข็ง,453.2,841.5,797.3,538.6,109.23,85.67,105.72,-32.44,0.29,0.57,0.59,0.45
    (2) ไก่แปรรูป,"3,318.6","4,082.4","3,786.2","2,991.4",12.39,23.02,27.14,-20.99,2.10,2.78,2.79,2.49
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,7.3,19.9,19.9,1.7,,172.93,297.32,-91.37,0.00,0.01,0.01,0.00
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,,,,,,,,,,,,
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,2.2,1.1,,,,,,,0.00,0.00,
   1.3.5 ไข่ไก่สด(พันฟอง),,,,,,,,,,,,
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,0.0,0.9,0.5,0.8,,"7,845.87","4,726.61",50.16,0.00,0.00,0.00,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,10.6,7.5,6.6,17.2,-82.91,-29.44,-35.58,158.77,0.01,0.01,0.00,0.01
 2. สินค้าอุตสาหกรรมการเกษตร,"15,867.6","17,564.0","16,169.9","11,222.3",45.54,10.69,8.82,-30.60,10.03,11.98,11.94,9.33
  2.1  อาหารทะเลกระป๋องและแปรรูป,"2,139.8","1,683.0","1,551.3","1,583.4",-11.04,-21.35,-22.27,2.07,1.35,1.15,1.15,1.32
   2.1.1 อาหารทะเลกระป๋อง,960.1,616.4,569.5,817.3,6.18,-35.80,-37.32,43.50,0.61,0.42,0.42,0.68
    (1)  ทูน่ากระป๋อง,154.9,48.3,48.3,77.0,-0.10,-68.82,-67.61,59.39,0.10,0.03,0.04,0.06
    (2)  ซาร์ดีนกระป๋อง,2.5,0.6,0.1,1.0,37.96,-74.59,-97.54,"1,564.76",0.00,0.00,0.00,0.00
    (3)  ปูกระป๋อง,5.4,0.3,0.2,0.4,44.12,-95.32,-96.39,100.72,0.00,0.00,0.00,0.00
    (4)  กุ้งกระป๋อง,563.9,498.9,459.9,674.1,13.85,-11.52,-13.34,46.59,0.36,0.34,0.34,0.56
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,0.0,0.0,0.0,0.0,,200.00,200.00,-76.19,0.00,0.00,0.00,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,233.5,68.3,61.1,64.8,-5.99,-70.76,-72.36,6.03,0.15,0.05,0.05,0.05
   2.1.2 อาหารทะเลแปรรูป,"1,179.7","1,066.6",981.8,766.1,-21.41,-9.59,-9.68,-21.97,0.75,0.73,0.72,0.64
    (1) กุ้งแปรรูป,804.4,750.9,696.4,531.5,-27.35,-6.66,-6.53,-23.68,0.51,0.51,0.51,0.44
    (2) ปลาหมึกแปรรูป,92.5,42.4,37.9,33.8,3.51,-54.12,-54.20,-11.00,0.06,0.03,0.03,0.03
    (3) ปูแปรรูป,0.2,0.1,0.1,0.2,-6.14,-39.93,"72,500.00",14.39,0.00,0.00,0.00,0.00
    (4) ปลาแปรรูป,282.2,272.1,246.4,200.7,-2.96,-3.58,-4.85,-18.53,0.18,0.19,0.18,0.17
     (4.1) ปลาทูน่า แปรรูป,0.0,0.0,0.0,,"11,400.00",-99.13,-99.05,,0.00,0.00,0.00,
     (4.2) ปลาอื่น ๆ แปรรูป,282.2,272.1,246.4,200.7,-2.97,-3.58,-4.84,-18.53,0.18,0.19,0.18,0.17
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,,,,,,,,,,,,
    (6) หอยลาย แปรรูป,0.3,0.0,0.0,,-61.53,-98.36,-98.36,,0.00,0.00,0.00,
    (7)  อาหารทะเลแปรรูปอื่น ๆ,0.0,1.0,1.0,,-100.00,"331,100.00","331,100.00",,0.00,0.00,0.00,
  2.2 น้ำตาลทรายและกากน้ำตาล,"6,646.5","8,636.0","7,964.9","2,890.1",162.27,29.93,26.19,-63.71,4.20,5.89,5.88,2.40
   2.2.1 น้ำตาลทราย,"6,370.8","8,047.2","7,409.7","2,500.9",157.93,26.32,22.03,-66.25,4.03,5.49,5.47,2.08
    (1) น้ำตาลทรายดิบ,"5,127.2","5,844.8","5,310.5","1,472.8",430.51,14.00,8.87,-72.27,3.24,3.99,3.92,1.22
    (2) น้ำตาลทรายขาว,"1,243.5","2,202.4","2,099.2","1,028.1",-17.29,77.11,75.81,-51.03,0.79,1.50,1.55,0.85
    (3) น้ำตาลอื่น ๆ(เมตริกตัน),,,,,,,,,,,,
   2.2.2 กากน้ำตาล,275.7,588.7,555.2,389.2,328.76,113.54,131.54,-29.91,0.17,0.40,0.41,0.32
