สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
สิงคโปร์,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (6.6) ข้าวกล้องสี,,,,,,,,,,,,
     (6.7) ข้าวกล้องอื่น ๆ,73.7,100.8,100.8,100.2,35.63,36.89,36.89,-0.63,0.03,0.04,0.04,0.03
    (7) ข้าวอื่นๆ,0.2,0.6,0.6,0.1,25.43,310.52,310.52,-84.02,0.00,0.00,0.00,0.00
   1.1.2 ข้าวโพด,0.3,0.4,0.4,0.2,-82.78,27.09,27.09,-42.50,0.00,0.00,0.00,0.00
    (1) ข้าวโพดสำหรับบริโภค,0.0,0.0,0.0,0.0,-23.08,"4,290.00","4,290.00",-99.09,0.00,0.00,0.00,0.00
    (2) ข้าวโพดสำหรับเลี้ยงสัตว์,,,,,,,,,,,,
    (3) ข้าวโพดสำหรับทำพันธุ์,0.3,0.3,0.3,0.2,-83.22,11.65,11.65,-30.95,0.00,0.00,0.00,0.00
    (4) ข้าวโพดอื่น ๆ,0.0,0.0,0.0,0.0,-71.05,38.79,38.79,-96.51,0.00,0.00,0.00,0.00
   1.1.3 ถั่ว,59.5,48.5,48.5,46.3,-20.80,-18.48,-18.48,-4.57,0.02,0.02,0.02,0.02
    (1) ถั่วเขียวผิวมัน,38.6,27.6,27.6,21.9,-4.34,-28.44,-28.44,-20.59,0.01,0.01,0.01,0.01
    (2) ถั่วเขียวผิวดำ,,,,,,,,,,,,
    (3) ถั่วนิ้วนางแดง,,,,,,,,,,,,
    (4) ถั่วอื่น ๆ,20.9,20.9,20.9,24.3,-39.93,-0.07,-0.07,16.67,0.01,0.01,0.01,0.01
   1.1.4 ผลิตภัณฑ์มันสำปะหลัง,863.8,725.0,725.0,949.2,-7.10,-16.07,-16.07,30.92,0.30,0.26,0.26,0.32
    (1) มันสำปะหลังอัดเม็ดและมันเส้น,0.4,0.0,0.0,,98.90,-98.77,-98.77,,0.00,0.00,0.00,
     (1.1) มันสำปะหลังอัดเม็ด,,,,,,,,,,,,
     (1.2) มันเส้น,0.4,0.0,0.0,,98.90,-98.77,-98.77,,0.00,0.00,0.00,
    (2) แป้งมันสำปะหลัง,824.0,682.3,682.3,830.9,-7.80,-17.20,-17.20,21.78,0.29,0.24,0.24,0.28
     (2.1) แป้งมันสำปะหลัง,12.8,9.6,9.6,13.7,-9.95,-24.51,-24.51,42.24,0.00,0.00,0.00,0.00
     (2.2) แป้งหยาบทำจากมันสำปะหลัง,9.3,,,,15.93,,,,0.00,,,
     (2.3) สตาร์ชทำจากมันสำปะหลัง,802.0,672.6,672.6,817.2,-7.98,-16.13,-16.13,21.49,0.28,0.24,0.24,0.27
     (2.4) แป้งมันสำปะหลังอื่น ๆ,0.1,,,,-6.39,,,,0.00,,,
    (3) เด๊กตรินและโมดิไฟด์สตาร์ชอื่น ๆ,35.4,39.0,39.0,104.0,4.89,10.05,10.05,166.57,0.01,0.01,0.01,0.03
    (4) ผลิตภัณท์มันสำปะหลัง อื่น ๆ,3.9,3.8,3.8,14.4,83.13,-4.59,-4.59,281.85,0.00,0.00,0.00,0.00
     (4.1) หัวมันสำปะหลัง,0.0,,,,"3,450.00",,,,0.00,,,
     (4.2) สาคู ทำจากแป้งมันสำปะหลัง,3.9,3.8,3.8,14.4,82.80,-4.41,-4.41,281.84,0.00,0.00,0.00,0.00
     (4.3) กากและมันสำปะหลังอื่น ๆ,,,,0.0,,,,,,,,0.00
   1.1.5 ผลไม้สด แช่เย็น แช่แข็งและแห้ง,395.3,421.7,421.7,468.2,-3.35,6.69,6.69,11.04,0.14,0.15,0.15,0.16
    (1) ผลไม้สด,199.6,234.4,234.4,272.9,-14.04,17.40,17.40,16.45,0.07,0.08,0.08,0.09
     (1.1) ลำไยสด,109.7,123.2,123.2,74.0,-15.30,12.33,12.33,-39.94,0.04,0.04,0.04,0.02
     (1.2) ทุเรียนสด,,1.6,1.6,9.1,,,,476.70,,0.00,0.00,0.00
     (1.3) มะม่วงสด,4.7,12.5,12.5,28.5,-77.75,165.15,165.15,128.43,0.00,0.00,0.00,0.01
     (1.4) ลิ้นจี่สด,1.4,0.2,0.2,0.0,153.83,-85.03,-85.03,-91.71,0.00,0.00,0.00,0.00
     (1.5) กล้วยสด,0.0,2.1,2.1,0.3,-20.00,"524,575.00","524,575.00",-86.97,0.00,0.00,0.00,0.00
     (1.6) ผลไม้จำพวกส้ม สด,5.9,2.9,2.9,0.2,-45.48,-50.31,-50.31,-94.48,0.00,0.00,0.00,0.00
     (1.7) เงาะสด,0.8,0.6,0.6,3.1,-55.74,-25.32,-25.32,438.54,0.00,0.00,0.00,0.00
     (1.8) มังคุดสด,0.4,2.3,2.3,12.4,-90.56,478.55,478.55,439.24,0.00,0.00,0.00,0.00
     (1.9) สับปะรดสด,4.6,5.5,5.5,6.4,-0.77,21.23,21.23,15.65,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,72.1,83.4,83.4,139.0,21.79,15.62,15.62,66.66,0.02,0.03,0.03,0.05
    (2) ผลไม้แช่แข็ง,0.0,1.5,1.5,4.0,550.00,"29,582.69","29,582.69",157.65,0.00,0.00,0.00,0.00
     (2.1) สับปะรดแช่เย็นจนแข็ง,,0.1,0.1,0.3,,,,160.22,,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,0.0,0.3,0.3,3.0,"2,450.00","5,549.02","5,549.02",946.69,0.00,0.00,0.00,0.00
     (2.3) ลำไยแช่เย็นจนแข็ง,,,,,,,,,,,,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,0.0,1.1,1.1,0.7,-100.00,,,-40.81,0.00,0.00,0.00,0.00
    (3) ผลไม้แห้ง,113.1,100.7,100.7,73.2,10.58,-10.93,-10.93,-27.35,0.04,0.04,0.04,0.02
     (3.1) ลำไยแห้ง,39.8,38.0,38.0,33.5,13.33,-4.58,-4.58,-11.87,0.01,0.01,0.01,0.01
     (3.2) ผลไม้แห้งอื่น ๆ,73.2,62.7,62.7,39.7,9.13,-14.39,-14.39,-36.74,0.03,0.02,0.02,0.01
    (4) ผลไม้อื่น ๆ,82.6,85.1,85.1,118.2,10.87,3.04,3.04,38.90,0.03,0.03,0.03,0.04
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,353.0,344.2,344.2,353.1,0.21,-2.50,-2.50,2.58,0.12,0.12,0.12,0.12
    (1) ผักสดหรือแช่เย็น,213.7,200.0,200.0,204.2,-3.54,-6.39,-6.39,2.10,0.07,0.07,0.07,0.07
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,2.8,2.6,2.6,3.6,-19.93,-4.12,-4.12,37.71,0.00,0.00,0.00,0.00
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,32.0,51.5,51.5,44.1,-5.27,61.15,61.15,-14.37,0.01,0.02,0.02,0.01
     (1.3) พริกสดหรือแช่เย็น,0.0,1.0,1.0,4.4,400.00,"97,200.00","97,200.00",347.75,0.00,0.00,0.00,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,,0.6,0.6,1.4,,,,128.71,,0.00,0.00,0.00
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,,,,,,,,,,,,
     (1.6) เห็ดสดหรือแช่เย็น,62.8,46.7,46.7,42.0,-11.26,-25.62,-25.62,-10.03,0.02,0.02,0.02,0.01
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,116.1,97.6,97.6,108.7,2.34,-15.99,-15.99,11.41,0.04,0.03,0.03,0.04
    (2) ผักแช่แข็ง,58.2,65.3,65.3,67.2,24.94,12.21,12.21,2.95,0.02,0.02,0.02,0.02
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,,2.3,2.3,1.1,,,,-52.76,,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,1.7,1.1,1.1,1.6,-20.07,-34.68,-34.68,47.22,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,,,,,,,,,,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,0.1,0.3,0.3,0.1,159.57,325.57,325.57,-44.34,0.00,0.00,0.00,0.00
     (2.5) ผักแช่แข็งอื่น ๆ,56.5,61.6,61.6,64.4,33.85,9.12,9.12,4.48,0.02,0.02,0.02,0.02
    (3) ผักแห้ง,5.0,6.2,6.2,8.1,-28.27,23.68,23.68,29.76,0.00,0.00,0.00,0.00
    (4) ผักอื่น ๆ,76.1,72.6,72.6,73.5,-1.35,-4.57,-4.57,1.24,0.03,0.03,0.03,0.02
   1.1.7 เครื่องเทศและสมุนไพร,14.8,10.2,10.2,9.8,-42.64,-31.13,-31.13,-3.98,0.01,0.00,0.00,0.00
    (1) พริกไทย,0.3,1.0,1.0,1.0,5.96,217.87,217.87,-4.15,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.1,0.5,0.5,0.6,"2,122.58",579.97,579.97,19.17,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,0.3,0.5,0.5,0.4,-15.99,118.55,118.55,-24.04,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,1.8,2.5,2.5,5.2,118.79,39.67,39.67,112.37,0.00,0.00,0.00,0.00
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",0.1,0.6,0.6,0.4,-55.17,899.00,899.00,-34.59,0.00,0.00,0.00,0.00
     (3.2) วานิลา,0.0,0.0,0.0,0.0,"1,666.67",-75.47,-75.47,-46.15,0.00,0.00,0.00,0.00
     (3.3) กานพลู,0.0,,,0.0,,,,,0.00,,,0.00
     (3.4) อบเชยและดอกอบเชย,,0.3,0.3,,,,,,,0.00,0.00,
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,,,,,,,,,,,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,,0.7,0.7,0.0,,,,-99.80,,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,1.7,0.9,0.9,4.8,151.98,-46.36,-46.36,432.84,0.00,0.00,0.00,0.00
    (4) สมุนไพร,10.3,5.1,5.1,2.1,47.49,-50.98,-50.98,-59.07,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,2.4,1.7,1.7,1.5,50.32,-30.79,-30.79,-9.23,0.00,0.00,0.00,0.00
    (6) หมาก,0.0,,,,-99.90,,,,0.00,,,
   1.1.8 กล้วยไม้,16.9,24.3,24.3,20.6,9.91,43.48,43.48,-15.01,0.01,0.01,0.01,0.01
    (1) ดอกกล้วยไม้,15.4,19.1,19.1,16.5,17.11,24.17,24.17,-13.79,0.01,0.01,0.01,0.01
    (2) ต้นกล้วยไม้(พันต้น),1.5,5.2,5.2,4.2,-31.74,235.16,235.16,-19.51,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,819.5,461.8,461.8,44.6,-22.09,-43.64,-43.64,-90.34,0.28,0.16,0.16,0.01
    (1) ยางแผ่น,654.3,432.5,432.5,18.7,-28.50,-33.91,-33.91,-95.67,0.23,0.15,0.15,0.01
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,0.0,0.0,0.0,0.0,-71.43,-50.00,-50.00,"1,800.00",0.00,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,0.0,,,0.0,,,,,0.00,,,0.00
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,645.6,428.2,428.2,18.7,-29.45,-33.67,-33.67,-95.63,0.22,0.15,0.15,0.01
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,8.7,4.2,4.2,0.0,,-51.36,-51.36,-100.00,0.00,0.00,0.00,0.00
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,,,,,,,,,,,,
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,139.7,13.5,13.5,1.0,948.59,-90.33,-90.33,-92.69,0.05,0.00,0.00,0.00
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,134.0,13.5,13.5,1.0,957.69,-89.92,-89.92,-92.69,0.05,0.00,0.00,0.00
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,5.7,0.0,0.0,0.0,771.64,-99.98,-99.98,-30.00,0.00,0.00,0.00,0.00
    (3) น้ำยางข้น,13.0,4.1,4.1,10.5,-89.49,-68.67,-68.67,157.54,0.00,0.00,0.00,0.00
    (4) ยางพาราอื่น ๆ,12.5,11.8,11.8,14.5,"12,619.94",-5.64,-5.64,22.49,0.00,0.00,0.00,0.00
     (4.2) ในลักษณะขั้นปฐม,1.2,11.8,11.8,14.5,"1,168.78",851.77,851.77,22.48,0.00,0.00,0.00,0.00
     (4.3) ยางเครฟ,11.3,,,0.0,"3,754,600.00",,,,0.00,,,0.00
     (4.4) อื่น ๆ,0.0,0.0,0.0,0.0,-100.00,,,350.00,0.00,0.00,0.00,0.00
   1.1.10 กาแฟ,1.7,2.1,2.1,4.4,198.72,22.88,22.88,110.42,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,0.4,0.1,0.1,2.8,37.51,-84.83,-84.83,"4,531.25",0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,1.3,2.0,2.0,1.5,370.87,56.46,56.46,-23.26,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,68.2,1.5,1.5,2.1,32.46,-97.74,-97.74,34.98,0.02,0.00,0.00,0.00
    (1) พันธุ์เวอร์จิเนีย,38.6,1.5,1.5,2.1,39.67,-96.21,-96.21,41.92,0.01,0.00,0.00,0.00
    (2) พันธุ์เบอร์เลย์,25.5,,,0.0,105.90,,,,0.01,,,0.00
    (3) พันธุ์โอเรียนตอล,3.4,,,,-70.14,,,,0.00,,,
    (4) เศษใบยาสูบและอื่นๆ,0.8,0.1,0.1,0.0,"4,266.47",-89.95,-89.95,-99.21,0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,22.8,6.1,6.1,4.1,236.80,-73.18,-73.18,-32.57,0.01,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,,,,0.0,,,,,,,,0.00
    (2) พืชน้ำมันอื่น ๆ,22.8,6.1,6.1,4.1,236.80,-73.18,-73.18,-32.59,0.01,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.0,0.5,0.5,0.2,-53.60,"2,003.45","2,003.45",-57.48,0.00,0.00,0.00,0.00
   1.1.15 ธัญญพืช,4.1,10.0,10.0,4.1,-55.56,144.95,144.95,-58.90,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,0.7,1.0,1.0,0.0,-86.11,51.57,51.57,-95.88,0.00,0.00,0.00,0.00
    (2) รำและเศษจากธัญญพืช,1.7,6.7,6.7,2.2,38.82,301.12,301.12,-67.94,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,1.7,2.2,2.2,1.9,-43.66,30.09,30.09,-14.69,0.00,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,44.1,7.0,7.0,5.8,-14.76,-84.03,-84.03,-17.25,0.02,0.00,0.00,0.00
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,0.6,0.0,0.0,0.1,315.06,-98.26,-98.26,805.50,0.00,0.00,0.00,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,126.5,128.2,128.2,90.4,-3.40,1.34,1.34,-29.50,0.04,0.05,0.05,0.03
  1.2 สินค้าประมง,564.9,644.0,644.0,682.6,-9.80,14.01,14.01,5.99,0.20,0.23,0.23,0.23
   1.2.1 กุ้ง,220.8,238.3,238.3,360.5,2.56,7.93,7.93,51.29,0.08,0.08,0.08,0.12
    (1) กุ้งสด แช่เย็น แช่แข็ง,219.9,180.9,180.9,226.5,2.90,-17.76,-17.76,25.23,0.08,0.06,0.06,0.08
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,31.0,24.7,24.7,15.3,-29.09,-20.22,-20.22,-37.90,0.01,0.01,0.01,0.01
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,,3.2,3.2,1.4,,,,-58.44,,0.00,0.00,0.00
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,189.0,152.9,152.9,209.8,11.29,-19.07,-19.07,37.20,0.07,0.05,0.05,0.07
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,0.1,,,,,,,,0.00,,,
    (3) กุ้งต้มสุกแช่เย็น,,55.9,55.9,132.2,,,,136.30,,0.02,0.02,0.04
    (4) กุ้งอื่น ๆ,0.7,1.5,1.5,1.8,-52.59,102.44,102.44,23.59,0.00,0.00,0.00,0.00
   1.2.2 ปลาหมึก,1.1,3.7,3.7,7.3,-79.18,253.18,253.18,96.75,0.00,0.00,0.00,0.00
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,1.1,3.7,3.7,5.9,-78.86,253.18,253.18,58.38,0.00,0.00,0.00,0.00
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,,,,1.4,,,,,,,,0.00
   1.2.3 ปลา,329.9,392.0,392.0,311.9,-15.27,18.80,18.80,-20.42,0.11,0.14,0.14,0.10
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,134.3,123.5,123.5,135.4,-4.39,-8.05,-8.05,9.67,0.05,0.04,0.04,0.05
    (2) ปลาสด แช่เย็น แช่แข็ง,135.1,223.6,223.6,127.7,-30.80,65.53,65.53,-42.90,0.05,0.08,0.08,0.04
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),36.8,20.1,20.1,20.5,20.14,-45.36,-45.36,1.97,0.01,0.01,0.01,0.01
    (4) ปลามีชีวิต และพันธุ์ปลา,23.7,24.7,24.7,28.3,2.76,4.25,4.25,14.45,0.01,0.01,0.01,0.01
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,13.1,7.2,7.2,2.8,-19.83,-44.90,-44.90,-61.42,0.00,0.00,0.00,0.00
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,5.9,5.8,5.8,1.8,48.98,-1.94,-1.94,-67.90,0.00,0.00,0.00,0.00
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,3.0,0.3,0.3,0.2,-32.21,-90.79,-90.79,-33.35,0.00,0.00,0.00,0.00
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,4.2,1.2,1.2,0.8,-47.03,-71.66,-71.66,-36.66,0.00,0.00,0.00,0.00
   1.2.5 แมงกะพรุน,,,,,,,,,,,,
   1.2.6 ตะพาบน้ำ,,,,,,,,,,,,
   1.2.7 กบ,,,,,,,,,,,,
   1.2.8  ประมงอื่น ๆ,0.0,2.8,2.8,0.1,-66.67,"947,100.00","947,100.00",-97.70,0.00,0.00,0.00,0.00
  1.3 ปศุสัตว์,"2,404.7","2,604.5","2,604.5","2,843.0",-1.11,8.31,8.31,9.16,0.83,0.93,0.93,0.95
   1.3.1 ไก่,"2,303.2","2,445.3","2,445.3","2,567.0",-2.01,6.17,6.17,4.98,0.80,0.87,0.87,0.86
    (1) ไก่สดแช่เย็นแช่แข็ง,45.9,47.6,47.6,82.5,-14.47,3.76,3.76,73.25,0.02,0.02,0.02,0.03
    (2) ไก่แปรรูป,"2,257.4","2,397.7","2,397.7","2,484.6",-1.72,6.22,6.22,3.62,0.78,0.85,0.85,0.83
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,,1.5,1.5,7.2,,,,383.29,,0.00,0.00,0.00
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,,,,0.0,,,,,,,,0.00
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,0.0,,,,"14,900.00",,,,0.00,,,
   1.3.5 ไข่ไก่สด(พันฟอง),0.0,17.2,17.2,33.4,,,,94.55,0.00,0.01,0.01,0.01
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,1.5,0.7,0.7,2.7,-51.62,-54.52,-54.52,286.45,0.00,0.00,0.00,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,99.9,139.8,139.8,232.7,38.02,39.94,39.94,66.42,0.03,0.05,0.05,0.08
 2. สินค้าอุตสาหกรรมการเกษตร,"9,197.5","8,935.2","8,935.2","9,456.2",1.52,-2.85,-2.85,5.83,3.18,3.18,3.18,3.17
  2.1  อาหารทะเลกระป๋องและแปรรูป,896.0,798.7,798.7,851.6,7.48,-10.86,-10.86,6.62,0.31,0.28,0.28,0.29
   2.1.1 อาหารทะเลกระป๋อง,383.3,393.9,393.9,425.8,10.03,2.76,2.76,8.10,0.13,0.14,0.14,0.14
    (1)  ทูน่ากระป๋อง,250.8,234.3,234.3,284.7,20.66,-6.59,-6.59,21.52,0.09,0.08,0.08,0.10
    (2)  ซาร์ดีนกระป๋อง,61.8,37.6,37.6,18.7,19.74,-39.21,-39.21,-50.38,0.02,0.01,0.01,0.01
    (3)  ปูกระป๋อง,53.0,43.2,43.2,37.7,-23.17,-18.51,-18.51,-12.72,0.02,0.02,0.02,0.01
    (4)  กุ้งกระป๋อง,17.6,15.4,15.4,22.8,-11.22,-12.77,-12.77,48.48,0.01,0.01,0.01,0.01
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,,1.3,1.3,1.1,,,,-10.64,,0.00,0.00,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,,62.1,62.1,60.7,,,,-2.24,,0.02,0.02,0.02
   2.1.2 อาหารทะเลแปรรูป,512.7,404.8,404.8,425.8,5.66,-21.04,-21.04,5.17,0.18,0.14,0.14,0.14
    (1) กุ้งแปรรูป,58.0,52.8,52.8,65.4,0.08,-9.00,-9.00,23.77,0.02,0.02,0.02,0.02
    (2) ปลาหมึกแปรรูป,64.7,72.5,72.5,67.4,24.58,12.05,12.05,-7.13,0.02,0.03,0.03,0.02
    (3) ปูแปรรูป,0.3,1.0,1.0,0.7,,263.03,263.03,-35.47,0.00,0.00,0.00,0.00
    (4) ปลาแปรรูป,387.7,277.5,277.5,291.7,3.48,-28.43,-28.43,5.12,0.13,0.10,0.10,0.10
     (4.1) ปลาทูน่า แปรรูป,1.0,1.1,1.1,,"1,061.14",13.65,13.65,,0.00,0.00,0.00,
     (4.2) ปลาอื่น ๆ แปรรูป,386.7,276.4,276.4,291.7,3.25,-28.53,-28.53,5.54,0.13,0.10,0.10,0.10
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,0.8,0.4,0.4,,123.81,-48.88,-48.88,,0.00,0.00,0.00,
    (6) หอยลาย แปรรูป,0.1,0.2,0.2,0.4,66.39,51.98,51.98,84.80,0.00,0.00,0.00,0.00
