สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
ไต้หวัน,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
    (1) สับปะรดกระป๋อง,67.2,28.0,25.5,43.0,-42.38,-58.33,-60.13,68.66,0.05,0.02,0.02,0.04
    (2) เงาะและเงาะสอดไส้สับปะรด,15.8,10.8,10.7,13.5,41.67,-31.91,-25.35,25.82,0.01,0.01,0.01,0.01
    (3) ลิ้นจี่กระป๋อง,1.8,5.4,5.4,1.9,-18.17,206.72,206.72,-64.21,0.00,0.00,0.00,0.00
    (4) ลำไยกระป๋อง,1.4,1.0,1.0,0.4,-6.38,-28.06,-28.06,-56.13,0.00,0.00,0.00,0.00
    (5) มะม่วงกระป๋อง,4.5,4.0,2.3,23.1,-29.08,-11.73,-46.66,888.64,0.00,0.00,0.00,0.02
    (6) ผลไม้รวมกระป๋อง,7.3,9.7,7.6,12.8,-24.21,33.17,12.96,68.09,0.01,0.01,0.01,0.01
    (7) ผลไม้กระป๋องอื่น ๆ,31.6,26.9,23.7,24.6,-8.80,-14.78,-21.71,3.70,0.02,0.02,0.02,0.02
   2.3.2 น้ำผลไม้,407.9,365.7,342.8,425.4,12.45,-10.34,-12.02,24.10,0.32,0.29,0.30,0.40
    (1) น้ำสับปะรด,140.4,153.9,143.5,15.1,-1.49,9.61,6.25,-89.48,0.11,0.12,0.13,0.01
    (2) น้ำส้มชนิดออเร้นจ์,2.5,2.6,2.5,2.8,-24.96,3.98,6.43,12.66,0.00,0.00,0.00,0.00
    (3) น้ำผลไม้ผสม,15.8,10.0,9.6,88.3,29.49,-36.66,-38.67,817.31,0.01,0.01,0.01,0.08
    (4) น้ำผลไม้อื่น ๆ,249.3,199.3,187.2,319.2,21.74,-20.06,-20.86,70.50,0.20,0.16,0.16,0.30
   2.3.3 ผลไม้แปรรูป,400.1,452.3,398.8,327.2,-15.32,13.07,13.51,-17.97,0.31,0.36,0.35,0.30
    (1) สับปะรดแปรรูป,65.4,61.1,55.3,28.9,-36.14,-6.53,-11.31,-47.72,0.05,0.05,0.05,0.03
    (2) ส้มแปรรูป,30.7,19.3,17.9,6.5,76.74,-37.19,-37.82,-63.62,0.02,0.02,0.02,0.01
    (3) ผลไม้แปรรูปอื่น ๆ,303.9,371.9,325.7,291.8,-13.81,22.36,25.13,-10.41,0.24,0.30,0.29,0.27
  2.4 ผักกระป๋อง และผักแปรรูป,652.0,678.6,622.7,734.1,12.10,4.09,4.82,17.89,0.51,0.55,0.55,0.68
   (1) ข้าวโพดฝักอ่อนกระป๋อง,11.7,11.3,9.8,8.6,4.08,-3.57,-13.63,-12.27,0.01,0.01,0.01,0.01
   (2) ข้าวโพดหวานกระป๋อง แปรรูป,539.8,497.6,456.7,569.3,6.15,-7.82,-8.09,24.66,0.42,0.40,0.40,0.53
   (3) หน่อไม้กระป๋อง แปรรูป,7.1,6.0,5.3,4.9,-2.65,-15.64,-11.32,-6.49,0.01,0.00,0.00,0.00
   (4) มะเขือเทศแปรรูป,0.6,0.0,0.0,0.0,,-98.55,-98.55,-100.00,0.00,0.00,0.00,0.00
   (5) เห็ดแปรรูป,,0.0,0.0,0.1,,,,37.76,,0.00,0.00,0.00
   (6) พืชผักดองด้วยน้ำส้ม,10.5,35.5,30.4,45.4,,239.10,223.04,49.41,0.01,0.03,0.03,0.04
   (7) ผักกระป๋องและผักแปรรูปอื่น ๆ ,82.3,128.3,120.6,105.9,50.88,55.84,72.37,-12.17,0.06,0.10,0.11,0.10
  2.5 ผลิตภัณฑ์ข้าว,169.1,188.1,159.0,142.2,34.77,11.24,3.94,-10.53,0.13,0.15,0.14,0.13
   2.5.1 แป้งข้าวเจ้า,18.9,12.6,10.9,21.3,150.85,-33.29,-42.21,95.28,0.01,0.01,0.01,0.02
   2.5.2 แป้งข้าวเหนียว,80.6,89.1,70.0,66.3,131.50,10.43,-1.86,-5.28,0.06,0.07,0.06,0.06
   2.5.3 เส้นหมี่ก๋วยเตี๋ยว,0.0,0.0,0.0,0.3,-54.97,0.00,0.00,643.18,0.00,0.00,0.00,0.00
   2.5.4 ขนมปังกรอบ,69.5,86.4,78.0,54.3,-16.25,24.30,24.44,-30.39,0.05,0.07,0.07,0.05
  2.6 ผลิตภัณฑ์ข้าวสาลีและอาหารสำเร็จรูปอื่น ๆ,"1,913.5","4,254.2","3,970.6","1,480.9",7.61,122.33,127.30,-62.70,1.50,3.43,3.48,1.38
   2.6.1 บะหมี่กึ่งสำเร็จรูปและอาหารสำเร็จ,"1,481.0","3,826.5","3,583.4","1,029.8",8.57,158.36,165.20,-71.26,1.16,3.08,3.14,0.96
   2.6.2 ผลิตภัณฑ์ข้าวสาลีอื่น ๆ,432.4,427.7,387.2,451.0,4.44,-1.09,-2.13,16.47,0.34,0.34,0.34,0.42
    (1) บิสกิต แวฟเฟิล และเวเฟอร์,178.7,182.5,167.2,230.9,-11.84,2.13,1.53,38.12,0.14,0.15,0.15,0.22
    (2) แป้งสาลี,7.3,6.1,5.3,5.3,-1.53,-17.27,-24.65,1.69,0.01,0.00,0.00,0.00
    (3) ผลิตภัณฑ์อื่น ๆ ของข้าวสาลี,246.4,239.1,214.8,214.8,20.85,-2.95,-4.12,-0.01,0.19,0.19,0.19,0.20
  2.7 อาหารสัตว์เลี้ยง,"1,686.2","1,750.0","1,513.8","1,850.2",13.71,3.79,1.90,22.22,1.32,1.41,1.33,1.72
   2.7.1 อาหารสุนัขและแมว,"1,640.7","1,702.6","1,471.0","1,798.7",14.59,3.77,1.91,22.28,1.29,1.37,1.29,1.68
   2.7.2 อาหารสัตว์อื่น ๆ,45.4,47.4,42.8,51.5,-10.93,4.31,1.69,20.28,0.04,0.04,0.04,0.05
  2.8 สิ่งปรุงรสอาหาร,322.8,344.6,314.9,299.2,3.41,6.75,7.41,-4.97,0.25,0.28,0.28,0.28
   2.8.1 ซอส,50.5,44.8,40.3,43.5,10.94,-11.21,-10.82,7.93,0.04,0.04,0.04,0.04
    (1) ซอสพริก,33.3,27.5,24.3,27.4,23.86,-17.29,-18.47,12.56,0.03,0.02,0.02,0.03
    (2) ซอสถั่วเหลือง,9.7,10.3,9.4,8.9,22.66,6.27,10.08,-4.42,0.01,0.01,0.01,0.01
    (3) ซอสมะเขือเทศ,7.5,7.0,6.6,7.2,-29.88,-6.78,-3.42,8.37,0.01,0.01,0.01,0.01
   2.8.2 น้ำปลา,48.1,56.6,51.2,51.9,-16.21,17.64,15.72,1.38,0.04,0.05,0.04,0.05
   2.8.3 เครื่องแกงสำเร็จรูป,9.3,3.8,3.8,5.1,-25.58,-58.76,-57.97,32.84,0.01,0.00,0.00,0.00
   2.8.4 ผงปรุงรส,82.6,84.6,74.6,77.3,19.58,2.48,3.17,3.58,0.06,0.07,0.07,0.07
   2.8.5 สิ่งปรุงรสอื่น ๆ(เมตริกตัน),132.4,154.7,144.9,121.5,3.63,16.89,18.51,-16.19,0.10,0.12,0.13,0.11
  2.9 นมและผลิตภัณฑ์นม,45.6,59.4,53.1,50.0,11.71,30.32,32.22,-5.91,0.04,0.05,0.05,0.05
  2.10 หมากฝรั่งและขนมที่ไม่มีโกโก้ผสม,43.0,44.1,37.3,34.2,10.55,2.58,-7.34,-8.22,0.03,0.04,0.03,0.03
  2.11 เครื่องดื่ม,349.1,442.9,409.7,228.4,-18.00,26.85,20.76,-44.26,0.27,0.36,0.36,0.21
   2.11.1 เครื่องดื่มที่ไม่มีแอลกอฮอส์,78.6,278.9,261.1,61.5,7.65,254.59,254.76,-76.45,0.06,0.22,0.23,0.06
    (1) น้ำแร่น้ำอัดลมที่ปรุงรส(พันลิตร),2.6,0.7,0.7,1.1,24.78,-71.23,-67.04,52.74,0.00,0.00,0.00,0.00
    (2) เครื่องดื่มอื่น ๆ (พันลิตร),71.1,275.4,258.0,54.4,9.59,287.11,287.68,-78.91,0.06,0.22,0.23,0.05
    (3) เครื่องดื่มที่ไม่มีแอลกอฮอล์อื่น ๆ(พันลิตร),4.9,2.7,2.3,5.9,-19.03,-44.71,-51.69,156.85,0.00,0.00,0.00,0.01
   2.11.2 เครื่องดื่มที่มีแอลกอฮอส์(พันลิตร),270.5,164.0,148.7,166.9,-23.32,-39.38,-44.05,12.28,0.21,0.13,0.13,0.16
    (1) วิสกี้(พันลิตร),65.4,31.1,29.3,44.3,-64.98,-52.42,-55.17,50.95,0.05,0.03,0.03,0.04
    (2) ไวน์(พันลิตร),10.2,10.6,9.2,18.6,229.54,3.30,-9.87,101.96,0.01,0.01,0.01,0.02
    (3) เบียร์(พันลิตร),104.5,96.3,85.4,54.6,-17.03,-7.82,-15.85,-36.03,0.08,0.08,0.07,0.05
    (4) เครื่องดื่มที่มีแอลกอฮอส์อื่น ๆ(พันลิตร),90.4,26.0,24.7,49.4,145.14,-71.24,-72.12,99.97,0.07,0.02,0.02,0.05
  2.12 ซุปและอาหารปรุงแต่ง,55.1,47.0,41.3,46.2,17.11,-14.67,-16.81,11.70,0.04,0.04,0.04,0.04
   2.12.1 ซุปและซุปข้นและของปรุงแต่งสำหรับทำซุป,53.9,44.8,39.1,43.2,16.69,-16.92,-19.47,10.40,0.04,0.04,0.03,0.04
   2.12.2 อาหารปรุงแต่งที่มีส่วนผสมรวมเข้าเป็นเนื้อเดียวกัน,1.2,2.2,2.2,2.9,40.36,88.10,104.40,35.05,0.00,0.00,0.00,0.00
  2.13 ไขมันและน้ำมันจากพืชและสัตว์,75.4,57.7,53.5,76.6,-33.81,-23.54,-24.56,43.17,0.06,0.05,0.05,0.07
   (1) น้ำมันปาล์ม,0.1,0.0,0.0,0.0,-62.51,-99.86,-99.86,100.00,0.00,0.00,0.00,0.00
   (2) น้ำมันถั่วเหลือง,5.1,6.3,4.8,3.2,-8.28,22.91,-4.30,-32.48,0.00,0.01,0.00,0.00
   (3) ไขมันและน้ำมันจากพืชและสัตว์อื่น ๆ,70.2,51.3,48.7,73.4,-35.08,-26.86,-26.00,50.56,0.06,0.04,0.04,0.07
  2.14 เนื้อสัตว์และของปรุงแต่งที่ทำจากเนื้อสัตว์,11.6,2.5,2.2,5.5,197.93,-78.04,-80.83,149.63,0.01,0.00,0.00,0.01
  2.15 โกโก้และของปรุงแต่ง,21.3,21.2,19.6,10.3,55.49,-0.57,-5.86,-47.50,0.02,0.02,0.02,0.01
  2.16 ไอศกรีม,43.3,39.2,34.9,36.6,0.98,-9.57,-9.47,5.05,0.03,0.03,0.03,0.03
  2.17 สินค้าอุตสาหกรรมการเกษตรอื่น ๆ,693.9,549.1,507.6,638.9,5.51,-20.87,-16.40,25.87,0.54,0.44,0.45,0.60
 3. สินค้าอุตสาหกรรม,"99,201.0","97,592.1","89,611.2","87,279.7",-1.75,-1.62,-2.35,-2.60,77.90,78.59,78.58,81.31
  3.1 สิ่งทอ,"1,592.5","1,390.2","1,285.7","1,281.2",-2.82,-12.70,-10.96,-0.34,1.25,1.12,1.13,1.19
   3.1.1 เครื่องนุ่งห่ม,673.0,661.5,616.0,496.3,-8.00,-1.71,1.78,-19.44,0.53,0.53,0.54,0.46
    (1) เสื้อผ้าสำเร็จรูป,438.5,417.4,391.4,349.5,-9.43,-4.82,-0.15,-10.71,0.34,0.34,0.34,0.33
     (1.1) เสื้อผ้าสำเร็จรูปทำจากฝ้าย,149.4,110.1,104.7,115.7,6.91,-26.27,-22.53,10.48,0.12,0.09,0.09,0.11
     (1.2) เสื้อผ้าสำเร็จรูปทำจากใยประดิษฐ์,118.0,107.9,100.4,79.3,-42.75,-8.50,-7.09,-21.08,0.09,0.09,0.09,0.07
     (1.3) เสื้อผ้าสำเร็จรูปทำจากไหม(พันชิ้น),0.4,0.6,0.6,1.7,45.30,47.65,44.38,175.51,0.00,0.00,0.00,0.00
     (1.4) เสื้อผ้าสำเร็จรูปทำจากขนสัตว์,14.2,14.2,14.2,12.0,-11.45,0.57,2.09,-15.97,0.01,0.01,0.01,0.01
     (1.5) เสื้อผ้าสำเร็จรูปทำจากวัตถุทออื่น ๆ,153.3,179.8,166.9,138.0,29.03,17.34,27.27,-17.30,0.12,0.14,0.15,0.13
     (1.6) เสื้อผ้าเด็กอ่อน,3.3,4.6,4.5,2.9,-0.43,38.32,39.84,-36.22,0.00,0.00,0.00,0.00
    (2) เครื่องยกทรง รัดทรง และส่วนประกอบ,179.8,170.1,155.5,93.5,-3.33,-5.41,-3.45,-39.91,0.14,0.14,0.14,0.09
    (3) ถุงเท้าและถุงน่อง,53.8,72.5,67.6,52.8,-10.45,34.67,30.53,-21.81,0.04,0.06,0.06,0.05
    (4) ถุงมือผ้า,0.9,1.5,1.5,0.5,-30.51,79.06,256.68,-66.65,0.00,0.00,0.00,0.00
   3.1.2 ผ้าผืนและด้าย,297.4,290.5,265.2,260.2,-10.16,-2.31,-3.84,-1.87,0.23,0.23,0.23,0.24
    (1) ผ้าผืน,161.8,164.8,150.8,144.8,25.95,1.85,0.83,-3.97,0.13,0.13,0.13,0.13
     (1.1) ผ้าผืนทำจากฝ้าย,2.3,1.2,1.1,4.0,-51.98,-48.53,-39.43,262.39,0.00,0.00,0.00,0.00
     (1.2) ผ้าผืนทำจากเส้นใยประดิษฐ์,110.6,118.6,108.2,64.5,34.47,7.23,6.05,-40.40,0.09,0.10,0.09,0.06
     (1.3) ผ้าผืนทำจากไหม,1.0,0.9,0.9,0.2,22.12,-12.45,38.66,-78.10,0.00,0.00,0.00,0.00
     (1.4) ผ้าผืนทำจากวัตถุทออื่น ๆ,47.8,44.1,40.6,76.1,17.86,-7.86,-9.90,87.43,0.04,0.04,0.04,0.07
    (2) ด้ายและด้ายเส้นใยประดิษฐ์,135.7,125.8,114.4,115.4,-33.04,-7.29,-9.37,0.89,0.11,0.10,0.10,0.11
     (2.1) ด้ายฝ้าย,0.3,0.1,0.1,4.7,-99.15,-67.14,-67.28,"4,767.01",0.00,0.00,0.00,0.00
     (2.2) ด้ายเส้นใยประดิษฐ์,135.4,125.7,114.3,110.8,-19.44,-7.16,-9.24,-3.10,0.11,0.10,0.10,0.10
   3.1.3 เคหะสิ่งทอ,33.1,33.2,31.9,26.6,-2.94,0.23,11.69,-16.60,0.03,0.03,0.03,0.02
   3.1.4 เส้นใยประดิษฐ์,122.5,76.1,71.0,102.0,2.23,-37.93,-36.45,43.63,0.10,0.06,0.06,0.10
   3.1.5 ผ้าปักและผ้าลูกไม้,39.8,25.6,24.8,25.5,-18.54,-35.74,-34.71,3.07,0.03,0.02,0.02,0.02
   3.1.6 ตาข่ายจับปลา,16.2,10.2,10.2,6.2,-45.96,-37.08,-36.68,-38.98,0.01,0.01,0.01,0.01
   3.1.7 ผ้าคลุมไหล่ ผ้าพันคอ,4.8,3.4,3.3,1.0,29.71,-28.34,-30.51,-70.16,0.00,0.00,0.00,0.00
   3.1.8 ผ้าแบบสำหรับตัดเสื้อและผ้าที่จัดทำแล้ว,111.3,67.3,59.3,98.7,-9.55,-39.53,-40.51,66.39,0.09,0.05,0.05,0.09
   3.1.9 สิ่งทออื่นๆ,294.3,222.4,204.0,264.7,35.88,-24.43,-22.76,29.76,0.23,0.18,0.18,0.25
  3.2 อัญมณีและเครื่องประดับ,"1,233.3","1,115.4","1,012.5","1,436.7",39.35,-9.55,-12.54,41.90,0.97,0.90,0.89,1.34
   3.2.1 อัญมณี,149.2,56.0,51.7,66.1,-41.43,-62.44,-64.10,27.81,0.12,0.05,0.05,0.06
    (1) เพชร(พันกะรัต),0.0,1.9,1.9,2.9,-99.99,"932,400.00","932,400.00",54.24,0.00,0.00,0.00,0.00
    (2) พลอย,149.2,54.2,49.8,63.2,-41.06,-63.69,-65.40,26.80,0.12,0.04,0.04,0.06
    (3) ไข่มุก(กิโลกรัม),,0.0,,0.0,,,,,,0.00,,0.00
   3.2.2 เครื่องประดับแท้,482.2,547.8,488.9,649.3,-16.12,13.61,9.11,32.81,0.38,0.44,0.43,0.60
    (1) เครื่องประดับแท้ทำด้วยเงิน,361.2,458.2,403.5,572.4,-17.14,26.86,20.19,41.85,0.28,0.37,0.35,0.53
    (2) เครื่องประดับแท้ทำด้วยทอง(กิโลกรัม),112.3,29.2,29.2,49.2,-13.54,-73.96,-71.83,68.61,0.09,0.02,0.03,0.05
    (3) เครื่องประดับแท้ทำด้วยโลหะมีค่าอื่น ๆ,8.8,60.4,56.2,27.8,-4.29,589.85,543.31,-50.63,0.01,0.05,0.05,0.03
   3.2.3 เครื่องประดับอัญมณีเทียม,13.7,12.8,12.3,14.2,46.34,-6.33,-9.06,16.06,0.01,0.01,0.01,0.01
   3.2.4 อัญมณีสังเคราะห์,3.8,1.5,0.7,0.1,-6.49,-60.84,-80.47,-85.94,0.00,0.00,0.00,0.00
   3.2.5 ทองคำยังไม่ได้ขึ้นรูป,345.7,304.9,280.3,435.8,"3,272.73",-11.80,-13.81,55.46,0.27,0.25,0.25,0.41
   3.2.6 โลหะมีค่าและของที่หุ้มด้วยโลหะมีค่าอื่น ๆ,238.6,192.3,178.5,271.1,653.43,-19.40,-19.95,51.87,0.19,0.15,0.16,0.25
  3.3 เครื่องใช้ไฟฟ้า,"16,060.0","14,790.7","13,655.5","15,504.1",8.52,-7.90,-8.65,13.54,12.61,11.91,11.97,14.44
   3.3.1 เครื่องวิดีโอ เครื่องเสียง อุปกรณ์และส่วนประกอบ,71.4,139.0,120.3,89.2,98.52,94.78,86.70,-25.83,0.06,0.11,0.11,0.08
    (1) เครื่องวิดีโอ,0.3,0.3,0.3,3.1,-72.79,-6.38,-4.86,"1,028.00",0.00,0.00,0.00,0.00
    (2) เครื่องเสียง,0.6,1.8,1.7,2.9,383.85,204.30,186.22,69.83,0.00,0.00,0.00,0.00
    (3) ส่วนประกอบและอุปกรณ์ประกอบ สำหรับเครื่องวิดีโอ เครื่องเสียง(เมตริกตัน),60.9,121.6,105.2,73.6,117.27,99.72,93.62,-29.98,0.05,0.10,0.09,0.07
    (4) เทปแม่เหล็กสำหรับวิดีโอและเครื่องเสียง(พันตลับ),9.6,15.3,13.1,9.6,42.64,59.55,42.29,-26.95,0.01,0.01,0.01,0.01
   3.3.2 เครื่องรับวิทยุ โทรทัศน์ และส่วนประกอบ,815.0,772.8,696.6,532.6,62.26,-5.19,-7.90,-23.54,0.64,0.62,0.61,0.50
    (1) เครื่องรับวิทยุ,459.9,419.1,384.4,277.3,91.20,-8.88,-10.44,-27.86,0.36,0.34,0.34,0.26
    (2) เครื่องรับโทรทัศน์,143.5,184.0,154.1,130.6,34.31,28.21,17.08,-15.22,0.11,0.15,0.14,0.12
    (3) ส่วนประกอบเครื่องรับวิทยุ โทรทัศน์,211.6,169.6,158.1,124.7,36.60,-19.82,-19.15,-21.14,0.17,0.14,0.14,0.12
   3.3.3 หลอดภาพโทรทัศน์สี(พันหลอด),,,,,,,,,,,,
   3.3.4 ลำโพงขยายเสียงและส่วนประกอบ,22.0,47.9,43.3,54.2,-2.24,117.40,111.30,25.05,0.02,0.04,0.04,0.05
    (1) ลำโพงขยายเสียง,21.8,47.3,42.8,44.7,1.15,117.23,110.97,4.60,0.02,0.04,0.04,0.04
    (2) ส่วนประกอบของลำโพงขยายเสียง,0.2,0.6,0.6,9.5,-75.36,132.54,139.61,"1,555.08",0.00,0.00,0.00,0.01
   3.3.5 เตาอบไมโครเวฟและเครื่องใช้ไฟฟ้าที่ให้ความร้อน,347.5,343.8,300.3,323.1,18.89,-1.09,-6.58,7.59,0.27,0.28,0.26,0.30
    (1) เตาอบไมโครเวฟ(พันเครื่อง),14.5,25.3,21.2,12.8,158.33,74.97,46.57,-39.71,0.01,0.02,0.02,0.01
    (2) เครื่องใช้ไฟฟ้าที่ให้ความร้อนและส่วนประกอบ,333.1,318.5,279.1,310.3,16.17,-4.39,-9.08,11.19,0.26,0.26,0.24,0.29
     (2.1) เตาอบอื่น ๆ รวมเตาที่มีหม้อหุงต้ม และเตาย่าง,58.6,77.7,62.5,56.8,200.45,32.61,6.61,-9.03,0.05,0.06,0.05,0.05
     (2.2) เครื่องอุปกรณ์แต่งผมและเป่าผม(พันเครื่อง),220.7,193.8,173.8,229.4,2.21,-12.18,-12.94,32.01,0.17,0.16,0.15,0.21
     (2.3) เครื่องทำน้ำร้อน,0.0,0.1,0.1,0.4,88.97,142.70,132.85,476.49,0.00,0.00,0.00,0.00
     (2.4) เครื่องใช้ไฟฟ้าที่ให้ความร้อนอื่น ๆ และส่วนประกอบ,53.8,46.9,42.7,23.7,4.79,-12.84,-12.25,-44.62,0.04,0.04,0.04,0.02
   3.3.6 พัดลม,70.3,91.8,84.7,117.3,20.35,30.46,29.63,38.45,0.06,0.07,0.07,0.11
   3.3.7 ตู้เย็น ตู้แช่แข็งและส่วนประกอบ,559.5,852.3,762.2,988.8,-18.44,52.34,49.15,29.72,0.44,0.69,0.67,0.92
    (1) ตู้เย็นใช้ในบ้านเรือน,463.7,714.0,635.1,837.0,-25.02,53.98,48.51,31.79,0.36,0.58,0.56,0.78
    (2) ตู้แช่แข็งและเคาน์เตอร์ตู้โชว์,59.0,113.2,104.1,122.0,43.49,91.76,104.78,17.19,0.05,0.09,0.09,0.11
    (3) ส่วนประกอบอุปกรณ์ตู้เย็น ตู้แช่แข็ง,36.7,25.1,23.0,29.8,39.12,-31.77,-29.30,29.42,0.03,0.02,0.02,0.03
     (3.1) อีแวโพเรเตอร์,3.1,3.8,3.4,3.7,,22.11,9.77,9.46,0.00,0.00,0.00,0.00
     (3.2) คอนเดนเซอร์,,,,,,,,,,,,
     (3.3) ส่วนประกอบอุปกรณ์ตู้เย็น ตู้แช่แข็ง อื่นๆ,33.6,21.3,19.6,26.0,27.41,-36.72,-33.41,32.88,0.03,0.02,0.02,0.02
   3.3.8 เครื่องปรับอากาศและส่วนประกอบ,"7,838.5","7,212.7","6,813.9","8,121.1",15.62,-7.98,-7.92,19.18,6.16,5.81,5.98,7.57
    (1) แบบติดหน้าต่างหรือฝาผนัง,"7,211.7","6,662.5","6,299.5","7,642.9",16.10,-7.62,-7.46,21.33,5.66,5.37,5.52,7.12
    (2) แบบเปลี่ยนวงจรความเย็นหรือวงจรความร้อน,303.2,277.9,269.2,223.4,30.96,-8.33,-7.50,-17.01,0.24,0.22,0.24,0.21
    (3) แบบขับด้วยมอเตอร์ใช้เปลี่ยนอุณหภูมิและความร้อน,1.1,0.2,0.2,1.3,-97.32,-80.20,-80.21,506.13,0.00,0.00,0.00,0.00
    (4) แบบแยกหน่วยทำความเย็น,2.6,1.8,1.8,4.2,-92.10,-29.34,-4.42,128.15,0.00,0.00,0.00,0.00
    (5) ส่วนประกอบของเครื่องปรับอากาศ,319.9,270.3,243.2,249.3,21.73,-15.50,-18.61,2.52,0.25,0.22,0.21,0.23
   3.3.9 เครื่องคอมเพรสเซอร์ของเครื่องทำความเย็น,385.7,326.4,306.5,214.8,-4.28,-15.39,-14.46,-29.91,0.30,0.26,0.27,0.20
   3.3.10 สายไฟฟ้า สายเคเบิ้ล,476.5,374.0,349.8,276.8,11.13,-21.51,-22.46,-20.88,0.37,0.30,0.31,0.26
   3.3.11 หลอดไฟฟ้า,27.2,3.7,3.7,2.2,-38.71,-86.34,-83.36,-38.85,0.02,0.00,0.00,0.00
   3.3.12 เครื่องตัดต่อและป้องกันวงจรไฟฟ้า,499.1,495.4,445.9,570.2,0.87,-0.75,-4.43,27.89,0.39,0.40,0.39,0.53
   3.3.13 เครื่องพักกระแสไฟฟ้า,"1,815.0","1,218.9","1,136.0","1,388.9",-0.29,-32.84,-33.81,22.27,1.43,0.98,1.00,1.29
   3.3.14 เครื่องซักผ้าและเครื่องซักแห้งและส่วนประกอบ,788.9,788.4,681.5,609.4,18.68,-0.07,-0.04,-10.58,0.62,0.63,0.60,0.57
   3.3.15 เครื่องอุปกรณ์ไฟฟ้าสำหรับให้สัญญาณเสียง และส่วนประกอบ,59.6,40.5,36.7,37.1,2.22,-32.11,-34.73,1.10,0.05,0.03,0.03,0.03
   3.3.16 หม้อแบตเตอรี่และส่วนประกอบ,167.8,175.8,159.5,139.8,-10.38,4.76,7.50,-12.32,0.13,0.14,0.14,0.13
   3.3.17 แผงสวิทซ์และแผงควบคุมกระแสไฟฟ้า,"1,268.7","1,244.8","1,138.7","1,228.3",-2.69,-1.89,-0.77,7.86,1.00,1.00,1.00,1.14
   3.3.18 ส่วนประกอบที่ใช้กับมอเตอร์ไฟฟ้า และเครื่องกำเนิดไฟฟ้า,3.6,0.8,0.8,0.7,73.09,-78.18,-14.92,-4.39,0.00,0.00,0.00,0.00
   3.3.19 เครื่องใช้ไฟฟ้าและส่วนประกอบอื่น ๆ,843.6,661.9,575.1,809.3,-16.92,-21.54,-24.38,40.72,0.66,0.53,0.50,0.75
  3.4 เครื่องอิเล็กทรอนิกส์,"25,343.1","24,089.1","21,853.6","25,986.5",-12.14,-4.95,-6.30,18.91,19.90,19.40,19.16,24.21
   3.4.1 เครื่องคอมพิวเตอร์ อุปกรณ์และส่วนประกอบ,"4,553.8","5,071.3","4,607.9","5,536.5",-19.60,11.36,10.88,20.15,3.58,4.08,4.04,5.16
    (1) เครื่องคอมพิวเตอร์และอุปกรณ์,"4,385.1","4,833.0","4,387.0","5,270.1",-21.25,10.21,9.68,20.13,3.44,3.89,3.85,4.91
     (1.1) ฮาร์ด ดิสก์ ไดรฟ์,"3,782.0","4,190.1","3,832.4","4,622.3",-8.04,10.79,11.97,20.61,2.97,3.37,3.36,4.31
     (1.2) เครื่องคอมพิวเตอร์และอุปกรณ์ อื่นๆ,603.1,642.9,554.5,647.8,-58.57,6.59,-3.90,16.83,0.47,0.52,0.49,0.60
    (2) ส่วนประกอบคอมพิวเตอร์,63.8,78.0,70.5,165.3,7.40,22.28,22.40,134.40,0.05,0.06,0.06,0.15
    (3) สายไฟคอมพิวเตอร์,,,,,,,,,,,,
    (4) เทปแม่เหล็กและจานแม่แหล็กสำหรับคอมพิวเตอร์(พันชิ้น),104.9,160.4,150.4,101.1,189.46,52.83,53.04,-32.80,0.08,0.13,0.13,0.09
   3.4.2 เครื่องคำนวณอิเล็กทรอนิกส์(พันเครื่อง),0.1,0.0,0.0,0.1,339.31,-78.81,-67.78,206.67,0.00,0.00,0.00,0.00
   3.4.3 แผงวงจรไฟฟ้า,"16,366.4","14,613.7","13,186.6","14,855.4",-15.01,-10.71,-12.35,12.66,12.85,11.77,11.56,13.84
   3.4.4 วงจรพิมพ์,147.8,265.1,232.0,197.3,-0.18,79.34,66.59,-14.94,0.12,0.21,0.20,0.18
   3.4.5 ตลับลูกปืน,193.6,135.8,126.8,76.2,49.09,-29.82,-31.79,-39.92,0.15,0.11,0.11,0.07
   3.4.6 มอเตอร์และเครื่องกำเนิดไฟฟ้า,552.4,399.3,361.4,359.4,5.30,-27.71,-28.14,-0.57,0.43,0.32,0.32,0.33
   3.4.7 เครื่องโทรสาร โทรศัพท์ อุปกรณ์และส่วนประกอบ,"1,425.9","1,256.2","1,210.5","1,967.8",19.68,-11.90,-11.86,62.57,1.12,1.01,1.06,1.83
    (1) เครื่องโทรสาร,,,,,,,,,,,,
    (2) เครื่องโทรศัพท์และอุปกรณ์,"1,425.9","1,256.2","1,210.5","1,967.8",19.68,-11.90,-11.86,62.57,1.12,1.01,1.06,1.83
     (2.1) เครื่องรับโทรศัพท์และอุปกรณ์,"1,314.5","1,191.6","1,156.4","1,721.7",15.49,-9.35,-8.87,48.89,1.03,0.96,1.01,1.60
     (2.2) เครื่องตอบรับโทรศัพท์,,0.0,0.0,0.0,,,,,,0.00,0.00,0.00
    (3) ส่วนประกอบเครื่องโทรสาร และโทรศัพท์ ,111.3,64.6,54.1,246.1,109.43,-41.98,-48.18,355.01,0.09,0.05,0.05,0.23
