สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
นิวซีแลนด์,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (1.7) เงาะสด,,,,,,,,,,,,
     (1.8) มังคุดสด,3.1,5.2,5.1,1.6,-27.22,67.06,62.32,-68.27,0.01,0.01,0.01,0.00
     (1.9) สับปะรดสด,,0.0,0.0,,,,,,,0.00,0.00,
     (1.10) ผลไม้สดอื่น ๆ,7.6,9.8,8.2,7.5,309.82,28.83,13.83,-8.47,0.01,0.02,0.02,0.02
    (2) ผลไม้แช่แข็ง,25.3,18.1,18.1,16.7,-4.39,-28.47,-25.35,-8.06,0.05,0.04,0.04,0.05
     (2.1) สับปะรดแช่เย็นจนแข็ง,0.0,1.6,1.6,,-76.92,"174,033.33","174,033.33",,0.00,0.00,0.00,
     (2.2) ทุเรียนแช่เย็นจนแข็ง,3.3,7.3,7.3,4.1,-57.95,121.19,121.19,-43.24,0.01,0.02,0.02,0.01
     (2.3) ลำไยแช่เย็นจนแข็ง,,,,,,,,,,,,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,22.0,9.3,9.3,12.5,18.08,-57.92,-55.79,35.08,0.04,0.02,0.02,0.04
    (3) ผลไม้แห้ง,7.0,6.6,5.8,7.8,12.66,-6.27,-5.62,36.09,0.01,0.01,0.01,0.02
     (3.1) ลำไยแห้ง,0.2,0.2,0.2,0.3,31.35,-6.41,-9.83,93.10,0.00,0.00,0.00,0.00
     (3.2) ผลไม้แห้งอื่น ๆ,6.8,6.4,5.6,7.5,12.18,-6.27,-5.48,34.33,0.01,0.01,0.01,0.02
    (4) ผลไม้อื่น ๆ,8.6,9.2,7.4,7.0,-40.81,6.67,2.05,-5.44,0.02,0.02,0.02,0.02
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,3.1,2.7,2.5,3.4,-32.85,-11.47,-5.84,31.86,0.01,0.01,0.01,0.01
    (1) ผักสดหรือแช่เย็น,0.6,0.4,0.4,0.6,-13.02,-33.01,-29.86,43.51,0.00,0.00,0.00,0.00
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,,,,,,,,,,,,
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,0.1,0.1,0.1,0.1,200.00,69.39,69.39,-0.84,0.00,0.00,0.00,0.00
     (1.3) พริกสดหรือแช่เย็น,0.2,0.2,0.2,0.2,-54.56,3.13,3.13,-6.12,0.00,0.00,0.00,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,,,,,,,,,,,,
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,,,,0.0,,,,,,,,0.00
     (1.6) เห็ดสดหรือแช่เย็น,0.0,0.1,0.1,0.1,,159.20,159.20,60.20,0.00,0.00,0.00,0.00
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,0.3,0.0,0.0,0.1,13.75,-100.00,-100.00,,0.00,0.00,0.00,0.00
    (2) ผักแช่แข็ง,2.2,2.0,1.8,2.3,-35.40,-8.71,-1.03,27.85,0.00,0.00,0.00,0.01
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,0.0,,,,,,,,0.00,,,
     (2.2) ข้าวโพดหวานแช่แข็ง,,,,,,,,,,,,
     (2.3) กระเจี๊ยบแช่แข็ง,0.0,,,,,,,,0.00,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,0.0,0.0,0.0,0.0,,"1,650.00","1,650.00",294.29,0.00,0.00,0.00,0.00
     (2.5) ผักแช่แข็งอื่น ๆ,2.2,2.0,1.8,2.3,-35.98,-8.05,-1.19,27.33,0.00,0.00,0.00,0.01
    (3) ผักแห้ง,0.2,0.2,0.2,0.2,-54.52,12.66,9.59,43.06,0.00,0.00,0.00,0.00
    (4) ผักอื่น ๆ,0.1,0.1,0.1,0.2,-16.20,15.98,15.98,37.11,0.00,0.00,0.00,0.00
   1.1.7 เครื่องเทศและสมุนไพร,90.3,88.9,80.9,86.6,27.35,-1.57,-3.49,7.06,0.17,0.19,0.18,0.25
    (1) พริกไทย,3.5,3.9,3.7,4.7,16.27,11.97,17.27,26.24,0.01,0.01,0.01,0.01
     (1.1) พริกไทยไม่บดหรือไม่ป่น,2.2,1.4,1.4,2.0,7.48,-34.45,-29.39,46.08,0.00,0.00,0.00,0.01
     (1.2) พริกไทยบดหรือป่น,1.3,2.4,2.3,2.6,35.26,91.61,95.24,14.25,0.00,0.01,0.01,0.01
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,85.9,84.4,76.6,81.1,27.57,-1.83,-4.01,5.95,0.16,0.18,0.17,0.23
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",2.0,2.1,1.9,1.9,-15.48,4.25,-2.53,1.65,0.00,0.00,0.00,0.01
     (3.2) วานิลา,0.5,1.0,0.9,1.1,110.17,75.75,64.77,16.91,0.00,0.00,0.00,0.00
     (3.3) กานพลู,,,,,,,,,,,,
     (3.4) อบเชยและดอกอบเชย,0.3,0.2,0.2,0.2,38.13,-19.71,-36.04,25.83,0.00,0.00,0.00,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,,,,,,,,,,,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.5,0.1,0.1,0.2,8.22,-68.70,-70.38,61.85,0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,82.7,81.0,73.5,77.7,28.90,-2.06,-4.05,5.79,0.15,0.17,0.17,0.22
    (4) สมุนไพร,0.0,0.0,0.0,0.1,725.00,14.14,14.14,506.19,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,0.9,0.6,0.6,0.7,57.54,-29.14,-31.47,20.20,0.00,0.00,0.00,0.00
    (6) หมาก,,,,,,,,,,,,
   1.1.8 กล้วยไม้,1.9,1.2,1.2,0.9,330.90,-38.24,-38.24,-27.18,0.00,0.00,0.00,0.00
    (1) ดอกกล้วยไม้,1.3,0.5,0.5,0.1,254.31,-57.25,-57.25,-88.42,0.00,0.00,0.00,0.00
    (2) ต้นกล้วยไม้(พันต้น),0.7,0.7,0.7,0.8,636.66,-1.74,-1.74,23.96,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,14.0,13.9,12.8,11.9,-21.79,-0.31,-8.77,-7.03,0.03,0.03,0.03,0.03
    (1) ยางแผ่น,,,,,,,,,,,,
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,,,,,,,,,,,,
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,,,,,,,,,,,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,,,,,,,,,,,,
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,,,,,,,,,,,,
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,12.9,12.7,11.5,10.6,-22.18,-1.42,-10.60,-8.15,0.02,0.03,0.03,0.03
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,,,,,,,,,,,,
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,12.9,12.7,11.5,10.6,-22.18,-1.42,-10.60,-8.15,0.02,0.03,0.03,0.03
    (3) น้ำยางข้น,1.1,1.2,1.2,1.3,-16.87,12.87,12.87,3.49,0.00,0.00,0.00,0.00
    (4) ยางพาราอื่น ๆ,,,,,,,,,,,,
     (4.2) ในลักษณะขั้นปฐม,,,,,,,,,,,,
     (4.3) ยางเครฟ,,,,,,,,,,,,
     (4.4) อื่น ๆ,,,,,,,,,,,,
   1.1.10 กาแฟ,0.8,0.9,0.9,0.6,-28.58,11.09,11.09,-30.95,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,0.8,0.9,0.9,0.6,-28.34,11.07,11.07,-32.90,0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,,0.0,0.0,0.0,,,,"5,700.00",,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,,,,0.3,,,,,,,,0.00
    (1) พันธุ์เวอร์จิเนีย,,,,0.1,,,,,,,,0.00
    (2) พันธุ์เบอร์เลย์,,,,,,,,,,,,
    (3) พันธุ์โอเรียนตอล,,,,,,,,,,,,
    (4) เศษใบยาสูบและอื่นๆ,,,,0.2,,,,,,,,0.00
   1.1.12 พืชน้ำมัน,1.1,0.9,0.6,1.2,9.00,-18.40,-32.67,87.20,0.00,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,,,,0.0,,,,,,,,0.00
    (2) พืชน้ำมันอื่น ๆ,1.1,0.9,0.6,1.2,9.00,-18.40,-32.67,86.18,0.00,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,,,,0.1,,,,,,,,0.00
   1.1.15 ธัญญพืช,0.1,0.2,0.2,0.1,-64.06,53.47,53.47,-30.20,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,0.1,0.1,0.1,0.1,-61.24,16.74,16.74,-43.19,0.00,0.00,0.00,0.00
    (2) รำและเศษจากธัญญพืช,,,,,,,,,,,,
    (3) ธัญญพืชอื่น ๆ,,0.0,0.0,0.0,,,,10.80,,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,0.1,2.6,2.6,2.3,-59.71,"3,580.83","3,580.83",-10.97,0.00,0.01,0.01,0.01
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,0.1,,,0.0,-71.91,,,,0.00,,,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,3.6,4.7,4.4,4.9,-16.30,32.32,34.16,13.02,0.01,0.01,0.01,0.01
  1.2 สินค้าประมง,70.6,83.5,80.0,73.0,-17.71,18.30,22.14,-8.80,0.13,0.17,0.18,0.21
   1.2.1 กุ้ง,55.9,66.8,63.6,58.2,-17.69,19.57,19.90,-8.53,0.10,0.14,0.14,0.17
    (1) กุ้งสด แช่เย็น แช่แข็ง,49.3,66.8,63.6,58.2,-22.56,35.44,36.78,-8.53,0.09,0.14,0.14,0.17
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,4.4,4.5,4.5,4.4,49.71,1.11,1.11,-1.60,0.01,0.01,0.01,0.01
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,5.8,6.7,6.7,7.0,-20.14,17.10,17.10,3.31,0.01,0.01,0.02,0.02
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,39.1,55.6,52.3,46.8,-26.89,42.03,44.26,-10.65,0.07,0.12,0.12,0.13
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,,,,,,,,,,,,
    (3) กุ้งต้มสุกแช่เย็น,6.5,,,,56.31,,,,0.01,,,
    (4) กุ้งอื่น ๆ,,,,,,,,,,,,
   1.2.2 ปลาหมึก,4.1,3.1,3.1,1.9,21.76,-24.20,-23.48,-39.84,0.01,0.01,0.01,0.01
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,4.1,3.1,3.1,1.9,21.76,-24.20,-23.48,-39.84,0.01,0.01,0.01,0.01
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,,,,,,,,,,,,
   1.2.3 ปลา,1.4,2.9,2.9,2.0,-39.96,106.14,106.14,-31.32,0.00,0.01,0.01,0.01
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,0.5,2.4,2.4,1.9,-77.96,425.07,425.07,-18.73,0.00,0.01,0.01,0.01
    (2) ปลาสด แช่เย็น แช่แข็ง,,0.1,0.1,,,,,,,0.00,0.00,
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),0.8,0.5,0.5,0.1,585.53,-39.37,-39.37,-86.32,0.00,0.00,0.00,0.00
    (4) ปลามีชีวิต และพันธุ์ปลา,0.2,,,,92.06,,,,0.00,,,
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,9.0,10.6,10.3,10.8,-24.09,17.20,51.08,4.31,0.02,0.02,0.02,0.03
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,7.9,10.6,10.3,10.8,-33.60,33.98,81.08,4.31,0.01,0.02,0.02,0.03
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,1.1,,,,,,,,0.00,,,
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,,,,,,,,,,,,
   1.2.5 แมงกะพรุน,,,,,,,,,,,,
   1.2.6 ตะพาบน้ำ,,,,,,,,,,,,
   1.2.7 กบ,,,,,,,,,,,,
   1.2.8  ประมงอื่น ๆ,0.2,0.1,0.1,0.2,-38.37,-53.58,-53.58,126.66,0.00,0.00,0.00,0.00
  1.3 ปศุสัตว์,33.8,22.7,20.8,18.2,106.33,-32.87,-35.25,-12.55,0.06,0.05,0.05,0.05
   1.3.1 ไก่,23.6,13.7,12.6,15.7,86.80,-42.10,-43.58,24.68,0.04,0.03,0.03,0.05
    (1) ไก่สดแช่เย็นแช่แข็ง,,,,,,,,,,,,
    (2) ไก่แปรรูป,23.6,13.7,12.6,15.7,86.85,-42.10,-43.58,24.68,0.04,0.03,0.03,0.05
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,,,,,,,,,,,,
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,,,,,,,,,,,,
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,,,,,,,,,,,
   1.3.5 ไข่ไก่สด(พันฟอง),,,,,,,,,,,,
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,3.7,4.4,4.4,0.0,,21.63,21.63,-99.94,0.01,0.01,0.01,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,6.5,4.6,3.8,2.5,74.50,-30.03,-38.82,-33.50,0.01,0.01,0.01,0.01
 2. สินค้าอุตสาหกรรมการเกษตร,"3,919.4","3,582.5","3,288.3","3,530.0",2.91,-8.60,-9.24,7.35,7.34,7.48,7.41,10.18
  2.1  อาหารทะเลกระป๋องและแปรรูป,"1,351.8","1,125.6","1,044.4","1,084.1",10.50,-16.73,-16.68,3.80,2.53,2.35,2.35,3.13
   2.1.1 อาหารทะเลกระป๋อง,998.8,745.4,689.8,733.2,26.54,-25.38,-26.07,6.30,1.87,1.56,1.55,2.11
    (1)  ทูน่ากระป๋อง,890.3,655.6,603.4,641.5,23.38,-26.37,-27.74,6.32,1.67,1.37,1.36,1.85
    (2)  ซาร์ดีนกระป๋อง,32.2,36.9,35.4,32.1,162.98,14.32,20.15,-9.22,0.06,0.08,0.08,0.09
    (3)  ปูกระป๋อง,0.8,1.0,0.9,0.4,13.30,24.46,7.23,-50.37,0.00,0.00,0.00,0.00
    (4)  กุ้งกระป๋อง,24.9,24.7,24.6,18.8,25.09,-1.08,9.13,-23.50,0.05,0.05,0.06,0.05
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,0.0,0.1,0.1,0.1,,181.33,181.33,25.59,0.00,0.00,0.00,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,50.5,27.1,25.6,40.3,44.92,-46.22,-43.48,57.69,0.09,0.06,0.06,0.12
   2.1.2 อาหารทะเลแปรรูป,353.0,380.2,354.5,350.8,-18.67,7.72,10.67,-1.04,0.66,0.79,0.80,1.01
    (1) กุ้งแปรรูป,147.7,173.6,160.6,175.4,-24.82,17.53,21.99,9.22,0.28,0.36,0.36,0.51
    (2) ปลาหมึกแปรรูป,26.2,33.9,32.2,27.9,4.18,29.76,35.37,-13.43,0.05,0.07,0.07,0.08
    (3) ปูแปรรูป,0.2,0.3,0.3,0.3,-19.17,43.92,78.36,-9.49,0.00,0.00,0.00,0.00
    (4) ปลาแปรรูป,171.8,172.0,161.0,147.2,-15.60,0.16,2.19,-8.61,0.32,0.36,0.36,0.42
     (4.1) ปลาทูน่า แปรรูป,,,,0.8,,,,,,,,0.00
     (4.2) ปลาอื่น ๆ แปรรูป,171.8,172.0,161.0,146.4,-15.59,0.16,2.19,-9.11,0.32,0.36,0.36,0.42
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,,,,,,,,,,,,
    (6) หอยลาย แปรรูป,,,,0.1,,,,,,,,0.00
    (7)  อาหารทะเลแปรรูปอื่น ๆ,7.1,0.4,0.4,,49.76,-94.90,-94.90,,0.01,0.00,0.00,
  2.2 น้ำตาลทรายและกากน้ำตาล,289.4,244.0,221.4,163.8,21.64,-15.70,-22.30,-26.03,0.54,0.51,0.50,0.47
   2.2.1 น้ำตาลทราย,194.7,203.6,181.1,117.9,-16.81,4.60,-4.80,-34.92,0.36,0.43,0.41,0.34
    (1) น้ำตาลทรายดิบ,17.8,9.8,9.7,10.4,-25.60,-44.79,-42.19,7.36,0.03,0.02,0.02,0.03
    (2) น้ำตาลทรายขาว,176.9,193.8,171.4,107.5,-15.81,9.56,-1.19,-37.30,0.33,0.40,0.39,0.31
    (3) น้ำตาลอื่น ๆ(เมตริกตัน),,,,,,,,,,,,
   2.2.2 กากน้ำตาล,94.7,40.3,40.3,45.9,"2,338.66",-57.44,-57.44,13.89,0.18,0.08,0.09,0.13
  2.3 ผลไม้กระป๋องและแปรรูป,314.7,299.8,262.6,240.0,-25.71,-4.74,-7.77,-8.63,0.59,0.63,0.59,0.69
   2.3.1 ผลไม้กระป๋อง,44.1,42.0,36.0,45.4,-60.67,-4.62,-15.16,26.01,0.08,0.09,0.08,0.13
    (1) สับปะรดกระป๋อง,17.4,25.0,19.9,21.8,-78.79,43.90,18.63,9.13,0.03,0.05,0.04,0.06
    (2) เงาะและเงาะสอดไส้สับปะรด,0.4,0.3,0.3,1.1,43.10,-20.22,-8.17,292.56,0.00,0.00,0.00,0.00
    (3) ลิ้นจี่กระป๋อง,1.2,0.9,0.8,2.5,-48.77,-26.34,-36.47,217.33,0.00,0.00,0.00,0.01
    (4) ลำไยกระป๋อง,1.1,0.8,0.8,0.9,71.76,-28.10,-26.37,16.10,0.00,0.00,0.00,0.00
    (5) มะม่วงกระป๋อง,12.0,10.7,10.7,11.3,-20.44,-10.52,-9.07,5.86,0.02,0.02,0.02,0.03
    (6) ผลไม้รวมกระป๋อง,3.6,0.4,0.4,0.2,-51.63,-88.79,-87.47,-61.52,0.01,0.00,0.00,0.00
    (7) ผลไม้กระป๋องอื่น ๆ,8.3,3.9,3.1,7.7,94.10,-53.52,-61.19,145.90,0.02,0.01,0.01,0.02
   2.3.2 น้ำผลไม้,143.7,135.6,122.9,107.8,-17.51,-5.61,-5.24,-12.23,0.27,0.28,0.28,0.31
    (1) น้ำสับปะรด,15.5,12.7,11.5,2.1,-25.17,-17.77,-21.41,-82.00,0.03,0.03,0.03,0.01
    (2) น้ำส้มชนิดออเร้นจ์,0.3,0.0,0.0,0.1,-50.47,-85.56,-85.56,166.23,0.00,0.00,0.00,0.00
    (3) น้ำผลไม้ผสม,8.5,74.5,67.0,71.9,-29.08,775.41,724.76,7.38,0.02,0.16,0.15,0.21
