สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
เกาหลีใต้,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
    (2) ข้าวโพดสำหรับเลี้ยงสัตว์,,,,,,,,,,,,
    (3) ข้าวโพดสำหรับทำพันธุ์,6.5,,,0.1,,,,,0.00,,,0.00
    (4) ข้าวโพดอื่น ๆ,0.0,0.0,0.0,,100.00,0.00,0.00,,0.00,0.00,0.00,
   1.1.3 ถั่ว,18.4,34.7,34.7,22.2,3.07,88.22,88.22,-35.99,0.01,0.02,0.02,0.01
    (1) ถั่วเขียวผิวมัน,,,,,,,,,,,,
    (2) ถั่วเขียวผิวดำ,,,,,,,,,,,,
    (3) ถั่วนิ้วนางแดง,1.6,20.8,20.8,,120.20,"1,211.95","1,211.95",,0.00,0.01,0.01,
    (4) ถั่วอื่น ๆ,16.8,13.9,13.9,22.2,-0.71,-17.38,-17.38,59.52,0.01,0.01,0.01,0.01
   1.1.4 ผลิตภัณฑ์มันสำปะหลัง,"2,761.9","2,565.7","2,565.7","2,513.1",-4.46,-7.10,-7.10,-2.05,1.93,1.62,1.62,1.59
    (1) มันสำปะหลังอัดเม็ดและมันเส้น,,0.9,0.9,2.2,,,,151.29,,0.00,0.00,0.00
     (1.1) มันสำปะหลังอัดเม็ด,,0.5,0.5,2.1,,,,320.15,,0.00,0.00,0.00
     (1.2) มันเส้น,,0.4,0.4,0.2,,,,-58.12,,0.00,0.00,0.00
    (2) แป้งมันสำปะหลัง,378.4,279.6,279.6,176.1,-17.45,-26.10,-26.10,-37.01,0.27,0.18,0.18,0.11
     (2.1) แป้งมันสำปะหลัง,0.0,,,0.2,-100.00,,,,0.00,,,0.00
     (2.2) แป้งหยาบทำจากมันสำปะหลัง,0.0,,,,,,,,0.00,,,
     (2.3) สตาร์ชทำจากมันสำปะหลัง,354.8,279.6,279.6,175.9,-15.52,-21.19,-21.19,-37.09,0.25,0.18,0.18,0.11
     (2.4) แป้งมันสำปะหลังอื่น ๆ,23.6,,,,-36.39,,,,0.02,,,
    (3) เด๊กตรินและโมดิไฟด์สตาร์ชอื่น ๆ,"1,664.9","1,594.7","1,594.7","1,767.2",2.71,-4.22,-4.22,10.82,1.17,1.01,1.01,1.12
    (4) ผลิตภัณท์มันสำปะหลัง อื่น ๆ,718.6,690.6,690.6,567.5,-11.43,-3.90,-3.90,-17.82,0.50,0.44,0.44,0.36
     (4.1) หัวมันสำปะหลัง,0.1,,,,,,,,0.00,,,
     (4.2) สาคู ทำจากแป้งมันสำปะหลัง,4.5,13.6,13.6,12.0,-11.91,200.57,200.57,-11.88,0.00,0.01,0.01,0.01
     (4.3) กากและมันสำปะหลังอื่น ๆ,714.0,677.0,677.0,555.6,-11.44,-5.19,-5.19,-17.94,0.50,0.43,0.43,0.35
   1.1.5 ผลไม้สด แช่เย็น แช่แข็งและแห้ง,"1,140.7","1,251.9","1,251.9","1,388.2",1.31,9.75,9.75,10.88,0.80,0.79,0.79,0.88
    (1) ผลไม้สด,971.5,956.8,956.8,"1,256.4",11.66,-1.51,-1.51,31.31,0.68,0.61,0.61,0.79
     (1.1) ลำไยสด,0.1,,,,,,,,0.00,,,
     (1.2) ทุเรียนสด,19.0,29.6,29.6,64.3,34.49,55.95,55.95,117.33,0.01,0.02,0.02,0.04
     (1.3) มะม่วงสด,666.4,749.6,749.6,"1,106.8",6.31,12.48,12.48,47.66,0.47,0.47,0.47,0.70
     (1.4) ลิ้นจี่สด,,,,,,,,,,,,
     (1.5) กล้วยสด,0.9,2.2,2.2,1.6,157.46,153.39,153.39,-24.55,0.00,0.00,0.00,0.00
     (1.6) ผลไม้จำพวกส้ม สด,1.3,0.7,0.7,0.7,311.35,-49.37,-49.37,-1.10,0.00,0.00,0.00,0.00
     (1.7) เงาะสด,,0.0,0.0,0.1,,,,160.45,,0.00,0.00,0.00
     (1.8) มังคุดสด,80.2,81.9,81.9,73.7,33.81,2.12,2.12,-10.02,0.06,0.05,0.05,0.05
     (1.9) สับปะรดสด,2.0,1.0,1.0,1.1,158.17,-47.65,-47.65,1.13,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,201.7,91.8,91.8,8.1,20.21,-54.47,-54.47,-91.22,0.14,0.06,0.06,0.01
    (2) ผลไม้แช่แข็ง,87.7,23.7,23.7,42.6,-41.13,-72.93,-72.93,79.62,0.06,0.02,0.02,0.03
     (2.1) สับปะรดแช่เย็นจนแข็ง,5.2,2.0,2.0,2.4,3.57,-61.84,-61.84,21.47,0.00,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,14.1,17.0,17.0,32.5,-54.41,20.37,20.37,91.07,0.01,0.01,0.01,0.02
     (2.3) ลำไยแช่เย็นจนแข็ง,,,,,,,,,,,,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,68.4,4.7,4.7,7.7,-38.75,-93.07,-93.07,62.95,0.05,0.00,0.00,0.00
    (3) ผลไม้แห้ง,67.4,244.7,244.7,61.6,-29.79,262.93,262.93,-74.81,0.05,0.15,0.15,0.04
     (3.1) ลำไยแห้ง,26.2,37.2,37.2,32.0,-32.13,41.64,41.64,-13.83,0.02,0.02,0.02,0.02
     (3.2) ผลไม้แห้งอื่น ๆ,41.2,207.5,207.5,29.6,-28.22,403.92,403.92,-85.73,0.03,0.13,0.13,0.02
    (4) ผลไม้อื่น ๆ,14.1,26.7,26.7,27.5,29.04,89.23,89.23,2.93,0.01,0.02,0.02,0.02
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,76.4,83.8,83.8,112.5,-2.09,9.72,9.72,34.23,0.05,0.05,0.05,0.07
    (1) ผักสดหรือแช่เย็น,58.3,63.4,63.4,87.5,9.57,8.78,8.78,38.02,0.04,0.04,0.04,0.06
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,26.5,28.8,28.8,41.2,17.89,8.35,8.35,43.23,0.02,0.02,0.02,0.03
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,16.2,19.5,19.5,20.2,89.25,20.14,20.14,3.87,0.01,0.01,0.01,0.01
     (1.3) พริกสดหรือแช่เย็น,,,,0.3,,,,,,,,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,,,,0.1,,,,,,,,0.00
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,,0.0,0.0,,,,,,,0.00,0.00,
     (1.6) เห็ดสดหรือแช่เย็น,,0.4,0.4,,,,,,,0.00,0.00,
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,15.5,14.8,14.8,25.7,-29.75,-4.80,-4.80,73.71,0.01,0.01,0.01,0.02
    (2) ผักแช่แข็ง,5.4,12.7,12.7,9.6,-6.25,133.51,133.51,-23.90,0.00,0.01,0.01,0.01
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,,3.5,3.5,1.1,,,,-68.20,,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,3.5,7.3,7.3,4.6,24.80,110.28,110.28,-37.42,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,0.0,,,0.2,,,,,0.00,,,0.00
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,,0.0,0.0,0.0,,,,100.00,,0.00,0.00,0.00
     (2.5) ผักแช่แข็งอื่น ๆ,2.0,1.9,1.9,3.8,65.84,-4.17,-4.17,101.80,0.00,0.00,0.00,0.00
    (3) ผักแห้ง,9.8,4.6,4.6,10.0,3.61,-52.51,-52.51,114.74,0.01,0.00,0.00,0.01
    (4) ผักอื่น ๆ,2.9,3.1,3.1,5.3,-70.02,6.85,6.85,74.21,0.00,0.00,0.00,0.00
   1.1.7 เครื่องเทศและสมุนไพร,30.9,39.3,39.3,48.9,16.15,27.31,27.31,24.31,0.02,0.02,0.02,0.03
    (1) พริกไทย,1.9,1.1,1.1,2.5,54.41,-43.28,-43.28,131.29,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.3,,,1.6,-60.29,,,,0.00,,,0.00
     (1.2) พริกไทยบดหรือป่น,1.6,1.1,1.1,0.9,289.44,-31.43,-31.43,-13.61,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,16.8,17.1,17.1,16.2,16.53,1.72,1.72,-5.25,0.01,0.01,0.01,0.01
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",2.2,1.5,1.5,1.1,6.20,-34.65,-34.65,-25.40,0.00,0.00,0.00,0.00
     (3.2) วานิลา,0.1,0.2,0.2,0.3,-87.66,86.98,86.98,43.34,0.00,0.00,0.00,0.00
     (3.3) กานพลู,,,,,,,,,,,,
     (3.4) อบเชยและดอกอบเชย,,,,,,,,,,,,
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,,,0.0,,,,,,,,0.00
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,,0.2,0.2,0.1,,,,-16.01,,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,14.5,15.3,15.3,14.7,25.43,5.62,5.62,-3.81,0.01,0.01,0.01,0.01
    (4) สมุนไพร,9.2,13.7,13.7,20.8,1.38,48.86,48.86,51.79,0.01,0.01,0.01,0.01
    (5) สารสกัดจากสมุนไพร,3.0,7.4,7.4,9.4,60.15,149.70,149.70,25.92,0.00,0.00,0.00,0.01
    (6) หมาก,,,,,,,,,,,,
   1.1.8 กล้วยไม้,38.1,55.2,55.2,54.7,-5.76,44.99,44.99,-0.92,0.03,0.03,0.03,0.03
    (1) ดอกกล้วยไม้,35.7,42.0,42.0,43.8,4.24,17.82,17.82,4.30,0.02,0.03,0.03,0.03
    (2) ต้นกล้วยไม้(พันต้น),2.4,13.2,13.2,10.9,-61.16,448.96,448.96,-17.56,0.00,0.01,0.01,0.01
   1.1.9 ยางพารา,"6,816.2","7,361.9","7,361.9","5,553.8",-25.58,8.01,8.01,-24.56,4.77,4.66,4.66,3.51
    (1) ยางแผ่น,919.6,877.8,877.8,499.8,-25.33,-4.55,-4.55,-43.06,0.64,0.56,0.56,0.32
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,9.1,0.4,0.4,0.3,153.95,-95.91,-95.91,-9.04,0.01,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,,,,,,,,,,,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,870.5,830.2,830.2,467.0,-25.48,-4.63,-4.63,-43.75,0.61,0.53,0.53,0.30
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,40.0,47.2,47.2,32.5,40.71,18.16,18.16,-31.14,0.03,0.03,0.03,0.02
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,"4,725.6","5,073.0","5,073.0","4,195.7",-11.51,7.35,7.35,-17.29,3.31,3.21,3.21,2.65
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,"4,492.7","4,849.8","4,849.8","4,040.8",-11.48,7.95,7.95,-16.68,3.15,3.07,3.07,2.56
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,232.9,223.2,223.2,154.9,-12.27,-4.16,-4.16,-30.61,0.16,0.14,0.14,0.10
    (3) น้ำยางข้น,"1,126.4","1,379.7","1,379.7",837.4,-55.89,22.50,22.50,-39.31,0.79,0.87,0.87,0.53
    (4) ยางพาราอื่น ๆ,44.6,31.4,31.4,20.9,32.31,-29.60,-29.60,-33.45,0.03,0.02,0.02,0.01
     (4.2) ในลักษณะขั้นปฐม,36.5,31.4,31.4,20.9,8.32,-14.00,-14.00,-33.45,0.03,0.02,0.02,0.01
     (4.3) ยางเครฟ,,,,,,,,,,,,
     (4.4) อื่น ๆ,8.1,,,,"4,041,450.00",,,,0.01,,,
   1.1.10 กาแฟ,8.9,9.0,9.0,8.9,-17.20,0.76,0.76,-0.92,0.01,0.01,0.01,0.01
    (1) กาแฟดิบ,5.7,9.0,9.0,8.8,-1.70,57.67,57.67,-2.11,0.00,0.01,0.01,0.01
    (2) กาแฟคั่ว,3.2,,,0.1,-35.27,,,,0.00,,,0.00
   1.1.11 ใบยาสูบ,212.2,112.0,112.0,112.5,53.08,-47.25,-47.25,0.48,0.15,0.07,0.07,0.07
    (1) พันธุ์เวอร์จิเนีย,,,,,,,,,,,,
    (2) พันธุ์เบอร์เลย์,95.3,27.5,27.5,29.3,75.55,-71.20,-71.20,6.62,0.07,0.02,0.02,0.02
    (3) พันธุ์โอเรียนตอล,116.9,84.5,84.5,83.2,38.61,-27.71,-27.71,-1.52,0.08,0.05,0.05,0.05
    (4) เศษใบยาสูบและอื่นๆ,0.0,0.0,0.0,0.0,-14.29,9.52,9.52,-39.13,0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,0.9,2.5,2.5,5.7,-78.92,165.80,165.80,126.90,0.00,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,,,,,,,,,,,,
    (2) พืชน้ำมันอื่น ๆ,0.9,2.5,2.5,5.7,-78.92,165.80,165.80,126.90,0.00,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.0,,,,250.00,,,,0.00,,,
   1.1.15 ธัญญพืช,2.5,1.3,1.3,0.6,-44.48,-49.58,-49.58,-56.20,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,,,,,,,,,,,,
    (2) รำและเศษจากธัญญพืช,2.5,1.3,1.3,0.5,-42.42,-49.57,-49.57,-58.68,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,0.0,,,0.0,,,,,0.00,,,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,54.9,97.5,97.5,84.8,31.14,77.66,77.66,-13.07,0.04,0.06,0.06,0.05
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,12.5,16.6,16.6,4.1,111.30,33.58,33.58,-75.30,0.01,0.01,0.01,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,144.9,185.3,185.3,222.8,91.53,27.88,27.88,20.20,0.10,0.12,0.12,0.14
  1.2 สินค้าประมง,"2,843.0","3,643.4","3,643.4","3,497.2",-10.13,28.15,28.15,-4.01,1.99,2.31,2.31,2.21
   1.2.1 กุ้ง,919.7,"1,303.0","1,303.0",969.8,-2.17,41.68,41.68,-25.57,0.64,0.82,0.82,0.61
    (1) กุ้งสด แช่เย็น แช่แข็ง,915.6,"1,153.4","1,153.4",762.9,-2.50,25.96,25.96,-33.85,0.64,0.73,0.73,0.48
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,86.8,51.3,51.3,10.3,-34.17,-40.87,-40.87,-79.88,0.06,0.03,0.03,0.01
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,0.3,0.0,0.0,,"3,493.75",-99.86,-99.86,,0.00,0.00,0.00,
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,828.5,"1,102.0","1,102.0",752.6,2.64,33.01,33.01,-31.71,0.58,0.70,0.70,0.48
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,0.1,,,,160.00,,,,0.00,,,
    (3) กุ้งต้มสุกแช่เย็น,,148.1,148.1,204.9,,,,38.36,,0.09,0.09,0.13
    (4) กุ้งอื่น ๆ,3.9,1.5,1.5,1.9,342.51,-61.42,-61.42,27.48,0.00,0.00,0.00,0.00
   1.2.2 ปลาหมึก,"1,249.9","1,601.2","1,601.2","1,890.9",-17.95,28.10,28.10,18.10,0.88,1.01,1.01,1.20
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,"1,249.7","1,601.0","1,601.0","1,890.9",-17.74,28.11,28.11,18.11,0.88,1.01,1.01,1.20
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,0.2,0.2,0.2,,-94.00,-23.28,-23.28,,0.00,0.00,0.00,
   1.2.3 ปลา,399.3,347.0,347.0,295.6,-10.22,-13.10,-13.10,-14.81,0.28,0.22,0.22,0.19
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,277.1,226.1,226.1,192.9,-10.86,-18.39,-18.39,-14.72,0.19,0.14,0.14,0.12
    (2) ปลาสด แช่เย็น แช่แข็ง,66.0,58.1,58.1,41.7,24.66,-12.02,-12.02,-28.30,0.05,0.04,0.04,0.03
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),30.8,35.2,35.2,37.0,-39.60,14.44,14.44,5.19,0.02,0.02,0.02,0.02
    (4) ปลามีชีวิต และพันธุ์ปลา,25.4,27.6,27.6,24.1,-15.29,8.36,8.36,-12.75,0.02,0.02,0.02,0.02
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,272.5,36.5,36.5,35.5,7.60,-86.62,-86.62,-2.70,0.19,0.02,0.02,0.02
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,44.6,33.9,33.9,24.6,63.26,-23.93,-23.93,-27.52,0.03,0.02,0.02,0.02
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,226.3,1.6,1.6,10.9,0.54,-99.31,-99.31,598.79,0.16,0.00,0.00,0.01
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,1.7,1.0,1.0,,82.95,-41.62,-41.62,,0.00,0.00,0.00,
   1.2.5 แมงกะพรุน,0.0,255.6,255.6,260.6,,"63,901,325.00","63,901,325.00",1.97,0.00,0.16,0.16,0.16
   1.2.6 ตะพาบน้ำ,1.4,2.0,2.0,1.2,-24.31,44.51,44.51,-43.14,0.00,0.00,0.00,0.00
   1.2.7 กบ,,,,,,,,,,,,
   1.2.8  ประมงอื่น ๆ,0.2,98.1,98.1,43.6,-8.10,"62,566.22","62,566.22",-55.53,0.00,0.06,0.06,0.03
  1.3 ปศุสัตว์,"1,532.3","3,243.6","3,243.6","3,789.7",57.27,111.68,111.68,16.84,1.07,2.05,2.05,2.40
   1.3.1 ไก่,"1,519.9","3,169.3","3,169.3","3,771.8",56.79,108.52,108.52,19.01,1.06,2.01,2.01,2.39
    (1) ไก่สดแช่เย็นแช่แข็ง,4.0,216.6,216.6,453.2,"97,870.73","5,292.96","5,292.96",109.23,0.00,0.14,0.14,0.29
    (2) ไก่แปรรูป,"1,515.8","2,952.6","2,952.6","3,318.6",56.38,94.78,94.78,12.39,1.06,1.87,1.87,2.10
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,,,,7.3,,,,,,,,0.00
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,,,,,,,,,,,,
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,,,,,,,,,,,
   1.3.5 ไข่ไก่สด(พันฟอง),,12.1,12.1,,,,,,,0.01,0.01,
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,,,,0.0,,,,,,,,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,12.4,62.2,62.2,10.6,171.87,401.58,401.58,-82.91,0.01,0.04,0.04,0.01
 2. สินค้าอุตสาหกรรมการเกษตร,"11,219.2","10,902.7","10,902.7","15,867.6",-19.74,-2.82,-2.82,45.54,7.86,6.90,6.90,10.03
  2.1  อาหารทะเลกระป๋องและแปรรูป,"2,242.5","2,405.3","2,405.3","2,139.8",-2.91,7.26,7.26,-11.04,1.57,1.52,1.52,1.35
   2.1.1 อาหารทะเลกระป๋อง,263.4,904.2,904.2,960.1,-28.55,243.25,243.25,6.18,0.18,0.57,0.57,0.61
    (1)  ทูน่ากระป๋อง,109.3,155.0,155.0,154.9,-37.27,41.81,41.81,-0.10,0.08,0.10,0.10,0.10
    (2)  ซาร์ดีนกระป๋อง,0.3,1.8,1.8,2.5,,416.35,416.35,37.96,0.00,0.00,0.00,0.00
    (3)  ปูกระป๋อง,0.5,3.7,3.7,5.4,-33.44,697.84,697.84,44.12,0.00,0.00,0.00,0.00
    (4)  กุ้งกระป๋อง,153.3,495.3,495.3,563.9,-20.88,223.10,223.10,13.85,0.11,0.31,0.31,0.36
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,,,,0.0,,,,,,,,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,,248.4,248.4,233.5,,,,-5.99,,0.16,0.16,0.15
   2.1.2 อาหารทะเลแปรรูป,"1,979.1","1,501.2","1,501.2","1,179.7",1.96,-24.15,-24.15,-21.41,1.39,0.95,0.95,0.75
    (1) กุ้งแปรรูป,"1,083.1","1,107.3","1,107.3",804.4,54.30,2.24,2.24,-27.35,0.76,0.70,0.70,0.51
    (2) ปลาหมึกแปรรูป,71.9,89.4,89.4,92.5,10.10,24.25,24.25,3.51,0.05,0.06,0.06,0.06
    (3) ปูแปรรูป,0.2,0.3,0.3,0.2,-16.84,54.75,54.75,-6.14,0.00,0.00,0.00,0.00
    (4) ปลาแปรรูป,603.2,290.8,290.8,282.2,-36.98,-51.79,-51.79,-2.96,0.42,0.18,0.18,0.18
     (4.1) ปลาทูน่า แปรรูป,,0.0,0.0,0.0,,,,"11,400.00",,0.00,0.00,0.00
     (4.2) ปลาอื่น ๆ แปรรูป,603.2,290.8,290.8,282.2,-36.98,-51.79,-51.79,-2.97,0.42,0.18,0.18,0.18
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,0.0,,,,-77.78,,,,0.00,,,
    (6) หอยลาย แปรรูป,0.9,0.8,0.8,0.3,,-18.97,-18.97,-61.53,0.00,0.00,0.00,0.00
    (7)  อาหารทะเลแปรรูปอื่น ๆ,219.7,12.6,12.6,0.0,1.50,-94.27,-94.27,-100.00,0.15,0.01,0.01,0.00
  2.2 น้ำตาลทรายและกากน้ำตาล,"2,863.9","2,534.3","2,534.3","6,646.5",-53.28,-11.51,-11.51,162.27,2.01,1.60,1.60,4.20
   2.2.1 น้ำตาลทราย,"2,228.1","2,470.0","2,470.0","6,370.8",-58.99,10.85,10.85,157.93,1.56,1.56,1.56,4.03
    (1) น้ำตาลทรายดิบ,"1,087.5",966.5,966.5,"5,127.2",-73.85,-11.13,-11.13,430.51,0.76,0.61,0.61,3.24
    (2) น้ำตาลทรายขาว,"1,140.6","1,503.5","1,503.5","1,243.5",-10.41,31.81,31.81,-17.29,0.80,0.95,0.95,0.79
    (3) น้ำตาลอื่น ๆ(เมตริกตัน),,,,,,,,,,,,
   2.2.2 กากน้ำตาล,635.8,64.3,64.3,275.7,-8.74,-89.89,-89.89,328.76,0.45,0.04,0.04,0.17
  2.3 ผลไม้กระป๋องและแปรรูป,"1,262.9","1,317.2","1,317.2","1,411.7",9.10,4.31,4.31,7.17,0.88,0.83,0.83,0.89
