สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
มาเลเซีย,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (1.6) ผลไม้จำพวกส้ม สด,,0.1,0.0,1.9,,,,"29,201.52",,0.00,0.00,0.00
     (1.7) เงาะสด,5.4,7.2,7.2,11.1,-60.63,33.41,33.41,54.96,0.00,0.00,0.00,0.00
     (1.8) มังคุดสด,4.1,3.2,3.2,8.2,-56.09,-21.87,-21.68,153.24,0.00,0.00,0.00,0.00
     (1.9) สับปะรดสด,2.5,2.6,2.4,0.6,-3.72,2.21,4.99,-75.82,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,60.4,76.5,70.7,265.3,155.29,26.76,28.27,275.32,0.02,0.02,0.02,0.11
    (2) ผลไม้แช่แข็ง,3.7,17.6,15.8,10.2,-88.85,379.29,"1,203.54",-35.43,0.00,0.01,0.01,0.00
     (2.1) สับปะรดแช่เย็นจนแข็ง,,0.1,0.1,,,,,,,0.00,0.00,
     (2.2) ทุเรียนแช่เย็นจนแข็ง,2.3,10.5,10.5,0.8,-90.30,357.93,,-92.04,0.00,0.00,0.00,0.00
     (2.3) ลำไยแช่เย็นจนแข็ง,,0.1,0.1,,,,,,,0.00,0.00,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,1.4,7.0,5.2,9.4,-85.21,402.46,328.13,80.58,0.00,0.00,0.00,0.00
    (3) ผลไม้แห้ง,83.1,68.6,64.6,70.5,1.70,-17.42,-18.72,9.17,0.02,0.02,0.02,0.03
     (3.1) ลำไยแห้ง,39.3,27.9,25.2,25.8,-3.68,-28.99,-32.69,2.32,0.01,0.01,0.01,0.01
     (3.2) ผลไม้แห้งอื่น ๆ,43.8,40.7,39.4,44.7,7.07,-7.05,-6.28,13.54,0.01,0.01,0.01,0.02
    (4) ผลไม้อื่น ๆ,2.2,2.8,2.8,0.2,674.81,27.16,27.16,-93.47,0.00,0.00,0.00,0.00
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,580.1,661.0,595.3,"1,009.2",75.97,13.95,14.42,69.54,0.16,0.21,0.20,0.41
    (1) ผักสดหรือแช่เย็น,520.7,558.9,497.7,813.2,81.55,7.34,5.75,63.41,0.14,0.17,0.17,0.33
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,,0.0,0.0,0.3,,,,913.42,,0.00,0.00,0.00
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,63.7,79.4,66.4,146.2,-10.09,24.73,25.71,120.36,0.02,0.02,0.02,0.06
     (1.3) พริกสดหรือแช่เย็น,336.9,343.0,306.5,452.9,253.37,1.79,-0.32,47.75,0.09,0.11,0.10,0.19
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,,0.2,0.2,1.7,,,,796.68,,0.00,0.00,0.00
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,0.1,0.0,0.0,0.0,,-91.50,-91.50,-77.97,0.00,0.00,0.00,0.00
     (1.6) เห็ดสดหรือแช่เย็น,42.9,37.4,34.3,30.0,-6.44,-12.75,-13.34,-12.60,0.01,0.01,0.01,0.01
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,77.2,98.9,90.3,182.1,3.10,28.18,27.79,101.76,0.02,0.03,0.03,0.07
    (2) ผักแช่แข็ง,11.1,11.2,10.5,150.5,21.33,0.80,26.12,"1,332.28",0.00,0.00,0.00,0.06
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,2.1,2.3,2.3,2.9,-25.91,10.58,90.55,23.63,0.00,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,3.3,2.7,2.5,1.9,23.29,-16.90,-16.16,-23.35,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,,,,,,,,,,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,,0.4,0.4,144.2,,,,"33,431.53",,0.00,0.00,0.06
     (2.5) ผักแช่แข็งอื่น ๆ,5.7,5.7,5.2,1.4,57.19,-0.21,27.31,-72.89,0.00,0.00,0.00,0.00
    (3) ผักแห้ง,39.4,78.0,74.9,23.3,87.73,97.69,127.68,-68.86,0.01,0.02,0.03,0.01
    (4) ผักอื่น ๆ,8.9,13.0,12.2,22.2,-29.90,45.60,45.06,81.47,0.00,0.00,0.00,0.01
   1.1.7 เครื่องเทศและสมุนไพร,24.0,164.0,156.6,74.7,-4.69,582.76,664.52,-52.29,0.01,0.05,0.05,0.03
    (1) พริกไทย,1.3,2.2,2.1,2.1,-41.64,61.84,64.27,1.00,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.8,1.1,1.0,0.6,-59.69,24.70,23.44,-44.37,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,0.5,1.1,1.1,1.6,149.80,125.42,140.53,44.50,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,14.0,137.4,131.9,48.0,43.10,879.43,984.26,-63.61,0.00,0.04,0.04,0.02
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",3.2,16.2,15.9,16.7,-12.03,413.55,474.04,4.83,0.00,0.01,0.01,0.01
     (3.2) วานิลา,,,,,,,,,,,,
     (3.3) กานพลู,,,,,,,,,,,,
     (3.4) อบเชยและดอกอบเชย,0.1,,,,,,,,0.00,,,
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,,,,,,,,,,,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.0,0.1,0.1,0.0,-17.18,287.41,287.41,-98.68,0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,10.8,121.1,115.9,31.3,74.35,"1,024.18","1,146.66",-72.96,0.00,0.04,0.04,0.01
    (4) สมุนไพร,1.1,4.4,4.4,0.4,-73.52,286.85,570.93,-91.67,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,7.5,20.0,18.2,24.1,-14.78,166.27,185.83,32.50,0.00,0.01,0.01,0.01
    (6) หมาก,,,,0.1,,,,,,,,0.00
   1.1.8 กล้วยไม้,2.9,2.7,2.6,3.7,-4.58,-4.27,-4.87,43.41,0.00,0.00,0.00,0.00
    (1) ดอกกล้วยไม้,1.8,1.5,1.4,1.2,-8.54,-19.87,-23.21,-14.02,0.00,0.00,0.00,0.00
    (2) ต้นกล้วยไม้(พันต้น),1.0,1.3,1.2,2.5,3.59,24.15,30.08,108.01,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,"21,082.8","18,184.9","16,597.4","18,276.5",-20.01,-13.75,-15.26,10.12,5.64,5.66,5.59,7.50
    (1) ยางแผ่น,2.2,0.0,0.0,0.0,-99.37,-99.58,-99.58,-97.80,0.00,0.00,0.00,0.00
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,0.4,0.0,0.0,0.0,"1,449.15",-97.65,-97.63,-97.67,0.00,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,0.0,0.0,,,,,,,0.00,0.00,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,1.8,0.0,0.0,,-99.41,-99.99,-99.99,,0.00,0.00,0.00,
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,0.0,,,,-99.99,,,,0.00,,,
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,"1,019.0",931.0,822.2,834.0,-16.42,-8.64,-13.53,1.43,0.27,0.29,0.28,0.34
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,278.9,363.0,332.5,308.8,0.65,30.16,28.86,-7.14,0.07,0.11,0.11,0.13
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,740.1,567.9,489.7,525.2,-21.44,-23.26,-29.31,7.25,0.20,0.18,0.17,0.22
    (3) น้ำยางข้น,"18,183.3","15,828.6","14,592.0","16,840.6",-21.41,-12.95,-13.79,15.41,4.87,4.93,4.92,6.91
    (4) ยางพาราอื่น ๆ,"1,878.4","1,425.3","1,183.2",601.9,13.21,-24.12,-30.71,-49.13,0.50,0.44,0.40,0.25
     (4.2) ในลักษณะขั้นปฐม,"1,742.7","1,295.3","1,067.9",480.0,22.47,-25.67,-32.37,-55.06,0.47,0.40,0.36,0.20
     (4.3) ยางเครฟ,132.8,130.0,115.3,122.0,-43.76,-2.13,-8.41,5.76,0.04,0.04,0.04,0.05
     (4.4) อื่น ๆ,2.8,0.0,0.0,0.0,"2,788,800.00",-99.99,-99.99,-100.00,0.00,0.00,0.00,0.00
   1.1.10 กาแฟ,7.8,2.9,2.9,1.8,65.58,-62.10,-31.33,-38.95,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,0.9,0.8,0.8,0.4,11.19,-10.28,-10.28,-51.17,0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,6.9,2.2,2.1,1.4,76.40,-68.60,-36.77,-34.48,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,1.1,16.0,16.0,0.0,"35,075.00","1,325.35","1,325.35",-99.99,0.00,0.00,0.01,0.00
    (1) พันธุ์เวอร์จิเนีย,0.0,6.9,6.9,0.0,-76.47,"1,723,675.00","1,723,675.00",-100.00,0.00,0.00,0.00,0.00
    (2) พันธุ์เบอร์เลย์,1.1,5.3,5.3,0.0,"93,558.33",372.52,372.52,-99.98,0.00,0.00,0.00,0.00
    (3) พันธุ์โอเรียนตอล,,0.0,0.0,0.0,,,,0.00,,0.00,0.00,0.00
    (4) เศษใบยาสูบและอื่นๆ,0.0,3.8,3.8,0.0,366.67,"274,042.86","274,042.86",-99.98,0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,347.3,161.6,153.7,100.9,100.82,-53.47,-54.15,-34.38,0.09,0.05,0.05,0.04
    (1) ปาล์มน้ำมัน,310.2,126.8,125.5,72.0,131.97,-59.11,-58.82,-42.68,0.08,0.04,0.04,0.03
    (2) พืชน้ำมันอื่น ๆ,37.0,34.7,28.2,28.9,-5.48,-6.27,-7.31,2.61,0.01,0.01,0.01,0.01
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.3,,,,"2,521.14",,,,0.00,,,
   1.1.15 ธัญญพืช,11.1,2.6,1.6,0.5,"1,487.18",-76.74,-84.99,-66.93,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,,,,,,,,,,,,
    (2) รำและเศษจากธัญญพืช,0.6,0.4,0.4,0.3,44.62,-37.35,-37.35,-20.47,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,10.4,2.2,1.2,0.2,"3,955.70",-79.14,-87.96,-82.03,0.00,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,99.9,116.3,109.5,72.1,138.23,16.38,27.65,-34.15,0.03,0.04,0.04,0.03
   1.1.17 ครั่ง,0.1,,,,,,,,0.00,,,
   1.1.18 ฝ้าย,11.0,23.0,18.0,16.1,30.96,108.10,72.43,-10.44,0.00,0.01,0.01,0.01
   1.1.19 สินค้ากสิกรรมอื่น ๆ,103.9,100.3,92.6,82.4,28.27,-3.45,-5.82,-10.94,0.03,0.03,0.03,0.03
  1.2 สินค้าประมง,"2,041.0","1,780.1","1,629.5","1,702.9",13.42,-12.78,-14.09,4.50,0.55,0.55,0.55,0.70
   1.2.1 กุ้ง,849.7,704.7,663.1,528.6,16.73,-17.07,-17.47,-20.29,0.23,0.22,0.22,0.22
    (1) กุ้งสด แช่เย็น แช่แข็ง,815.9,669.3,630.3,497.7,19.93,-17.96,-18.47,-21.03,0.22,0.21,0.21,0.20
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,,6.5,5.7,9.1,,,,61.29,,0.00,0.00,0.00
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,31.6,24.8,23.4,22.3,321.54,-21.67,-20.88,-4.70,0.01,0.01,0.01,0.01
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,784.3,638.1,601.1,466.2,16.57,-18.64,-19.13,-22.44,0.21,0.20,0.20,0.19
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,,,,,,,,,,,,
    (3) กุ้งต้มสุกแช่เย็น,2.0,0.0,0.0,,,-99.99,-99.99,,0.00,0.00,0.00,
    (4) กุ้งอื่น ๆ,31.9,35.3,32.9,30.9,-33.09,10.83,15.21,-6.01,0.01,0.01,0.01,0.01
   1.2.2 ปลาหมึก,16.1,10.0,9.2,24.1,61.55,-37.80,-41.27,162.54,0.00,0.00,0.00,0.01
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,16.1,10.0,9.2,24.1,61.55,-37.80,-41.27,162.54,0.00,0.00,0.00,0.01
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,,,,,,,,,,,,
   1.2.3 ปลา,"1,143.2","1,042.7",936.2,"1,136.4",12.32,-8.79,-10.85,21.39,0.31,0.32,0.32,0.47
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,38.8,111.9,99.6,80.1,-9.28,188.53,171.72,-19.57,0.01,0.03,0.03,0.03
    (2) ปลาสด แช่เย็น แช่แข็ง,864.5,836.6,744.3,845.8,11.98,-3.24,-6.14,13.62,0.23,0.26,0.25,0.35
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),219.7,78.0,77.9,182.5,18.55,-64.49,-61.42,134.36,0.06,0.02,0.03,0.07
    (4) ปลามีชีวิต และพันธุ์ปลา,20.1,16.2,14.4,28.1,14.38,-19.62,-23.14,95.44,0.01,0.01,0.00,0.01
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,17.0,3.9,2.9,4.2,636.80,-76.93,-80.05,48.53,0.00,0.00,0.00,0.00
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,10.4,2.4,1.4,0.5,397.86,-77.30,-82.14,-62.78,0.00,0.00,0.00,0.00
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,6.3,1.1,1.0,3.3,"7,212.41",-82.88,-84.26,233.60,0.00,0.00,0.00,0.00
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,0.3,0.5,0.5,0.5,138.85,47.59,47.59,-8.16,0.00,0.00,0.00,0.00
   1.2.5 แมงกะพรุน,9.2,12.0,12.0,5.0,-69.02,30.55,48.13,-58.25,0.00,0.00,0.00,0.00
   1.2.6 ตะพาบน้ำ,,,,,,,,,,,,
   1.2.7 กบ,2.5,4.6,4.3,3.1,,80.95,111.03,-28.34,0.00,0.00,0.00,0.00
   1.2.8  ประมงอื่น ๆ,3.2,2.2,1.8,1.4,-72.35,-32.43,-38.59,-24.69,0.00,0.00,0.00,0.00
  1.3 ปศุสัตว์,"2,354.7","2,785.2","2,558.4","2,553.7",-0.67,18.28,15.33,-0.18,0.63,0.87,0.86,1.05
   1.3.1 ไก่,"1,935.4","2,471.8","2,261.2","2,258.6",2.15,27.71,25.05,-0.11,0.52,0.77,0.76,0.93
    (1) ไก่สดแช่เย็นแช่แข็ง,"1,916.3","2,469.8","2,259.2","2,255.6",1.24,28.88,26.27,-0.16,0.51,0.77,0.76,0.93
    (2) ไก่แปรรูป,19.1,2.0,2.0,3.1,"1,000.24",-89.75,-89.75,57.04,0.01,0.00,0.00,0.00
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,,,,,,,,,,,,
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,22.4,2.4,2.4,,4.38,-89.19,-87.20,,0.01,0.00,0.00,
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,,,,,,,,,,,
   1.3.5 ไข่ไก่สด(พันฟอง),,,,,,,,,,,,
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,0.2,0.0,0.0,2.4,290.40,-99.55,-99.51,"238,020.00",0.00,0.00,0.00,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,396.7,311.1,294.8,292.7,-12.72,-21.58,-24.61,-0.72,0.11,0.10,0.10,0.12
 2. สินค้าอุตสาหกรรมการเกษตร,"23,724.4","25,325.3","23,675.4","19,144.4",9.85,6.75,7.06,-19.14,6.35,7.89,7.98,7.86
  2.1  อาหารทะเลกระป๋องและแปรรูป,876.8,768.9,739.3,795.6,14.27,-12.31,-12.14,7.60,0.23,0.24,0.25,0.33
   2.1.1 อาหารทะเลกระป๋อง,572.6,538.2,530.6,647.8,40.51,-6.01,-3.96,22.08,0.15,0.17,0.18,0.27
    (1)  ทูน่ากระป๋อง,436.2,395.6,391.2,492.9,28.10,-9.31,-7.85,26.00,0.12,0.12,0.13,0.20
    (2)  ซาร์ดีนกระป๋อง,59.8,95.7,92.5,115.3,77.37,60.05,61.24,24.64,0.02,0.03,0.03,0.05
    (3)  ปูกระป๋อง,8.6,5.0,5.0,,110.79,-41.35,-41.35,,0.00,0.00,0.00,
    (4)  กุ้งกระป๋อง,34.4,21.0,21.0,4.8,214.63,-38.96,-38.96,-77.06,0.01,0.01,0.01,0.00
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,,,,,,,,,,,,
    (7) อาหารทะเลกระป๋องอื่น ๆ,33.6,20.9,20.9,34.8,84.03,-37.78,-24.24,66.64,0.01,0.01,0.01,0.01
   2.1.2 อาหารทะเลแปรรูป,304.2,230.7,208.7,147.8,-15.45,-24.17,-27.77,-29.20,0.08,0.07,0.07,0.06
    (1) กุ้งแปรรูป,42.2,26.5,25.7,3.6,-39.18,-37.05,-39.13,-85.82,0.01,0.01,0.01,0.00
    (2) ปลาหมึกแปรรูป,6.4,9.5,8.3,8.2,-3.96,48.38,29.51,-1.20,0.00,0.00,0.00,0.00
    (3) ปูแปรรูป,2.3,3.2,3.2,,-26.01,36.03,36.03,,0.00,0.00,0.00,
    (4) ปลาแปรรูป,253.0,189.9,170.0,134.9,-8.98,-24.95,-28.50,-20.65,0.07,0.06,0.06,0.06
     (4.1) ปลาทูน่า แปรรูป,0.0,0.0,0.0,,-50.00,200.00,200.00,,0.00,0.00,0.00,
     (4.2) ปลาอื่น ๆ แปรรูป,253.0,189.9,170.0,134.9,-8.98,-24.95,-28.50,-20.65,0.07,0.06,0.06,0.06
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,,,,,,,,,,,,
    (6) หอยลาย แปรรูป,0.2,1.2,1.2,1.1,-85.03,473.85,473.85,-14.30,0.00,0.00,0.00,0.00
    (7)  อาหารทะเลแปรรูปอื่น ๆ,0.1,0.3,0.3,,-94.18,380.97,380.97,,0.00,0.00,0.00,
  2.2 น้ำตาลทรายและกากน้ำตาล,"5,247.8","7,411.3","7,131.4","1,544.6",103.62,41.23,44.78,-78.34,1.40,2.31,2.40,0.63
   2.2.1 น้ำตาลทราย,"5,187.9","7,359.4","7,084.2","1,493.4",106.31,41.86,45.46,-78.92,1.39,2.29,2.39,0.61
