สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
ฮ่องกง,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (1.1) ลำไยสด,542.3,741.5,563.2,477.2,-29.78,36.73,9.80,-15.27,0.13,0.20,0.17,0.15
     (1.2) ทุเรียนสด,"6,092.4","7,083.6","6,991.3","9,030.5",46.02,16.27,21.35,29.17,1.52,1.95,2.08,2.81
     (1.3) มะม่วงสด,19.9,19.3,18.1,33.5,44.42,-3.13,-3.82,85.43,0.00,0.01,0.01,0.01
     (1.4) ลิ้นจี่สด,0.1,0.1,0.1,,-89.00,-19.91,-19.91,,0.00,0.00,0.00,
     (1.5) กล้วยสด,37.9,10.0,8.9,2.4,-14.22,-73.56,-75.31,-72.82,0.01,0.00,0.00,0.00
     (1.6) ผลไม้จำพวกส้ม สด,5.6,5.9,5.9,15.5,-47.57,6.23,6.23,160.24,0.00,0.00,0.00,0.00
     (1.7) เงาะสด,0.2,0.6,0.4,1.7,-81.66,182.68,84.81,351.45,0.00,0.00,0.00,0.00
     (1.8) มังคุดสด,27.6,166.0,166.0,528.5,-82.08,501.72,501.75,218.37,0.01,0.05,0.05,0.16
     (1.9) สับปะรดสด,14.1,8.6,8.2,0.6,37.70,-39.13,-38.93,-93.25,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,305.9,370.4,341.7,232.2,4.87,21.10,24.52,-32.04,0.08,0.10,0.10,0.07
    (2) ผลไม้แช่แข็ง,52.9,51.8,51.3,31.8,-37.99,-2.08,0.81,-37.90,0.01,0.01,0.02,0.01
     (2.1) สับปะรดแช่เย็นจนแข็ง,0.3,0.2,0.2,0.0,122.74,-22.46,-22.46,-96.60,0.00,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,35.8,29.8,29.8,20.8,-43.33,-16.77,-14.62,-30.23,0.01,0.01,0.01,0.01
     (2.3) ลำไยแช่เย็นจนแข็ง,0.6,0.9,0.7,0.5,-57.96,39.11,11.61,-34.21,0.00,0.00,0.00,0.00
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,16.3,21.0,20.6,10.6,-21.33,29.06,36.53,-48.45,0.00,0.01,0.01,0.00
    (3) ผลไม้แห้ง,288.4,403.6,369.2,479.5,-20.16,39.94,48.50,29.88,0.07,0.11,0.11,0.15
     (3.1) ลำไยแห้ง,83.9,73.0,57.3,99.4,-41.42,-13.04,-12.92,73.51,0.02,0.02,0.02,0.03
     (3.2) ผลไม้แห้งอื่น ๆ,204.5,330.6,311.9,380.1,-6.19,61.69,70.60,21.87,0.05,0.09,0.09,0.12
    (4) ผลไม้อื่น ๆ,250.4,211.0,199.7,204.4,18.26,-15.70,-16.26,2.33,0.06,0.06,0.06,0.06
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,338.3,294.5,270.6,306.7,10.56,-12.93,-11.71,13.35,0.08,0.08,0.08,0.10
    (1) ผักสดหรือแช่เย็น,148.8,137.9,127.1,133.8,3.71,-7.31,-1.61,5.26,0.04,0.04,0.04,0.04
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,1.5,0.3,0.3,2.1,16.01,-82.98,-77.63,726.25,0.00,0.00,0.00,0.00
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,0.1,0.1,0.1,1.5,99.17,25.17,43.36,"1,619.20",0.00,0.00,0.00,0.00
     (1.3) พริกสดหรือแช่เย็น,2.3,2.4,2.2,4.3,-28.98,4.11,1.92,93.35,0.00,0.00,0.00,0.00
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,1.8,2.0,1.8,3.7,6.62,8.37,6.40,109.96,0.00,0.00,0.00,0.00
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,18.8,22.5,20.9,19.5,12.10,19.68,22.00,-6.80,0.00,0.01,0.01,0.01
     (1.6) เห็ดสดหรือแช่เย็น,36.8,28.0,25.7,22.1,34.48,-23.98,-2.48,-14.12,0.01,0.01,0.01,0.01
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,87.5,82.7,76.1,80.5,-5.96,-5.46,-5.56,5.77,0.02,0.02,0.02,0.03
    (2) ผักแช่แข็ง,155.0,146.7,134.2,125.3,1.13,-5.35,-6.11,-6.59,0.04,0.04,0.04,0.04
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,0.8,0.3,0.2,12.0,-19.61,-68.26,-65.61,"4,748.00",0.00,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,0.0,1.9,0.6,1.2,209.62,"11,505.59","3,911.18",90.63,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,0.6,,,,-2.77,,,,0.00,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,20.0,17.1,15.7,19.6,-16.14,-14.67,-15.32,24.51,0.00,0.00,0.00,0.01
     (2.5) ผักแช่แข็งอื่น ๆ,133.5,127.5,117.5,92.5,4.53,-4.51,-4.41,-21.29,0.03,0.04,0.03,0.03
    (3) ผักแห้ง,27.1,9.7,9.2,46.9,247.46,-64.16,-66.13,411.44,0.01,0.00,0.00,0.01
    (4) ผักอื่น ๆ,7.3,0.1,0.1,0.7,439.66,-98.25,-98.24,437.28,0.00,0.00,0.00,0.00
   1.1.7 เครื่องเทศและสมุนไพร,28.0,30.4,27.9,35.5,-46.31,8.34,3.18,27.45,0.01,0.01,0.01,0.01
    (1) พริกไทย,4.9,5.2,4.9,7.1,-15.23,4.46,-0.59,45.33,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.3,0.4,0.4,2.0,-26.45,15.07,28.10,475.44,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,4.6,4.8,4.5,5.1,-14.36,3.75,-2.28,12.06,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,7.3,7.6,5.8,17.0,2.29,4.22,-14.97,193.91,0.00,0.00,0.00,0.01
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",3.8,3.9,3.4,4.7,-7.20,1.17,-5.98,36.70,0.00,0.00,0.00,0.00
     (3.2) วานิลา,0.0,,,,-34.04,,,,0.00,,,
     (3.3) กานพลู,0.3,,,,,,,,0.00,,,
     (3.4) อบเชยและดอกอบเชย,0.2,0.2,0.2,0.3,70.02,24.49,-1.25,109.38,0.00,0.00,0.00,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,0.0,0.4,0.4,0.1,-96.49,"4,125.27","4,125.27",-70.79,0.00,0.00,0.00,0.00
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.2,0.4,0.3,0.6,77.11,54.86,42.36,70.54,0.00,0.00,0.00,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,2.7,2.7,1.5,11.3,10.98,-0.54,-40.49,667.65,0.00,0.00,0.00,0.00
    (4) สมุนไพร,2.0,4.1,4.0,4.8,-93.04,104.51,103.39,18.52,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,13.8,12.7,12.3,6.7,29.40,-8.42,-7.74,-45.82,0.00,0.00,0.00,0.00
    (6) หมาก,,0.9,0.9,0.0,,,,-99.07,,0.00,0.00,0.00
   1.1.8 กล้วยไม้,17.9,16.0,14.9,8.6,-9.59,-10.56,-8.99,-42.08,0.00,0.00,0.00,0.00
    (1) ดอกกล้วยไม้,17.9,15.9,14.8,8.6,-9.09,-10.81,-9.14,-42.14,0.00,0.00,0.00,0.00
    (2) ต้นกล้วยไม้(พันต้น),0.0,0.1,0.0,0.0,-83.23,182.14,115.82,-20.80,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,41.4,58.0,55.6,14.5,-76.92,39.88,36.18,-73.87,0.01,0.02,0.02,0.00
    (1) ยางแผ่น,4.3,5.3,5.3,5.0,-57.56,23.58,23.58,-4.22,0.00,0.00,0.00,0.00
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,0.3,0.3,0.3,0.8,-77.96,-3.34,-3.34,188.98,0.00,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,,,,,,,,,,,,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,2.0,1.0,1.0,0.9,87.11,-53.01,-53.01,-6.23,0.00,0.00,0.00,0.00
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,,,,,,,,,,,,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,2.0,4.0,4.0,3.3,-74.56,106.64,106.64,-17.37,0.00,0.00,0.00,0.00
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,0.0,0.0,0.0,,,,"6,020.00",,0.00,0.00,0.00
    (2) ยางแท่ง,6.2,35.2,35.2,0.9,-95.03,468.19,468.19,-97.35,0.00,0.01,0.01,0.00
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,6.2,35.2,35.2,0.9,-94.98,468.19,468.19,-97.35,0.00,0.01,0.01,0.00
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,,,,0.0,,,,,,,,0.00
    (3) น้ำยางข้น,30.9,17.5,15.1,8.6,-29.82,-43.45,-50.09,-43.53,0.01,0.00,0.00,0.00
    (4) ยางพาราอื่น ๆ,0.0,0.0,0.0,0.0,-95.68,-100.00,-100.00,,0.00,0.00,0.00,0.00
     (4.2) ในลักษณะขั้นปฐม,0.0,,,0.0,-98.86,,,,0.00,,,0.00
     (4.3) ยางเครฟ,0.0,0.0,0.0,,,-100.00,-100.00,,0.00,0.00,0.00,
     (4.4) อื่น ๆ,0.0,,,0.0,"2,785.71",,,,0.00,,,0.00
   1.1.10 กาแฟ,1.9,1.4,1.4,0.8,"5,058.33",-24.67,-10.58,-47.47,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,0.3,0.0,0.0,0.3,"3,791.36",-88.99,-88.99,709.51,0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,1.6,1.4,1.4,0.5,"5,430.00",-12.03,8.41,-66.09,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,0.0,,,,-94.37,,,,0.00,,,
    (1) พันธุ์เวอร์จิเนีย,0.0,,,,,,,,0.00,,,
    (2) พันธุ์เบอร์เลย์,0.0,,,,,,,,0.00,,,
    (3) พันธุ์โอเรียนตอล,,,,,,,,,,,,
    (4) เศษใบยาสูบและอื่นๆ,0.0,,,,-98.59,,,,0.00,,,
   1.1.12 พืชน้ำมัน,2.4,6.0,5.6,16.8,-4.19,148.93,135.58,199.01,0.00,0.00,0.00,0.01
    (1) ปาล์มน้ำมัน,0.0,,,,30.36,,,,0.00,,,
    (2) พืชน้ำมันอื่น ๆ,2.4,6.0,5.6,16.8,-4.27,149.69,136.31,199.01,0.00,0.00,0.00,0.01
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.1,,,0.0,-49.22,,,,0.00,,,0.00
   1.1.15 ธัญญพืช,0.7,0.5,0.5,0.3,-21.94,-28.07,-27.46,-36.45,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,,0.0,0.0,,,,,,,0.00,0.00,
    (2) รำและเศษจากธัญญพืช,0.1,0.0,0.0,0.0,-77.12,-67.03,-77.35,158.47,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,0.7,0.5,0.5,0.3,12.14,-23.26,-21.21,-43.48,0.00,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,14.4,9.7,8.3,7.1,-6.37,-32.56,-37.64,-13.69,0.00,0.00,0.00,0.00
   1.1.17 ครั่ง,0.0,,,0.0,,,,,0.00,,,0.00
   1.1.18 ฝ้าย,0.5,0.5,0.5,0.2,34.99,-7.53,-5.29,-53.84,0.00,0.00,0.00,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,64.5,121.4,116.9,47.4,22.39,88.28,95.15,-59.48,0.02,0.03,0.03,0.01
  1.2 สินค้าประมง,"2,126.3","1,971.9","1,826.7","1,282.6",1.34,-7.26,-4.91,-29.79,0.53,0.54,0.54,0.40
   1.2.1 กุ้ง,"1,540.2","1,473.3","1,364.2",776.0,-0.17,-4.34,-1.82,-43.11,0.38,0.41,0.41,0.24
    (1) กุ้งสด แช่เย็น แช่แข็ง,194.4,224.9,204.6,209.1,-29.97,15.68,21.92,2.19,0.05,0.06,0.06,0.07
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,10.6,14.1,12.8,25.3,-54.66,32.74,45.38,98.13,0.00,0.00,0.00,0.01
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,17.1,14.6,14.1,5.2,-4.95,-14.39,-15.28,-63.25,0.00,0.00,0.00,0.00
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,166.7,196.1,177.8,178.6,-29.42,17.67,24.81,0.46,0.04,0.05,0.05,0.06
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,0.0,0.1,0.1,,,89.74,279.49,,0.00,0.00,0.00,
    (3) กุ้งต้มสุกแช่เย็น,190.7,122.0,108.1,44.2,91.67,-36.01,-39.02,-59.11,0.05,0.03,0.03,0.01
    (4) กุ้งอื่น ๆ,"1,155.1","1,126.3","1,051.4",522.8,-0.92,-2.49,0.68,-50.28,0.29,0.31,0.31,0.16
   1.2.2 ปลาหมึก,132.9,72.7,70.4,84.7,-7.57,-45.32,-42.25,20.32,0.03,0.02,0.02,0.03
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,91.3,46.4,46.2,62.4,7.67,-49.12,-46.90,35.17,0.02,0.01,0.01,0.02
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,41.6,26.2,24.2,22.3,-29.46,-37.00,-30.66,-8.02,0.01,0.01,0.01,0.01
   1.2.3 ปลา,356.4,342.2,311.4,340.7,6.71,-3.99,-3.67,9.41,0.09,0.09,0.09,0.11
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,77.4,57.7,52.3,72.1,20.38,-25.43,-24.71,37.77,0.02,0.02,0.02,0.02
    (2) ปลาสด แช่เย็น แช่แข็ง,68.2,114.5,102.9,151.2,69.39,67.92,67.56,46.91,0.02,0.03,0.03,0.05
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),117.6,101.6,94.6,83.4,10.41,-13.68,-10.28,-11.86,0.03,0.03,0.03,0.03
    (4) ปลามีชีวิต และพันธุ์ปลา,93.2,68.4,61.6,34.0,-24.16,-26.58,-29.17,-44.71,0.02,0.02,0.02,0.01
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,57.6,55.9,54.0,53.0,28.84,-2.95,7.53,-1.98,0.01,0.02,0.02,0.02
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,33.5,42.3,40.9,32.8,91.30,26.31,51.80,-19.94,0.01,0.01,0.01,0.01
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,22.3,10.8,10.6,10.6,-10.11,-51.58,-50.84,0.08,0.01,0.00,0.00,0.00
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,1.8,2.8,2.5,9.6,-24.67,57.22,42.44,281.76,0.00,0.00,0.00,0.00
   1.2.5 แมงกะพรุน,,0.1,0.1,,,,,,,0.00,0.00,
   1.2.6 ตะพาบน้ำ,,,,,,,,,,,,
   1.2.7 กบ,33.7,23.1,22.0,22.1,18.74,-31.40,-28.58,0.18,0.01,0.01,0.01,0.01
   1.2.8  ประมงอื่น ๆ,5.5,4.5,4.5,6.0,25.15,-16.86,-14.81,32.88,0.00,0.00,0.00,0.00
  1.3 ปศุสัตว์,"3,212.5","3,569.5","3,132.5","5,705.5",11.31,11.11,8.20,82.14,0.80,0.98,0.93,1.77
   1.3.1 ไก่,"1,961.4","2,026.2","1,853.3","2,231.1",-6.62,3.31,1.90,20.38,0.49,0.56,0.55,0.69
    (1) ไก่สดแช่เย็นแช่แข็ง,644.4,716.8,663.9,"1,116.6",43.40,11.23,10.12,68.18,0.16,0.20,0.20,0.35
    (2) ไก่แปรรูป,"1,317.0","1,309.5","1,189.4","1,114.5",-20.23,-0.57,-2.18,-6.30,0.33,0.36,0.35,0.35
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,25.0,3.0,2.3,5.1,-25.49,-87.84,-90.50,122.22,0.01,0.00,0.00,0.00
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,87.8,711.5,503.8,"2,948.3",37.77,710.05,580.42,485.23,0.02,0.20,0.15,0.92
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,15.5,2.8,2.8,3.4,-35.67,-81.86,-80.24,21.06,0.00,0.00,0.00,0.00
   1.3.5 ไข่ไก่สด(พันฟอง),935.2,688.5,645.1,364.3,134.83,-26.39,-19.00,-43.52,0.23,0.19,0.19,0.11
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,126.4,99.1,87.9,120.4,13.49,-21.61,-20.86,37.02,0.03,0.03,0.03,0.04
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,61.1,38.4,37.3,32.9,-60.48,-37.17,-33.73,-11.84,0.02,0.01,0.01,0.01
 2. สินค้าอุตสาหกรรมการเกษตร,"7,893.6","8,059.0","7,396.8","8,034.4",-1.65,2.10,2.67,8.62,1.96,2.22,2.20,2.50
  2.1  อาหารทะเลกระป๋องและแปรรูป,"1,284.8","1,116.2","1,001.2",962.1,0.78,-13.12,-13.62,-3.91,0.32,0.31,0.30,0.30
   2.1.1 อาหารทะเลกระป๋อง,512.1,497.7,447.9,416.5,-5.46,-2.81,-3.87,-7.01,0.13,0.14,0.13,0.13
    (1)  ทูน่ากระป๋อง,188.3,167.4,145.7,114.1,-9.90,-11.07,-17.31,-21.66,0.05,0.05,0.04,0.04
    (2)  ซาร์ดีนกระป๋อง,23.2,27.3,25.8,45.4,-23.19,17.39,17.94,76.09,0.01,0.01,0.01,0.01
    (3)  ปูกระป๋อง,74.5,69.4,63.5,34.0,25.25,-6.77,-7.54,-46.45,0.02,0.02,0.02,0.01
    (4)  กุ้งกระป๋อง,139.0,140.6,125.9,110.9,-13.38,1.18,1.90,-11.92,0.03,0.04,0.04,0.03
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,26.5,16.9,15.6,18.8,276.98,-36.03,-24.94,20.51,0.01,0.00,0.00,0.01
    (7) อาหารทะเลกระป๋องอื่น ๆ,60.7,76.1,71.4,93.2,-19.72,25.29,30.22,30.58,0.02,0.02,0.02,0.03
   2.1.2 อาหารทะเลแปรรูป,772.6,618.4,553.4,545.6,5.39,-19.96,-20.18,-1.40,0.19,0.17,0.16,0.17
    (1) กุ้งแปรรูป,88.1,86.0,81.0,80.7,53.66,-2.38,0.43,-0.30,0.02,0.02,0.02,0.03
    (2) ปลาหมึกแปรรูป,71.5,68.9,63.4,67.6,-11.96,-3.67,2.68,6.63,0.02,0.02,0.02,0.02
