สินค้าส่งออกสำคัญของไทยตามโครงสร้างสินค้าส่งออก,,,,,,,,,,,,
สิงคโปร์,,,,,,,,,,,,
,มูลค่า : ล้านบาท,,,,อัตราการขยายตัว(%),,,,สัดส่วน (%),,,
     (1.4) ลิ้นจี่สด,0.0,,,4.1,-91.71,,,,0.00,,,0.00
     (1.5) กล้วยสด,0.3,0.1,0.1,0.2,-86.97,-51.02,-32.71,62.81,0.00,0.00,0.00,0.00
     (1.6) ผลไม้จำพวกส้ม สด,0.2,0.8,0.0,2.9,-94.48,410.69,-99.88,"1,462,650.00",0.00,0.00,0.00,0.00
     (1.7) เงาะสด,3.1,1.0,1.0,1.6,438.54,-68.88,-68.88,66.50,0.00,0.00,0.00,0.00
     (1.8) มังคุดสด,12.4,5.8,5.8,2.4,439.24,-52.71,-52.71,-58.22,0.00,0.00,0.00,0.00
     (1.9) สับปะรดสด,6.4,4.1,3.8,1.5,15.65,-35.46,-38.76,-59.78,0.00,0.00,0.00,0.00
     (1.10) ผลไม้สดอื่น ๆ,139.0,117.6,107.8,116.0,66.66,-15.38,-17.66,7.67,0.05,0.04,0.04,0.04
    (2) ผลไม้แช่แข็ง,4.0,2.0,1.7,1.9,157.65,-50.48,-56.44,9.04,0.00,0.00,0.00,0.00
     (2.1) สับปะรดแช่เย็นจนแข็ง,0.3,0.0,0.0,0.0,160.22,-87.01,-87.01,-11.99,0.00,0.00,0.00,0.00
     (2.2) ทุเรียนแช่เย็นจนแข็ง,3.0,0.0,0.0,0.2,946.69,-98.90,-98.90,636.56,0.00,0.00,0.00,0.00
     (2.3) ลำไยแช่เย็นจนแข็ง,,0.0,0.0,,,,,,,0.00,0.00,
     (2.4) ผลไม้แช่เย็นจนแข็งอื่น ๆ,0.7,1.9,1.7,1.6,-40.81,179.82,144.90,-2.98,0.00,0.00,0.00,0.00
    (3) ผลไม้แห้ง,73.2,80.2,78.4,79.1,-27.35,9.62,21.74,0.97,0.02,0.03,0.03,0.03
     (3.1) ลำไยแห้ง,33.5,37.9,37.7,35.2,-11.87,13.00,28.17,-6.66,0.01,0.01,0.01,0.01
     (3.2) ผลไม้แห้งอื่น ๆ,39.7,42.3,40.7,43.9,-36.74,6.77,16.33,8.05,0.01,0.02,0.02,0.02
    (4) ผลไม้อื่น ๆ,118.2,107.9,100.9,112.2,38.90,-8.70,-8.14,11.27,0.04,0.04,0.04,0.04
   1.1.6 ผักสด แช่เย็น แช่แข็งและแห้ง,353.1,371.7,326.1,390.4,2.58,5.28,0.34,19.73,0.12,0.14,0.13,0.14
    (1) ผักสดหรือแช่เย็น,204.2,231.3,195.5,317.9,2.10,13.24,4.14,62.61,0.07,0.08,0.08,0.12
     (1.1) หน่อไม้ฝรั่งสดหรือแช่เย็น,3.6,4.7,4.1,6.5,37.71,29.74,23.12,58.87,0.00,0.00,0.00,0.00
     (1.2) หอมหัวใหญ่ หอมหัวเล็ก กระเทียม สดหรือแช่เย็น,44.1,56.5,39.0,81.1,-14.37,27.94,-4.91,107.94,0.01,0.02,0.02,0.03
     (1.3) พริกสดหรือแช่เย็น,4.4,5.8,5.1,15.9,347.75,32.75,31.64,213.02,0.00,0.00,0.00,0.01
     (1.4) ข้าวโพดอ่อนสดหรือแช่เย็น,1.4,1.8,1.7,1.3,128.71,28.30,37.40,-21.14,0.00,0.00,0.00,0.00
     (1.5) กระเจี๊ยบสดหรือแช่เย็น,,0.2,0.1,0.6,,,,397.49,,0.00,0.00,0.00
     (1.6) เห็ดสดหรือแช่เย็น,42.0,33.6,30.7,14.3,-10.03,-20.13,-20.88,-53.34,0.01,0.01,0.01,0.01
     (1.7) ผักสดหรือแช่เย็นอื่น ๆ,108.7,128.8,114.8,198.1,11.41,18.51,15.42,72.60,0.04,0.05,0.05,0.07
    (2) ผักแช่แข็ง,67.2,84.1,77.8,30.8,2.95,25.11,27.26,-60.41,0.02,0.03,0.03,0.01
     (2.1) พืชผักตระกูลถั่ว แช่แข็ง,1.1,2.8,2.8,4.0,-52.76,158.28,171.19,38.75,0.00,0.00,0.00,0.00
     (2.2) ข้าวโพดหวานแช่แข็ง,1.6,1.7,1.5,3.6,47.22,5.32,4.63,140.27,0.00,0.00,0.00,0.00
     (2.3) กระเจี๊ยบแช่แข็ง,,,,,,,,,,,,
     (2.4) ผักต่าง ๆ ผสมกัน แช่แข็ง,0.1,1.9,1.9,2.3,-44.34,"1,195.02","1,195.02",22.62,0.00,0.00,0.00,0.00
     (2.5) ผักแช่แข็งอื่น ๆ,64.4,77.7,71.6,20.9,4.48,20.70,22.35,-70.76,0.02,0.03,0.03,0.01
    (3) ผักแห้ง,8.1,6.9,6.4,3.7,29.76,-15.00,-15.97,-41.93,0.00,0.00,0.00,0.00
    (4) ผักอื่น ๆ,73.5,49.4,46.4,38.0,1.24,-32.74,-32.29,-18.04,0.02,0.02,0.02,0.01
   1.1.7 เครื่องเทศและสมุนไพร,9.8,15.1,14.3,9.8,-3.98,54.11,68.87,-31.81,0.00,0.01,0.01,0.00
    (1) พริกไทย,1.0,0.7,0.7,0.7,-4.15,-28.66,-11.80,-2.77,0.00,0.00,0.00,0.00
     (1.1) พริกไทยไม่บดหรือไม่ป่น,0.6,0.3,0.3,0.3,19.17,-41.86,-19.55,-17.47,0.00,0.00,0.00,0.00
     (1.2) พริกไทยบดหรือป่น,0.4,0.4,0.4,0.4,-24.04,-10.98,-3.66,10.08,0.00,0.00,0.00,0.00
    (2) มะขามเปียก,,,,,,,,,,,,
    (3) เครื่องเทศ,5.2,9.2,8.6,6.8,112.37,75.87,97.55,-20.39,0.00,0.00,0.00,0.00
"     (3.1) พริกในตระกูลแคปซีกัม, พิเมนตา (แห้ง/ป่น)",0.4,1.0,0.9,0.8,-34.59,142.53,157.50,-5.35,0.00,0.00,0.00,0.00
     (3.2) วานิลา,0.0,,,,-46.15,,,,0.00,,,
     (3.3) กานพลู,0.0,,,,,,,,0.00,,,
     (3.4) อบเชยและดอกอบเชย,,,,0.0,,,,,,,,0.00
     (3.5) ลูกจันทน์เทศ ดอกจันทน์เทศและกระวาน,,,,,,,,,,,,
     (3.6) เมล็ดยี่หร่า โป๊ยกั๊ก เทียนข้าวเปลือก ฯลฯ,0.0,,,0.0,-99.80,,,,0.00,,,0.00
     (3.7) ขิง หญ้าฝรั่น ขมิ้น ไทม์ ใบเบย์ หอมแขก และเครื่องเทศอื่น ๆ,4.8,8.3,7.7,6.0,432.84,70.52,92.61,-22.16,0.00,0.00,0.00,0.00
    (4) สมุนไพร,2.1,1.1,1.1,0.7,-59.07,-48.94,-48.94,-38.00,0.00,0.00,0.00,0.00
    (5) สารสกัดจากสมุนไพร,1.5,4.1,4.0,1.6,-9.23,173.94,208.78,-59.99,0.00,0.00,0.00,0.00
    (6) หมาก,,,,0.0,,,,,,,,0.00
   1.1.8 กล้วยไม้,20.6,17.9,17.2,5.3,-15.01,-13.23,-11.31,-68.94,0.01,0.01,0.01,0.00
    (1) ดอกกล้วยไม้,16.5,14.4,13.8,4.5,-13.79,-12.51,-10.81,-67.06,0.01,0.01,0.01,0.00
    (2) ต้นกล้วยไม้(พันต้น),4.2,3.5,3.4,0.8,-19.51,-16.07,-13.28,-76.50,0.00,0.00,0.00,0.00
   1.1.9 ยางพารา,44.6,33.0,32.0,0.3,-90.34,-26.07,-21.82,-99.21,0.01,0.01,0.01,0.00
    (1) ยางแผ่น,18.7,10.5,9.5,0.3,-95.67,-43.89,-49.22,-97.36,0.01,0.00,0.00,0.00
     (1.1) ยางแผ่นรมควัน ชั้นที่ 1,0.0,1.0,0.0,0.0,"1,800.00","52,410.53",0.00,-100.00,0.00,0.00,0.00,0.00
     (1.2) ยางแผ่นรมควัน ชั้นที่ 2,0.0,0.0,0.0,,,-20.00,-20.00,,0.00,0.00,0.00,
     (1.3) ยางแผ่นรมควัน ชั้นที่ 3,18.7,9.5,9.5,0.3,-95.63,-49.23,-49.23,-97.36,0.01,0.00,0.00,0.00
     (1.4) ยางแผ่นรมควัน ชั้นที่ 4,0.0,0.0,0.0,,-100.00,"1,000.00","1,000.00",,0.00,0.00,0.00,
     (1.5) ยางแผ่นรมควัน ชั้นที่ 5,,,,,,,,,,,,
     (1.6) ยางแผ่นผึ่งแห้ง,,,,,,,,,,,,
     (1.7) ยางแผ่นไม่รมควัน ยางแผ่นดิบ,,,,,,,,,,,,
    (2) ยางแท่ง,1.0,16.0,16.0,0.0,-92.69,"1,515.32","1,518.59",-100.00,0.00,0.01,0.01,0.00
     (2.1) ยางธรรมชาติที่กำหนดไว้ในทางเทคนิค,1.0,16.0,16.0,0.0,-92.69,"1,516.63","1,519.74",-100.00,0.00,0.01,0.01,0.00
     (2.2) ยางแท่งชั้น 5,,,,,,,,,,,,
     (2.3) ทีทีอาร์ เอศเอ็มอาร์ ไอเอสอาร์ เอสเอสอาร์ ไดแน็ท ฯลฯ,,,,,,,,,,,,
     (2.4) ยางแท่งอื่น ๆ,0.0,,,,-30.00,,,,0.00,,,
    (3) น้ำยางข้น,10.5,4.4,4.4,0.0,157.54,-57.71,-34.57,-100.00,0.00,0.00,0.00,0.00
    (4) ยางพาราอื่น ๆ,14.5,2.1,2.1,0.0,22.49,-85.40,-85.40,-100.00,0.00,0.00,0.00,0.00
     (4.2) ในลักษณะขั้นปฐม,14.5,2.1,2.1,0.0,22.48,-85.41,-85.41,-100.00,0.00,0.00,0.00,0.00
     (4.3) ยางเครฟ,0.0,,,,,,,,0.00,,,
     (4.4) อื่น ๆ,0.0,0.0,0.0,,350.00,33.33,33.33,,0.00,0.00,0.00,
   1.1.10 กาแฟ,4.4,0.9,0.8,0.9,110.42,-80.14,-81.01,5.55,0.00,0.00,0.00,0.00
    (1) กาแฟดิบ,2.8,0.1,0.1,0.2,"4,531.25",-95.25,-95.25,41.33,0.00,0.00,0.00,0.00
    (2) กาแฟคั่ว,1.5,0.7,0.7,0.7,-23.26,-52.57,-54.12,-1.45,0.00,0.00,0.00,0.00
   1.1.11 ใบยาสูบ,2.1,3.0,2.4,6.8,34.98,43.09,50.12,177.27,0.00,0.00,0.00,0.00
    (1) พันธุ์เวอร์จิเนีย,2.1,1.9,1.4,4.4,41.92,-7.61,-14.52,215.13,0.00,0.00,0.00,0.00
    (2) พันธุ์เบอร์เลย์,0.0,0.0,0.0,,,33.33,33.33,,0.00,0.00,0.00,
    (3) พันธุ์โอเรียนตอล,,,,,,,,,,,,
    (4) เศษใบยาสูบและอื่นๆ,0.0,1.1,1.1,2.4,-99.21,"175,450.00","175,450.00",127.33,0.00,0.00,0.00,0.00
   1.1.12 พืชน้ำมัน,4.1,6.0,5.6,6.8,-32.57,44.12,74.19,22.83,0.00,0.00,0.00,0.00
    (1) ปาล์มน้ำมัน,0.0,,,,,,,,0.00,,,
    (2) พืชน้ำมันอื่น ๆ,4.1,6.0,5.6,6.8,-32.59,44.17,74.27,22.83,0.00,0.00,0.00,0.00
   1.1.14 เมล็ดมะม่วงหิมพานต์,0.2,0.4,0.4,0.5,-57.48,99.47,216.05,36.33,0.00,0.00,0.00,0.00
   1.1.15 ธัญญพืช,4.1,2.1,1.9,1.7,-58.90,-49.62,-53.95,-10.69,0.00,0.00,0.00,0.00
    (1) ลูกเดือยทั้งเปลือก,0.0,,,,-95.88,,,,0.00,,,
    (2) รำและเศษจากธัญญพืช,2.2,1.1,1.0,0.9,-67.94,-47.64,-55.47,-3.23,0.00,0.00,0.00,0.00
    (3) ธัญญพืชอื่น ๆ,1.9,0.9,0.9,0.8,-14.69,-50.74,-51.20,-18.36,0.00,0.00,0.00,0.00
   1.1.16 เมล็ด ผลและสปอร์ ชนิดที่ใช้ในการเพาะปลูก,5.8,2.0,2.0,54.8,-17.25,-65.07,-64.02,"2,591.12",0.00,0.00,0.00,0.02
   1.1.17 ครั่ง,,,,,,,,,,,,
   1.1.18 ฝ้าย,0.1,0.0,0.0,0.0,805.50,-92.30,-86.90,393.42,0.00,0.00,0.00,0.00
   1.1.19 สินค้ากสิกรรมอื่น ๆ,90.4,118.1,110.7,87.6,-29.50,30.67,32.81,-20.88,0.03,0.04,0.04,0.03
  1.2 สินค้าประมง,682.6,643.3,593.1,461.5,5.99,-5.76,-5.63,-22.19,0.23,0.23,0.23,0.17
   1.2.1 กุ้ง,360.5,317.8,292.3,194.7,51.29,-11.86,-13.34,-33.38,0.12,0.12,0.11,0.07
    (1) กุ้งสด แช่เย็น แช่แข็ง,226.5,257.7,238.2,169.5,25.23,13.78,16.13,-28.83,0.08,0.09,0.09,0.06
     (1.1) กุ้งกุลาดำสด แช่เย็น แช่แข็ง,15.3,0.4,0.4,,-37.90,-97.46,-97.46,,0.01,0.00,0.00,
     (1.2) กุ้งก้ามกรามสด แช่เย็น แช่แข็ง,1.4,3.4,2.7,0.9,-58.44,149.01,147.90,-68.90,0.00,0.00,0.00,0.00
     (1.3) กุ้งอื่น ๆ สด แช่เย็น แช่แข็ง,209.8,254.0,235.1,168.7,37.20,21.04,24.59,-28.24,0.07,0.09,0.09,0.06
    (2) กุ้งแห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน,,,,,,,,,,,,
    (3) กุ้งต้มสุกแช่เย็น,132.2,58.6,52.8,21.9,136.30,-55.66,-59.49,-58.51,0.04,0.02,0.02,0.01
    (4) กุ้งอื่น ๆ,1.8,1.4,1.3,3.3,23.59,-22.30,-28.18,159.85,0.00,0.00,0.00,0.00
   1.2.2 ปลาหมึก,7.3,2.2,2.2,1.2,96.75,-69.63,-69.63,-46.54,0.00,0.00,0.00,0.00
    (1) ปลาหมึก มีชีวิต สด แช่เย็น แช่แข็ง,5.9,1.8,1.8,0.8,58.38,-69.89,-69.89,-54.45,0.00,0.00,0.00,0.00
    (2) ปลาหมึก แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน                            ,1.4,0.4,0.4,0.4,,-68.56,-68.56,-15.27,0.00,0.00,0.00,0.00
   1.2.3 ปลา,311.9,319.7,295.3,262.6,-20.42,2.48,5.08,-11.08,0.10,0.12,0.12,0.10
    (1) เนื้อปลาสด แช่เย็น แช่แข็ง,135.4,165.4,152.7,116.6,9.67,22.15,30.25,-23.64,0.05,0.06,0.06,0.04
    (2) ปลาสด แช่เย็น แช่แข็ง,127.7,104.1,96.6,100.9,-42.90,-18.49,-19.23,4.43,0.04,0.04,0.04,0.04
    (3) ปลาแห้งและส่วนต่าง ๆ แห้ง ใส่เกลือหรือรมควัน(เมตริกตัน),20.5,24.1,21.5,23.4,1.97,17.54,22.50,8.80,0.01,0.01,0.01,0.01
    (4) ปลามีชีวิต และพันธุ์ปลา,28.3,26.1,24.4,21.6,14.45,-7.99,-8.08,-11.51,0.01,0.01,0.01,0.01
   1.2.4 สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ,2.8,3.6,3.2,3.0,-61.42,28.07,14.69,-5.12,0.00,0.00,0.00,0.00
    (1) ปู สด แช่เย็น แช่แข็ง นึ่งหรือต้ม,1.8,1.7,1.3,1.6,-67.90,-8.14,-27.35,21.92,0.00,0.00,0.00,0.00
    (2) หอย มีชีวิต สด แช่เย็น แช่แข็ง แห้ง ใส่เกลือหรือแช่น้ำเกลือ รมควัน ,0.2,0.3,0.3,0.2,-33.35,73.22,64.83,-29.31,0.00,0.00,0.00,0.00
    (3) สัตว์น้ำจำพวกครัสตาเซียและโมลลุสก์ อื่น ๆ อื่น ๆ  ,0.8,1.5,1.5,1.2,-36.66,105.69,105.69,-23.96,0.00,0.00,0.00,0.00
   1.2.5 แมงกะพรุน,,,,,,,,,,,,
   1.2.6 ตะพาบน้ำ,,,,,,,,,,,,
   1.2.7 กบ,,,,,,,,,,,,
   1.2.8  ประมงอื่น ๆ,0.1,0.1,0.1,0.0,-97.70,69.22,69.22,-96.38,0.00,0.00,0.00,0.00
  1.3 ปศุสัตว์,"2,843.0","2,838.3","2,553.0","3,517.6",9.16,-0.16,-1.91,37.78,0.95,1.03,1.00,1.28
   1.3.1 ไก่,"2,567.0","2,554.1","2,288.8","3,195.8",4.98,-0.50,-3.36,39.63,0.86,0.93,0.90,1.16
    (1) ไก่สดแช่เย็นแช่แข็ง,82.5,81.7,77.0,697.3,73.25,-0.97,0.80,805.96,0.03,0.03,0.03,0.25
    (2) ไก่แปรรูป,"2,484.6","2,472.4","2,211.8","2,498.5",3.62,-0.49,-3.50,12.96,0.83,0.90,0.87,0.91
   1.3.2 เป็ดสดแช่เย็นแช่แข็ง,7.2,9.7,8.6,5.3,383.29,35.72,46.14,-38.22,0.00,0.00,0.00,0.00
   1.3.3 สุกรสดแช่เย็นแช่แข็ง,0.0,,,,,,,,0.00,,,
   1.3.4 กระดูกสัตว์และขนสัตว์ปีก,,0.0,0.0,,,,,,,0.00,0.00,
   1.3.5 ไข่ไก่สด(พันฟอง),33.4,31.1,29.7,226.2,94.55,-6.84,36.15,661.02,0.01,0.01,0.01,0.08
   1.3.6 เนื้อและส่วนต่าง ๆ ของสัตว์ที่บริโภคได้,2.7,0.0,0.0,0.0,286.45,-99.20,-99.20,-100.00,0.00,0.00,0.00,0.00
   1.3.7 สินค้าปศุสัตว์อื่น ๆ,232.7,243.3,225.8,90.3,66.42,4.57,10.65,-60.02,0.08,0.09,0.09,0.03
 2. สินค้าอุตสาหกรรมการเกษตร,"9,456.2","9,803.3","8,991.0","10,635.8",5.83,3.67,2.96,18.29,3.17,3.57,3.53,3.87
  2.1  อาหารทะเลกระป๋องและแปรรูป,851.6,752.0,696.7,975.5,6.62,-11.70,-11.02,40.02,0.29,0.27,0.27,0.36
   2.1.1 อาหารทะเลกระป๋อง,425.8,384.9,360.3,672.9,8.10,-9.62,-11.74,86.77,0.14,0.14,0.14,0.25
    (1)  ทูน่ากระป๋อง,284.7,248.4,231.4,499.7,21.52,-12.75,-15.46,115.95,0.10,0.09,0.09,0.18
    (2)  ซาร์ดีนกระป๋อง,18.7,17.4,17.2,56.0,-50.38,-6.70,-5.81,225.85,0.01,0.01,0.01,0.02
    (3)  ปูกระป๋อง,37.7,35.4,34.1,13.5,-12.72,-6.13,-9.51,-60.41,0.01,0.01,0.01,0.00
    (4)  กุ้งกระป๋อง,22.8,28.4,27.0,6.9,48.48,24.47,26.19,-74.39,0.01,0.01,0.01,0.00
    (5) หอยลายกระป๋อง(เมตริกตัน),,,,,,,,,,,,
    (6) ปลาหมึกกระป๋อง,1.1,1.0,1.0,1.4,-10.64,-10.69,5.78,36.87,0.00,0.00,0.00,0.00
    (7) อาหารทะเลกระป๋องอื่น ๆ,60.7,54.2,49.6,95.5,-2.24,-10.79,-11.77,92.40,0.02,0.02,0.02,0.03
   2.1.2 อาหารทะเลแปรรูป,425.8,367.1,336.4,302.5,5.17,-13.78,-10.23,-10.06,0.14,0.13,0.13,0.11
    (1) กุ้งแปรรูป,65.4,69.8,64.8,56.8,23.77,6.78,22.90,-12.24,0.02,0.03,0.03,0.02
    (2) ปลาหมึกแปรรูป,67.4,62.6,57.0,38.1,-7.13,-7.06,-10.18,-33.19,0.02,0.02,0.02,0.01
    (3) ปูแปรรูป,0.7,0.2,0.2,0.7,-35.47,-63.28,-37.29,192.10,0.00,0.00,0.00,0.00
    (4) ปลาแปรรูป,291.7,233.1,213.1,204.0,5.12,-20.09,-17.28,-4.26,0.10,0.08,0.08,0.07
     (4.1) ปลาทูน่า แปรรูป,,0.4,0.1,,,,,,,0.00,0.00,
     (4.2) ปลาอื่น ๆ แปรรูป,291.7,232.7,213.0,204.0,5.54,-20.23,-17.31,-4.22,0.10,0.08,0.08,0.07
    (5) สัตว์น้ำประเภทครัสตาเซีย แปรรูป,,,,,,,,,,,,
    (6) หอยลาย แปรรูป,0.4,0.4,0.4,0.7,84.80,-1.84,13.48,74.50,0.00,0.00,0.00,0.00
    (7)  อาหารทะเลแปรรูปอื่น ๆ,0.3,1.0,0.9,2.2,-15.26,219.72,315.64,145.91,0.00,0.00,0.00,0.00
