"Name","Gross Import","Share"
"United Arab Emirates","104343","4.6461477355913"
"China","52162","2.3226508551978897"
"Egypt","2391","0.10646559171002175"
"India","704781","31.382235964442007"
"South Korea","18915","0.8422403459619662"
"Sri Lanka","3641","0.16212514404692144"
"Myanmar","726904","32.36732098552139"
"Malaysia","2539","0.11305568270671067"
"New Zealand","38645","1.7207707200475912"
"Singapore","1289","0.05739613036981098"
"Thailand","279272","12.435323600184523"
"Tanzania","30132","1.3417069048123695"
"United States of America","273353","12.171764487958834"
"Vietnam","4094","0.1822961658138139"
"Taiwan","3335","0.1484996856348484"
