"Name","Gross Import","Share"
"United Arab Emirates","25456","0.23530290442316956"
"Australia","866355","8.008164981204239"
"Switzerland","10514","0.09718631116849485"
"Germany","43578","0.4028138737017946"
"Denmark","26308","0.24317837875411477"
"France","4971841","45.957284240658225"
"India","2089","0.019309701733972392"
"South Korea","4969","0.0459310234160406"
"Malaysia","29747","0.2749668250265566"
"New Zealand","4077918","37.694294052463974"
"Singapore","424120","3.9203593582634615"
"Thailand","333414","3.081917134480934"
"Taiwan","2087","0.01929121470502651"
