"Name","Gross Import","Share"
"United Arab Emirates","211188","1.1627348725763968"
"Argentina","1129766","6.220137157656428"
"Australia","1768880","9.738898334199561"
"Canada","16711","0.09200552330446886"
"China","310914","1.7117949418159073"
"Djibouti","162159","0.8927965803081422"
"Egypt","22631","0.12459918603934143"
"Hong Kong","5119","0.028183608030373772"
"Indonesia","90438","0.4979232551379064"
"India","663312","3.6519877729719257"
"Iran","13292","0.07318158193782538"
"Italy","10385","0.05717655194284658"
"Sri Lanka","10820","0.05957152547150697"
"Myanmar","12434810","68.46216272165893"
"Poland","8535","0.046991032338198895"
"Singapore","61283","0.3374049718549318"
"Thailand","687075","3.7828193958720564"
"Turkey","31895","0.1756038636703988"
"Tanzania","29600","0.16296831367436287"
"Ukraine","5678","0.031261286656859205"
"United States of America","202653","1.115743840238198"
"Uzbekistan","226571","1.2474288445106105"
"Vietnam","33979","0.18707771386287758"
"Yemen","2934","0.016153683524343942"
"South Africa","19694","0.10842898545617913"
"Taiwan","2718","0.014964455289422918"
