"Name","Gross Import","Share"
"Australia","134578","0.037792654229963425"
"Bangladesh","289964","0.08142868218532831"
"Brunei","25216","0.007081243361193938"
"China","132551","0.03722342515742455"
"Germany","8447","0.0023721154295687336"
"Spain","6444","0.0018096261191122198"
"Hong Kong","1391","0.00039062537735647075"
"Indonesia","24803","0.0069652632886934174"
"India","24388276","6.848799076616649"
"Italy","62554","0.01756662822081716"
"Japan","507579","0.1425400707499785"
"Cambodia","23209002","6.51763131870387"
"South Korea","96522","0.027105638154709757"
"Lebanon","1894","0.0005318795576658201"
"Myanmar","258614","0.07262486796525258"
"Niger","17635","0.004952321013430167"
"Pakistan","35813706","10.057327405308197"
"Singapore","1910463","0.5365027536308952"
"Thailand","170393732","47.85055058352074"
"Uruguay","52193","0.014657016765180645"
"United States of America","1058658","0.2972959602742247"
"Vietnam","97427865","27.36002626215693"
"Taiwan","273569","0.0768245822128198"
