"Name","Gross Import","Share"
"Brazil","3140","0.3499426049549198"
"Colombia","20504","2.285102921017731"
"Ecuador","5542","0.6176375530764858"
"Fiji","21298","2.3735915924617457"
"United Kingdom","16344","1.8214846927972004"
"Guatemala","25922","2.888921084599182"
"India","5624","0.6267761816135251"
"Sri Lanka","33396","3.721873641743472"
"New Zealand","1755","0.1955889400305364"
"Philippines","112723","12.562605177813193"
"Thailand","482140","53.732906864001606"
"United States of America","19004","2.1179328868035974"
"Vietnam","149898","16.705635859086808"
