"Name","Gross Import","Share"
"Australia","3690","0.01743480775738383"
"Canada","5412","0.02557105137749628"
"China","11465","0.05417075093181724"
"France","34558","0.1632824082600733"
"United Kingdom","12494","0.05903265260725029"
"Indonesia","28696","0.13558516081460337"
"Italy","1256","0.005934449469721976"
"Japan","1981","0.009359987579235058"
"South Korea","6650","0.03142045300449931"
"Myanmar","23895","0.11290101120940017"
"Mauritius","12372","0.05845621722882188"
"Malaysia","157648","0.744867906053129"
"Norway","784591","3.7070984425944546"
"Thailand","8639","0.0408182396249428"
"United States of America","35757","0.16894753956118527"
"Vietnam","11265","0.05322577490160673"
"Taiwan","20024189","94.61189314702439"
