"Name","Gross Import","Share"
"United Arab Emirates","9449","0.00917533053572336"
"Australia","10923","0.010606639373659252"
"Bangladesh","964967","0.937018857134656"
"China","90286520","87.67156989313133"
"India","298184","0.28954775748376915"
"Sri Lanka","77320","0.07508059657340779"
"Myanmar","11131209","10.80881805875952"
"Philippines","6461","0.006273871371712206"
"Thailand","92953","0.0902608211754782"
"United States of America","42781","0.041541942602262794"
"Uzbekistan","2019","0.001960524113834847"
"Vietnam","59880","0.05814570774464122"
