"Name","Gross Import","Share"
"Australia","1104286","22.073478049073984"
"Austria","15341","0.3066499319477418"
"Switzerland","34201","0.6836408527830465"
"China","431720","8.62961401606669"
"Germany","287871","5.75422870476034"
"Denmark","22117","0.4420948142160358"
"France","122440","2.447442648307249"
"Indonesia","40363","0.8068125417643376"
"Ireland","233631","4.670030001361245"
"South Korea","1164","0.0232670960685204"
"Malaysia","140480","2.8080426595410186"
"Netherlands","1206","0.024106630462745363"
"New Zealand","664988","13.292388041592131"
"Singapore","31359","0.626832358773824"
"Thailand","1801841","36.01684505773098"
"United States of America","45958","0.9186505164235914"
"Vietnam","23807","0.4758760791265164"
