"Name","Gross Import","Share"
"Argentina","534889","0.4321132524831654"
"Australia","47442736","38.326895785219286"
"Belgium","87357","0.0705718707940748"
"Brazil","800455","0.646652321353425"
"Canada","3672570","2.966907466169801"
"Egypt","842","0.0006802146961160637"
"Spain","20950","0.016924581809538642"
"France","1099912","0.8885704356703229"
"United Kingdom","2502085","2.0213242136954412"
"India","13824","0.011167800426494614"
"Ireland","320061","0.2585631779734008"
"Italy","165052","0.13333823755742108"
"Japan","22188671","17.925249526703464"
"South Korea","2713560","2.192165547259746"
"Macao","2986","0.002412257817817775"
"Netherlands","594103","0.4799496337371043"
"New Zealand","5353836","4.3251281802793855"
"Panama","263884","0.21318025518989475"
"Poland","84945","0.06862332228216038"
"Paraguay","4470","0.0036111160233239965"
"Sweden","2022","0.0016334846977989082"
"Tanzania","38971","0.03148295358947639"
"United States of America","35702110","28.84216140659416"
"South Africa","145547","0.11758100757197712"
"Undeclared","28609","0.023111950405207207"
