"Name","Gross Import","Share"
"Argentina","20026","2.297966874209665"
"Australia","325823","37.387918748407856"
"China","276777","31.759930966899454"
"Hong Kong","2648","0.3038558016032754"
"India","119029","13.658478930904936"
"Jordan","5250","0.6024331413962221"
"Sri Lanka","2548","0.29238088462429973"
"Myanmar","72326","8.299348454213934"
"Thailand","39624","4.5468211037493145"
"United States of America","1481","0.16994352045862948"
"Vietnam","4605","0.528419926881829"
"Taiwan","1329","0.1525016466505865"
