"Name","Gross Import","Share"
"Australia","600709","0.7267073959473611"
"Brunei","259124","0.31347512234287145"
"Canada","27872","0.033718137300830925"
"Switzerland","1858","0.002247714520125713"
"Chile","280342","0.33914358665289696"
"China","403242","0.4878217968377463"
"Spain","26054","0.03151881275960997"
"France","46003","0.05565210498888222"
"United Kingdom","221051","0.2674163306718563"
"Hong Kong","3407","0.004121616453212219"
"Indonesia","39830156","48.18451021532415"
"India","469216","0.5676338085442983"
"Ireland","3469","0.0041966209205145846"
"Iran","111349","0.1347043940266297"
"Iceland","7092","0.008579543259812463"
"Japan","1053975","1.2750457004033897"
"South Korea","101023","0.12221252097236808"
"Macao","43144","0.052193431246665103"
"Myanmar","2773458","3.3551893528303656"
"Netherlands","207867","0.25146699362485014"
"Norway","19893922","24.066661647819355"
"New Zealand","192353","0.2326989403066422"
"Oman","65952","0.07978539721815447"
"Pakistan","33303","0.040288286686623584"
"Philippines","3460","0.004185733175261015"
"Saudi Arabia","45667","0.05524562916608231"
"Singapore","2475514","2.9947517559604324"
"Thailand","13239284","16.01621683685039"
"United States of America","11299","0.013668959291119715"
"Vietnam","203333","0.24598198951599654"
"Taiwan","27245","0.03295962438149895"
