"Name","Gross Import","Share"
"Argentina","110076","0.17168163814690013"
"Australia","37332275","58.22582695365534"
"Belgium","7610","0.011869047442656983"
"Brazil","26133","0.0407587144308745"
"Denmark","6661","0.010388925757626564"
"France","33263","0.05187912287583432"
"United Kingdom","92579","0.1443921870162603"
"Ireland","225211","0.3512536193966126"
"Japan","6978307","10.883818246048005"
"Malaysia","35270","0.05500936968495556"
"Netherlands","497775","0.776362035580628"
"New Zealand","11828226","18.448065119115483"
"United States of America","6942964","10.828695020848816"
