"Name","Gross Import","Share"
"United Arab Emirates","14215","0.05888327648670435"
"Argentina","1568912","6.498957374555631"
"Australia","5086903","21.071650778054575"
"China","3109926","12.88235191777633"
"Ethiopia","31179","0.1291538288835002"
"Indonesia","9150036","37.90250437223344"
"India","31634","0.13103859081114355"
"Myanmar","4582163","18.98084916188158"
"Mozambique","20392","0.08447047302967817"
"Malaysia","41753","0.17295486761515066"
"Turkey","307585","1.2741197747564514"
"Tanzania","67334","0.27891991128777704"
"Uzbekistan","126273","0.5230649294270572"
"Taiwan","2675","0.011080743200980242"
