"Name","Gross Import","Share"
"Australia","32736670","14.517820952313375"
"Canada","66108","0.02931709631784579"
"Hong Kong","7685","0.003408088055948522"
"New Zealand","18458213","8.185714412420785"
"Panama","112417","0.049853875730067006"
"Paraguay","90941","0.04032985502875921"
"United States of America","174020966","77.17355572013322"
