"Name","Gross Import","Share"
"Australia","13134189","92.76101584775208"
"Brunei","28225","0.19934079464691748"
"Canada","12030","0.0849626132720077"
"Germany","26656","0.18825963585857333"
"Spain","5141","0.03630862799928442"
"France","18423","0.13011356810558586"
"India","221327","1.5631355201707104"
"Italy","19367","0.1367806260381524"
"Japan","30680","0.21667938280841198"
"Netherlands","22350","0.15784824660260782"
"New Zealand","262134","1.8513374619654588"
"Qatar","19812","0.13992346584746604"
"Singapore","191104","1.3496837279080431"
"United States of America","167731","1.1846104810246985"
