"Name","Gross Import","Share"
"Argentina","727201","0.5508415149257052"
"Australia","45244761","34.2720825352158"
"Belgium","30116","0.022812321577531575"
"Brazil","813307","0.6160652419065438"
"Canada","3210284","2.4317316696508295"
"Germany","14240","0.010786540684820349"
"Spain","68653","0.05200339730582665"
"France","680639","0.5155716478353538"
"United Kingdom","7560961","5.7272902698623565"
"Ireland","1213395","0.9191246161697744"
"Italy","387209","0.29330376629414345"
"Japan","23042293","17.45411733961033"
"South Korea","2405293","1.8219656463071343"
"Macao","13445","0.01018434266203719"
"Mexico","13046","0.009882107427961114"
"Namibia","3923","0.0029716010608532464"
"Netherlands","455488","0.3450238654106356"
"New Zealand","5827258","4.414041818675902"
"Poland","297848","0.22561443608794743"
"Paraguay","17415","0.013191545367004662"
"Sweden","18828","0.01426186713580039"
"Tanzania","1269691","0.9617678110007186"
"Uruguay","6200","0.004696387095918972"
"United States of America","38409730","29.09467102092449"
"Vietnam","2356","0.0017846270964492093"
"South Africa","238401","0.1805844161377708"
"Taiwan","11574","0.00876709423357519"
"Undeclared","32820","0.024860552336783977"
