"Name","Gross Import","Share"
"United Arab Emirates","725","0.0023376654950287208"
"Argentina","195408","0.630066950417341"
"Australia","3690727","11.900255392373607"
"Canada","216096","0.6967726383637606"
"China","4123859","13.296831573329165"
"Spain","1721","0.005549134230268177"
"Indonesia","14933961","48.1525590811098"
"Japan","3377","0.010888684657533778"
"Myanmar","7538600","24.30720703561864"
"Singapore","9822","0.03166972481678909"
"Thailand","176918","0.5704484193786086"
"United States of America","86181","0.277879103485614"
"Vietnam","18327","0.059092959348126015"
"South Africa","15691","0.05059353004482159"
"Taiwan","2434","0.007848107330896421"
