"Name","Gross Import","Share"
"Australia","3106705","43.34831157154015"
"Bangladesh","1930","0.026929573722987054"
"China","19546","0.2727282113935259"
"Ecuador","565569","7.8914673994487385"
"Fiji","50736","0.7079268665334048"
"Hong Kong","5966","0.08324447504214548"
"Indonesia","25545","0.35643314028689344"
"India","689802","9.624908711535708"
"Mexico","1060181","14.792861346741004"
"Peru","717570","10.01235969761856"
"Philippines","530251","7.3986701534650825"
"Thailand","154378","2.154058928604816"
"United States of America","205192","2.863074140604746"
"Vietnam","31173","0.4349614516407645"
"South Africa","2298","0.03206433182146334"
