"Name","Gross Import","Share"
"Australia","19158254","16.431291550148387"
"Austria","144198","0.12367303298872105"
"Belgium","1736963","1.489725810338478"
"Brazil","8764","0.007516542955610697"
"Canada","105864","0.09079544767831707"
"Switzerland","1360455","1.166809498707822"
"China","25439704","21.818647637382618"
"Czechia","14456","0.012398350635133299"
"Germany","4584521","3.9319658862847224"
"Denmark","683302","0.5860416287830558"
"Spain","220414","0.1890405407368754"
"France","13091661","11.22820998023657"
"United Kingdom","2884774","2.4741587960096867"
"Indonesia","825774","0.7082343385014226"
"India","232399","0.19931961049075428"
"Ireland","2036106","1.7462891614761153"
"Italy","226743","0.1944686786152483"
"Japan","8372842","7.181061907067707"
"South Korea","496437","0.42577476440603695"
"Macao","2301","0.0019734784733980164"
"Malaysia","1394605","1.196098629462512"
"Netherlands","1433847","1.2297549711631142"
"Norway","7612","0.0065285172270776615"
"New Zealand","6668549","5.719355888874345"
"Pakistan","23986","0.02057186208732065"
"Philippines","93325","0.08004123360707077"
"Poland","453525","0.38897080601818135"
"Saudi Arabia","33487","0.02872050136405014"
"Singapore","371592","0.31870004905993726"
"Slovenia","820245","0.7034923296011977"
"Thailand","13569337","11.637894162443814"
"United States of America","2771772","2.3772413625238444"
"Vietnam","7328340","6.285233044650855"
