"Name","Gross Import","Share"
"Argentina","794041","1.1076924768100371"
"Australia","38534163","53.75541370693918"
"Brazil","715508","0.9981384194234253"
"Canada","57453","0.08014731716645244"
"Germany","5515","0.007693461684733351"
"Spain","66266","0.09244151078885589"
"France","25070","0.03497281676088216"
"United Kingdom","291544","0.4067058192953581"
"Ireland","297128","0.4144955364390664"
"Japan","8971308","12.515034335438221"
"Netherlands","493555","0.6885125080341921"
"New Zealand","11961550","16.686441815960514"
"Poland","59210","0.082598343853683"
"Ukraine","742","0.0010350949356431817"
"Uruguay","6784","0.009463725125880519"
"United States of America","9325523","13.009166616609177"
"South Africa","78886","0.11004649473470084"
