"Name","Gross Import","Share"
"Australia","2732393","5.211924878047626"
"Austria","13465","0.025683921925913036"
"Belgium","1290717","2.4619884631599476"
"Canada","51629","0.09848014891295687"
"Switzerland","97565","0.18610113945055365"
"Cyprus","299346","0.5709899214878844"
"Czechia","40421","0.07710135968565397"
"Germany","3152148","6.012589909463269"
"Denmark","853877","1.6287345118702445"
"Spain","123643","0.23584382908916934"
"France","13882463","26.48021506360018"
"United Kingdom","38934","0.0742649696445227"
"Hong Kong","6680","0.01274181941812841"
"Indonesia","29174","0.05564817959647878"
"Italy","221787","0.4230493867198272"
"Japan","1469522","2.8030514902645063"
"Netherlands","136813","0.26096505090604827"
"Norway","7957","0.015177643279947273"
"New Zealand","9075370","17.310887079745516"
"Philippines","11567","0.022063566648127447"
"Poland","188090","0.3587737746041576"
"Slovenia","229532","0.43782264890446865"
"Thailand","3612","0.006889738284173626"
"Uruguay","196874","0.37552888564739717"
"United States of America","18272215","34.8534826196433"
