"Name","Gross Import","Share"
"Australia","347910","0.858545991127445"
"Brazil","646604","1.5956404588743367"
"China","15919","0.03928370450046793"
"Indonesia","1961","0.004839207520913224"
"India","532518","1.3141076545750474"
"Myanmar","38090","0.09399562186210336"
"Pakistan","71536","0.17653113167570036"
"Peru","3025865","7.467000849193315"
"Philippines","7665822","18.917135888007166"
"Singapore","988","0.0024381116933514867"
"Thailand","24496892","60.45157776919887"
"United States of America","26447","0.06526390683609996"
"Vietnam","1331600","3.286021792375344"
"Taiwan","2321012","5.727617912559839"
