"Name","Gross Import","Share"
"Angola","770016","0.4420940127487389"
"United Arab Emirates","319547","0.18346348061835244"
"Australia","180180","0.10344784941750272"
"Canada","530325","0.3044787475987186"
"China","2789753","1.6016980145189614"
"Egypt","19422","0.011150872080068474"
"Spain","4855194","2.787542334358767"
"Fiji","65678","0.03770811329805052"
"France","280858","0.161250727559668"
"United Kingdom","1386097","0.7958083790323691"
"Ghana","172815","0.09921933675816257"
"Greece","28096","0.016130928944578512"
"Guyana","88469","0.05079325002839964"
"Croatia","18934","0.010870693644527675"
"Ireland","1097","0.0006298273438283965"
"Iceland","79892","0.04586888436931472"
"Italy","11662","0.006695575646059033"
"Japan","30878397","17.728403613663378"
"Morocco","5297756","3.041633172042799"
"Mexico","710391","0.4078611454964434"
"Malta","956890","0.5493851294767131"
"Myanmar","109503","0.0628696295635742"
"Mozambique","246859","0.14173067299009492"
"Netherlands","1501","0.000861778343743321"
"Norway","121888489","69.98058639027049"
"New Zealand","180270","0.103499521669959"
"Philippines","38368","0.02202845535825699"
"Palau","8903","0.0051115340402043885"
"Russia","16161","0.009278614132735383"
"Senegal","22527","0.012933564789810654"
"Singapore","2694","0.0015467227568584324"
"Sierra Leone","10831","0.006218468515045908"
"Thailand","22328","0.012819311698268401"
"Turkey","1204840","0.6917421849938061"
"United States of America","952959","0.5471282003166499"
"Vietnam","22845","0.013116140081822898"
"Taiwan","4171","0.0023947218332800745"
