"Name","Gross Import","Share"
"Australia","5189030","4.170756486778883"
"Bangladesh","90358","0.07262652453972443"
"Brazil","4432","0.003562282883198596"
"Brunei","23959","0.019257386191009737"
"Canada","409630","0.32924592451368245"
"Chile","10569","0.0084949837076999"
"China","2980349","2.395497795274831"
"Germany","82810","0.06655971244532394"
"Spain","23965","0.01926220877614042"
"France","820818","0.6597441136329659"
"Faroe Islands","46319","0.03722955344469218"
"United Kingdom","387099","0.3111363135837755"
"Greece","122407","0.09838636301527312"
"Hong Kong","125167","0.10060475217538777"
"Croatia","725","0.000582729036624319"
"Indonesia","32703565","26.285954381559723"
"India","2491167","2.0023108220417862"
"Ireland","46972","0.03775441145974829"
"Iceland","1712","0.00137604429062184"
"Israel","1461","0.0011742994793215587"
"Italy","10537","0.008469263253669585"
"Jordan","3023","0.0024297791416762983"
"Japan","3519388","2.8287580396512952"
"South Korea","156021","0.12540409244574188"
"Sri Lanka","17616","0.014159109943688282"
"Morocco","929","0.0007466969310675756"
"Maldives","22921","0.0184230789634014"
"Mexico","3441","0.002765752572447285"
"Malta","6358","0.0051103327101481655"
"Myanmar","1563654","1.2568090883224314"
"Mauritius","12863","0.01033881875599809"
"Malaysia","11875568","9.54515627587116"
"Netherlands","174893","0.14057273021012"
"Norway","57790810","46.45018349936422"
"New Zealand","665364","0.5347957554820737"
"Pakistan","15299","0.012296788319055802"
"Philippines","59345","0.04769938576340719"
"Thailand","1631159","1.311067189863569"
"Tunisia","8797","0.007070713565771219"
"Turkey","9087","0.007303805180420947"
"United States of America","432941","0.3479824715105784"
"Vietnam","835140","0.6712556243399086"
"Taiwan","36932","0.029684619007737032"
