"Name","Gross Import","Share"
"China","7693","0.0072994614348615774"
"Colombia","7959","0.007551854095939593"
"Costa Rica","3471686","3.294090481080053"
"Dominican Republic","20050","0.01902433403990311"
"Indonesia","768988","0.7296501039739157"
"Sri Lanka","21548","0.02044570323650036"
"Mexico","27803","0.026380726150195818"
"Malaysia","151246","0.14350894893761526"
"Philippines","99243936","94.16707181539978"
"Togo","2015","0.0019119218498954995"
"Thailand","36294","0.03443736556829144"
"Uganda","15135","0.014360762877502918"
"United States of America","68717","0.06520175372668438"
"Vietnam","3654","0.0034670781337559084"
"Taiwan","1544613","1.4655976894951053"
