"Name","Gross Import","Share"
"Australia","2969646","38.781230937634305"
"China","74269","0.9698944724412142"
"Ecuador","1089048","14.222106604682432"
"Fiji","42327","0.5527571844917701"
"Hong Kong","6322","0.08256032604146221"
"India","526408","6.874472652773496"
"Mexico","1397733","18.253288864111212"
"Peru","715762","9.347286315736962"
"Philippines","146159","1.9087210841338302"
"Togo","38469","0.5023747520545728"
"Thailand","205637","2.6854567804789884"
"United States of America","330988","4.322441821545634"
"Vietnam","114663","1.4974082038741192"
