"Name","Gross Import","Share"
"China","180342","0.029314779012467408"
"Colombia","1846706","0.3001839742877291"
"Costa Rica","521218","0.08472452610772997"
"Ecuador","65032100","10.571035256438774"
"Spain","1261","0.00020497685694248374"
"France","1755","0.00028527706894057017"
"United Kingdom","1511","0.00024561461605082706"
"Guatemala","8963122","1.4569647707787698"
"Indonesia","1699840","0.27631075377090525"
"Sri Lanka","24785","0.0040288274380011575"
"Mexico","3137395","0.5099868089508832"
"Mozambique","222572","0.03617930928104876"
"Peru","2465312","0.4007390207316324"
"Philippines","524237024","85.2152715879472"
"Thailand","1863445","0.3029049160865873"
"Uganda","48956","0.007957848539632223"
"United States of America","27081","0.004402044617652183"
"Vietnam","50572","0.008220531014508555"
"South Africa","1837","0.0002986062539281067"
"Taiwan","4864568","0.7907405702006218"
