"Name","Gross Import","Share"
"United Arab Emirates","7354","0.0027217725758192425"
"Switzerland","18533","0.006859207390217299"
"China","24283341","8.987453302021624"
"Spain","4198","0.0015537124385761735"
"France","19709","0.0072944541333725115"
"United Kingdom","1519","0.0005621937099088155"
"Indonesia","84251","0.031181950133987897"
"India","12671611","4.689861750237891"
"Italy","51357","0.019007624989984886"
"Japan","122643","0.045391127823796486"
"Kenya","17330","0.006413967737142708"
"South Korea","7819","0.002893872691097451"
"Myanmar","7573","0.002802826178498657"
"Pakistan","78382","0.029009787603734547"
"Singapore","882496","0.32661863082270576"
"Thailand","102614048","37.97825696766377"
"United States of America","86336","0.0319536248444289"
"Vietnam","129096717","47.7796986618028"
"Taiwan","136351","0.05046456520064312"
