"Name","Gross Import","Share"
"United Arab Emirates","39870","0.028461505909628017"
"Belgium","338671","0.2417628961103494"
"Bangladesh","484576","0.34591830167203175"
"Canada","106416","0.07596587943012227"
"China","320024","0.22845159185409572"
"Germany","40352","0.028805585313902926"
"Spain","882725","0.6301400251837569"
"France","1152","0.0008223640533707418"
"United Kingdom","693024","0.49472050844028204"
"Greece","59921","0.04277506635592727"
"Hong Kong","23657","0.01688773125919413"
"India","37751031","26.948863604240042"
"Iran","25885","0.018478206181859073"
"Italy","3391280","2.4208912907249385"
"Jordan","47396","0.03383399884857611"
"Japan","725275","0.5177431326462367"
"Cambodia","920175","0.6568739954951582"
"South Korea","1287924","0.9193944453762667"
"Laos","16797","0.011990667538600997"
"Sri Lanka","588524","0.42012238033503685"
"Malaysia","79202","0.05653895638460893"
"Nepal","2952","0.0021073078867625255"
"New Zealand","55671","0.03974117119375223"
"Pakistan","13411129","9.573637504095402"
"Singapore","17007","0.012140577652496706"
"Thailand","61960322","44.230852038260714"
"Turkey","23872","0.017041210661515926"
"Uruguay","17711","0.012643133462889936"
"United States of America","11824025","8.440671116455716"
"Vietnam","4371363","3.120531072426116"
"South Africa","4066","0.0029025453480949967"
"Taiwan","571949","0.40829018920255417"
