"Name","Gross Import","Share"
"Australia","2823985","3.7172277705242016"
"Austria","8563","0.011271526371067389"
"Belgium","3309751","4.3566443627428075"
"Switzerland","66801","0.08793054222978776"
"Cyprus","517764","0.6815357444808285"
"Germany","5948842","7.830495092877878"
"Denmark","1687169","2.22083030199082"
"Spain","1226606","1.6145885642776463"
"France","13434164","17.68346768647018"
"United Kingdom","26226","0.034521435315615245"
"Indonesia","144956","0.1908064202551027"
"Ireland","181195","0.23850802531887838"
"Italy","64716","0.08518604468410569"
"Japan","1578659","2.0779979620953957"
"Netherlands","194689","0.2562702554778394"
"New Zealand","13857788","18.241086405075464"
"Poland","10473","0.013785670405720981"
"Singapore","46619","0.061364859032207245"
"Slovenia","196962","0.2592622185096549"
"Thailand","35888","0.04723958173594143"
"Uruguay","166038","0.2185567786522582"
"United States of America","30430283","40.055557317942736"
"Vietnam","7004","0.009219405664248042"
"South Africa","5049","0.006646027869615701"
