"Name","Gross Import","Share"
"Colombia","38075","0.08500808185174238"
"Costa Rica","2339076","5.222333921613819"
"Indonesia","1790851","3.9983403386020933"
"Sri Lanka","17679","0.03947098828777291"
"Mexico","48811","0.1089777933884543"
"Malaysia","85430","0.19073513939840714"
"Panama","346087","0.7726905324707541"
"Philippines","40047104","89.41109638233065"
"Singapore","3300","0.007367739201858171"
"Thailand","48574","0.1084486557548663"
"United States of America","13604","0.03037294669759956"
"Vietnam","11268","0.025157480401981173"
