"Name","Gross Import","Share"
"Argentina","111641","0.19287282554206253"
"Australia","4554439","7.868323632795889"
"Belgium","242049","0.41816782857221535"
"Brazil","9205418","15.903431355467635"
"Switzerland","17056","0.02946622578125795"
"China","48063","0.08303442833751178"
"Germany","4164942","7.195422217275096"
"Denmark","627765","1.0845371263820003"
"France","5395571","9.321477093386946"
"United Kingdom","197620","0.34141155833092146"
"Guam","71672","0.12382172456580204"
"Indonesia","1021018","1.763927469203121"
"India","67450","0.11652772801042735"
"Ireland","12918","0.022317349005762793"
"Italy","27924","0.04824196111138878"
"South Korea","196385","0.3392779520434066"
"Malaysia","25476","0.04401275609775607"
"Netherlands","481995","0.8327024797981605"
"New Zealand","22860529","39.49422543345421"
"Singapore","510786","0.8824422843518775"
"Slovakia","7692","0.013288825557541989"
"Thailand","5404137","9.336275855701807"
"Uruguay","1159442","2.003071045513208"
"United States of America","1450894","2.5065883084353"
"South Africa","18996","0.03281780164990478"
"Taiwan","1341","0.0023167336287914465"
