"Name","Gross Import","Share"
"United Arab Emirates","2336","0.004717020755537492"
"Argentina","98188","0.1982683364489363"
"Australia","20396213","41.18551372233031"
"Belgium","280496","0.5663978826392312"
"Bangladesh","21454","0.04332147401083106"
"Brazil","1445","0.0029178488834553404"
"Canada","5862","0.011836975885685263"
"China","239141","0.4828908649400648"
"Germany","3567","0.007202745306079723"
"Denmark","12365","0.02496830549752615"
"Spain","112012","0.2261827606460897"
"Fiji","46472","0.09383963550999072"
"France","2021","0.0040809498916700646"
"United Kingdom","35664","0.07201533742529499"
"Greece","2565","0.0051794341772061925"
"Hong Kong","3553","0.007174475489907837"
"India","7236486","14.612437782173151"
"Ireland","10332","0.020863124334851612"
"Iran","1936","0.003909311722055045"
"Italy","346713","0.7001080553144993"
"Japan","80501","0.1625534622609262"
"Cambodia","1428687","2.8849084897973425"
"South Korea","9331","0.018841832478561787"
"Sri Lanka","65301","0.13186051898859322"
"Malaysia","7005","0.014145004448861355"
"Pakistan","2249433","4.542218385783804"
"Thailand","10990357","22.192526575242617"
"United States of America","4094648","8.268210446327089"
"Vietnam","1681916","3.3962468668966594"
"South Africa","6222","0.012563914015819466"
"Taiwan","50562","0.10209846037734874"
