"Name","Gross Import","Share"
"Benin","134848","2.252064631956912"
"China","235856","3.9389754081249215"
"France","6352","0.10608325330883889"
"India","5716","0.09546156736670702"
"Italy","62710","1.0473049141998247"
"Japan","19569","0.3268172518892739"
"South Korea","1638680","27.367208049768276"
"Philippines","112904","1.885583065425243"
"Singapore","171539","2.864832366080748"
"Thailand","3114218","52.009820049267255"
"Turkey","20889","0.3488622604484155"
"United States of America","331696","5.53957663563108"
"Vietnam","126598","2.1142833284622773"
"Undeclared","6175","0.1031272180702267"
