"Name","Gross Import","Share"
"Australia","427808","0.08834050372717166"
"Bangladesh","503269","0.10392287421055696"
"Brunei","2039","0.00042104469084192677"
"China","17972","0.0037111403549833777"
"Germany","11558","0.0023866770655963654"
"Spain","2875","0.0005936750790439133"
"Indonesia","66528","0.013737744576915989"
"India","30263591","6.249300792722666"
"Italy","77913","0.016088697889929886"
"Japan","335956","0.0693734625583572"
"Cambodia","35129685","7.254128180578358"
"South Korea","247270","0.051060186711369894"
"Lebanon","1573","0.0003248177041168959"
"Myanmar","90296","0.018645733891251896"
"Pakistan","58832112","12.14857695371143"
"North Korea","36023","0.007438593868660483"
"Singapore","1782474","0.3680731801195549"
"Thailand","177997193","36.75565134743294"
"Tanzania","3588","0.0007409064986468039"
"Uruguay","18792","0.0038804668123106852"
"United States of America","297416","0.061415119063973754"
"Vietnam","177803408","36.71563558214858"
"Taiwan","322294","0.06655231858274052"
