"Name","Gross Import","Share"
"United Arab Emirates","13806","0.16183898603409028"
"Australia","802927","9.412204225655078"
"Switzerland","6289","0.07372196024687773"
"China","761426","8.925714311168566"
"Germany","541772","6.350849713288509"
"Denmark","110466","1.2949228908620758"
"France","58998","0.6915961537041329"
"Indonesia","36392","0.4266003462083597"
"India","5219","0.06117902854642309"
"Ireland","544808","6.38643881669279"
"Japan","4491","0.052645146043683866"
"Malaysia","1815793","21.28539026276973"
"New Zealand","510487","5.984115490626151"
"Singapore","1171801","13.736280289275172"
"Thailand","2033805","23.841006735554323"
"Vietnam","112221","1.3154956433240363"
