"Name","Gross Import","Share"
"Chile","9926","2.0387288650815822"
"China","16362","3.360636881973085"
"Costa Rica","25645","5.267298181041424"
"Ecuador","12364","2.5394764948487487"
"Sri Lanka","57128","11.7336794886541"
"Mexico","1820","0.3738148835833648"
"New Zealand","4336","0.89058315121839"
"Singapore","2581","0.5301187991915739"
"Sierra Leone","19281","3.960178445258713"
"Thailand","280274","57.56625971507911"
"United States of America","57155","11.7392250940699"
