"Name","Gross Import","Share"
"Australia","667005243","36.90037838462554"
"Brazil","54839","0.003033829001302888"
"Botswana","172343","0.009534440663971692"
"Canada","18942352","1.0479377240738847"
"Denmark","14086","0.0007792723301364445"
"France","1450127","0.08022460927756438"
"Hungary","8205","0.0004539208766697094"
"Ireland","1646","0.00009106078769023056"
"Italy","347318","0.019214490072293738"
"Mexico","12717486","0.7035627537056376"
"Nicaragua","141288","0.007816401319062756"
"Netherlands","237422","0.013134771770953776"
"New Zealand","45969906","2.5431688034057447"
"United States of America","1060520312","58.67060447886334"
"Vietnam","1176","0.00006505922619909545"
