"Name","Gross Import","Share"
"United Arab Emirates","1652","0.013010286553136427"
"Australia","21685","0.17077969970022"
"China","192958","1.5196361215012706"
"Germany","3571","0.028123325230780982"
"Egypt","39593","0.3118137260885778"
"Indonesia","3189479","25.118665705333548"
"India","1017884","8.016321136714721"
"Kenya","30268","0.23837491125322843"
"Pakistan","396536","3.122909799415561"
"Philippines","267094","2.103492419263572"
"Singapore","1221260","9.618003968452419"
"Thailand","6126766","48.25119933656989"
"Vietnam","66032","0.5200334392716129"
"South Africa","13416","0.10565738764944207"
"Taiwan","109451","0.8619787370020189"
