"Name","Gross Import","Share"
"United Arab Emirates","23764","0.007122520144482497"
"Australia","4600445","1.3788403545734633"
"Belgium","18479","0.005538505712417609"
"Bangladesh","9731","0.002916564699796296"
"China","11150575","3.342038169502732"
"Spain","20270","0.006075302277758803"
"India","627476","0.18806642190621525"
"Italy","121506","0.03641764571096997"
"Sri Lanka","34803","0.010431117176755779"
"Myanmar","2071452","0.6208533327019256"
"Netherlands","13284","0.0039814659821286605"
"Nepal","3502","0.0010496156179926656"
"Pakistan","581275","0.17421910860899106"
"Russia","37294","0.011177716978132059"
"Singapore","1874","0.0005616732347567834"
"Thailand","130640035","39.155288712481"
"United States of America","183517470","55.00365582138791"
"Vietnam","110208","0.033031421481363704"
"Taiwan","62507","0.018734529821207182"
