"Name","Gross Import","Share"
"United Arab Emirates","43679","0.07197437785310873"
"Australia","28560236","47.06163642569561"
"Belgium","458301","0.7551896642427158"
"Bangladesh","1636","0.002695805356525696"
"Brunei","734","0.0012094872443092059"
"Switzerland","262147","0.43196655672196926"
"China","77804","0.12820564789677585"
"Germany","5045015","8.313189768186117"
"Denmark","959802","1.5815644088044474"
"Egypt","39068","0.06437635921072488"
"Finland","635950","1.047920181224032"
"France","5236332","8.628442453635031"
"United Kingdom","378460","0.6236274420725642"
"Greece","26226","0.04321527584366926"
"Hong Kong","5080","0.008370838148625022"
"Hungary","10745","0.01770564092657005"
"Indonesia","2526388","4.16298918280088"
"India","1782952","2.937953271410882"
"Ireland","14928","0.024598399976904394"
"Italy","71645","0.11805683054296058"
"Jordan","16906","0.027857753885955634"
"Japan","455922","0.7512695414168145"
"South Korea","4372","0.007204193776730039"
"Malaysia","818539","1.3487908439640506"
"Netherlands","5156811","8.497407528356133"
"New Zealand","3672790","6.052033591316633"
"Philippines","50369","0.08299817848584523"
"Poland","550860","0.9077086422345628"
"Saudi Arabia","156835","0.25843314981094595"
"Slovenia","307663","0.5069679482914212"
"Sweden","378995","0.624509016562626"
"Thailand","1697803","2.7976445120570883"
"Turkey","31147","0.05132411334945346"
"Ukraine","20422","0.033651428478586654"
"Uruguay","154009","0.25377645914007696"
"United States of America","700270","1.153906856365678"
"Vietnam","345304","0.5689928929277195"
"South Africa","16726","0.0275611493846264"
"Taiwan","14003","0.02307418240062917"
