"Name","Gross Import","Share"
"Australia","29303037","96.40223674751377"
"Japan","176174","0.5795838723732455"
"New Zealand","194304","0.6392286304313411"
"Singapore","465718","1.5321366482791057"
"United States of America","257403","0.8468141014025368"
