"Name","Gross Import","Share"
"Australia","4137141","1.6974213868150196"
"Bangladesh","376938","0.15465332767321197"
"Canada","283131","0.11616539408986142"
"China","10995101","4.511163527564375"
"Germany","1846","0.0007573925761922367"
"Spain","59819","0.024543047949752657"
"France","4805","0.001971436256015004"
"United Kingdom","109660","0.044992237218440236"
"Indonesia","6961","0.002856018268079176"
"India","1462660","0.6001125815240178"
"Italy","760350","0.31196286311363336"
"Japan","9059988","3.717208912020991"
"Cambodia","7394941","3.0340592712782204"
"South Korea","251387","0.10314119585657518"
"Sri Lanka","9767","0.004007287806971601"
"Macao","857731","0.35191716780603643"
"Myanmar","648547","0.2660913776336655"
"Malaysia","641717","0.26328910715945475"
"Pakistan","1779115","0.7299504296816094"
"Philippines","15214","0.006242129281792356"
"Portugal","15913","0.006528920945258429"
"Russia","19903","0.008165972071481087"
"Singapore","141575","0.05808659478570743"
"Thailand","163035466","66.8915772505102"
"Turkey","1194","0.0004898844723583589"
"Ukraine","835","0.0003425908998486011"
"United States of America","13493061","5.536047796050378"
"Vietnam","26466065","10.858722184193493"
"Taiwan","1700103","0.6975327144973728"
