"Name","Gross Import","Share"
"Australia","4467809","9.946642707620388"
"Brazil","124416","0.2769862138491816"
"Djibouti","118820","0.2645278897373309"
"Ethiopia","10456562","23.279349265843827"
"India","547085","1.2179703800450061"
"Sri Lanka","6123","0.013631579438324161"
"Myanmar","27508160","61.24116744114505"
"Malaysia","231734","0.5159073051707678"
"New Zealand","123907","0.27585303175966547"
"Singapore","156400","0.34819190334050276"
"Thailand","1158902","2.5800530253524"
"United States of America","17841","0.03971925669755697"
