"Name","Gross Import","Share"
"United Arab Emirates","50085","0.044195171773003965"
"Argentina","39823","0.03513994859771063"
"Australia","61116","0.05392896312426695"
"Bangladesh","348455","0.3074778592425296"
"Canada","451359","0.39828069354679635"
"China","96632712","85.2690287657227"
"India","156604","0.1381878941866729"
"Sri Lanka","81969","0.07232972017692646"
"Myanmar","15327789","13.525292358098445"
"Philippines","3463","0.00305576280023785"
"Thailand","100152","0.08837446028571214"
"United States of America","73332","0.06470840244500203"
