"Name","Gross Import","Share"
"Australia","3372346","6.897511047566344"
"Belgium","2263383","4.629331998369638"
"Cyprus","350660","0.7172102814893888"
"Czechia","2212","0.004524237559614806"
"Germany","5027951","10.28374537165589"
"Denmark","430531","0.8805716640047568"
"Spain","4233320","8.658474387824844"
"Estonia","31345","0.06411040972248015"
"France","9804443","20.053177790100577"
"United Kingdom","271368","0.5550331365630881"
"Indonesia","3197","0.006538873181776011"
"Italy","15686885","32.08462672258504"
"Japan","106076","0.2169588713262659"
"Luxembourg","1047","0.002141445174012976"
"Netherlands","99253","0.20300368467651375"
"New Zealand","6156254","12.591480819768938"
"Philippines","19414","0.03970775225242398"
"Poland","582029","1.1904328492699123"
"Singapore","21463","0.04389860340958978"
"Slovenia","165889","0.3392953185022336"
"Thailand","16921","0.034608781078771314"
"Uruguay","929","0.0019000979624241208"
"United States of America","245300","0.5017158559554755"
