"Name","Gross Import","Share"
"Argentina","70592","0.3069411965332411"
"Australia","3391985","14.748695808629956"
"Belgium","186283","0.8099774324824591"
"Cyprus","231022","1.0045071552796694"
"Czechia","1939","0.008430969232745276"
"Germany","1141672","4.964105985501168"
"Denmark","1144","0.004974228366302525"
"Spain","1295737","5.63399627680746"
"Finland","2708","0.011774659454499334"
"France","8931273","38.83408348233553"
"United Kingdom","340719","1.4814808695264248"
"Italy","202511","0.8805384271750791"
"Japan","308324","1.3406241143460313"
"Namibia","1447","0.006291703187097686"
"Netherlands","53150","0.2311016063540028"
"New Zealand","5609179","24.389280850933943"
"Philippines","21713","0.09441033262021566"
"Poland","752995","3.2740988537447286"
"Singapore","4209","0.018301160134412"
"Slovakia","90274","0.39252053456258224"
"Slovenia","107663","0.4681296753507244"
"Thailand","14478","0.06295181668472724"
"Uruguay","24298","0.1056501755633031"
"United States of America","213227","0.9271326851936962"
