"Name","Gross Import","Share"
"Australia","4802","0.07522696941683747"
"Brazil","1984","0.031080863665765415"
"Germany","1237","0.01937854251741523"
"France","1209","0.0189399012963258"
"Indonesia","111147","1.7412019928723936"
"Japan","2585","0.04049598416129214"
"Malaysia","4336529","67.93501342320465"
"New Zealand","1402","0.021963392570263664"
"Philippines","1681841","26.347313925652504"
"Thailand","213984","3.352221537628602"
"Vietnam","1157","0.018125281885731145"
"Taiwan","25472","0.39903818512821404"
