"Name","Gross Import","Share"
"United Arab Emirates","88629","4.570217808426148"
"Argentina","43661","2.2514107090646855"
"Australia","8800","0.45377829733101016"
"China","1591","0.08204105352882239"
"France","3445","0.1776438902619693"
"Indonesia","11649","0.6006890210919247"
"India","11825","0.6097645870385449"
"Iran","42523","2.192728924705289"
"Malaysia","39043","2.013280234397117"
"Norway","52645","2.7146770980671624"
"Pakistan","10199","0.5259187334635196"
"Singapore","84924","4.37916683210667"
"Thailand","1457253","75.14429376369392"
"Vietnam","83086","4.284389046823217"
