"Name","Gross Import","Share"
"Argentina","29503","0.23840440119267653"
"Australia","1823241","14.733033211366193"
"Austria","18718","0.15125423114681624"
"Brazil","257090","2.077462885219307"
"China","2726297","22.030342804406008"
"Indonesia","5473278","44.2278264634461"
"India","3086","0.024936988851323585"
"Myanmar","1399964","11.312665800471281"
"Thailand","130880","1.0575998382570417"
"United States of America","110773","0.8951215379221217"
"Uzbekistan","26167","0.2114472415011615"
"South Africa","376194","3.0399045962199693"
