"Name","Gross Import","Share"
"Australia","1469","0.32642921108126066"
"Indonesia","43254","9.611551460931823"
"Philippines","296515","65.88914739534377"
"Singapore","1353","0.3006526362103102"
"Thailand","107430","23.872219296432835"
