"Name","Gross Import","Share"
"United Arab Emirates","80752","0.057206150828686554"
"Belgium","593700","0.42058762317950277"
"Bangladesh","408307","0.289251929691011"
"Canada","11452","0.00811280016953287"
"China","679523","0.4813861604611845"
"Germany","6151","0.004357477632098907"
"Spain","1089255","0.7716475854579573"
"France","133231","0.0943832063733002"
"United Kingdom","1187918","0.841542206757872"
"Greece","78619","0.055695095749956756"
"Hong Kong","42093","0.02981942870556646"
"Indonesia","14180","0.010045363814528127"
"India","43238005","30.630570581056855"
"Iran","103714","0.07347283939774119"
"Israel","2401","0.00170091103798886"
"Italy","5241596","3.7132396889122266"
"Jordan","15112","0.010705609165384277"
"Japan","1313316","0.9303763768293951"
"Cambodia","472883","0.33499871485934446"
"South Korea","1033417","0.7320909546627795"
"Laos","27279","0.01932492803219413"
"Lebanon","1242","0.0008798548559692476"
"Sri Lanka","625518","0.4431280594172076"
"Myanmar","3213","0.0022761462578334887"
"Nepal","980","0.0006942494032607591"
"New Zealand","30324","0.021482060106611488"
"Pakistan","15016047","10.637634356209706"
"Portugal","8749","0.0061979469684983485"
"Russia","10050","0.007119598472214928"
"Singapore","3044","0.0021564236566589292"
"Thailand","53879433","38.16914715130413"
"Timor-Leste","2165","0.001533724446999534"
"Turkey","14263","0.010104162488477763"
"United States of America","9955503","7.05265511929663"
"Vietnam","5194404","3.6798080380564286"
"South Africa","1329","0.0009414872009526009"
"Taiwan","640478","0.4537259890833107"
