"Name","Gross Import","Share"
"American Samoa","4156","0.14824342597834064"
"Australia","1063914","37.94953231624646"
"Canada","501136","17.87538920141523"
"Germany","10292","0.3671129307432824"
"Fiji","835749","29.8109468281935"
"United Kingdom","1223","0.04362408805859254"
"Italy","72036","2.5695051573088894"
"Japan","18318","0.6533982379863434"
"South Korea","1159","0.041341224905894314"
"Sri Lanka","1699","0.06060288275678554"
"Malaysia","102165","3.6441986561783373"
"New Caledonia","5169","0.18437686931714212"
"Thailand","4633","0.16525789041329453"
"Tonga","31331","1.117568522456061"
"United States of America","16479","0.5878015920830305"
"Vietnam","41302","1.4732314676990914"
"Samoa","92736","3.3078687082597202"
